source, target
Quy tắc: Z Y + = - | = - Y Z + | + = Z - Y | + = Z - Y | Kết quả: + = trâu dưa hấu - dâu cá voi, + = Z - Y
Quy tắc: + = - Y X | = - X Y + | = Y X + - | Y - X + = | Kết quả: táo - ngựa blackberry + =, Y - X + =
Quy tắc: Z * X + = | + Z * = X | + = Z * X | + X = Z X * | Kết quả: + dâu đen = dâu đen đại bàng sư tử *, + X = Z X *
Quy tắc: X * + = Y Z | * = Y Z X + | + Y = X Z * | * Z + Y = X | Kết quả: + ngựa dâu = lê chim cánh cụt đào *, + Y = X Z *
Quy tắc: - X Z * | * - Z X | * - X Z | Z - * X | Kết quả: cá voi chuột - * sư tử, Z - * X
Quy tắc: X * = + Z | * = + X Z | * X = Z + | = X + Z * | Kết quả: = dưa hấu + trâu dâu *, = X + Z *
Quy tắc: - * - Y | Y - - * Y | - - * Y | * Y - - | Kết quả: chuối - - * chuối, Y - - * Y
Quy tắc: Z X * Y - | * Y X Z - | Y - X Z * | X Y Z * - | Kết quả: đại bàng dưa hấu chuột * cò dưa hấu -, Z X * Y -
Quy tắc: - - Z Z | - - Z | Z - | Z - - | Kết quả: - - cá mập, - - Z Z
Quy tắc: Y + = | + Y = | = Y + | = Y + Y Y | Kết quả: = kiwi + kiwi, = Y + Y Y
Quy tắc: = X = Z | = = Z X = | = X = Z = | = X = Z | Kết quả: = = cò chuối = sư tử cá voi, = = X = Z
Quy tắc: * X Z * | X * * Z | Z Z * X * | Z X * * | Kết quả: con dấu ngựa vằn con dấu ngựa vằn * chuột táo *, Z Z * X * *
Quy tắc: Y - X * | - * X Y | * Y - X | * X - Y | Kết quả: * blackberry - chuối sư tử, * Y - X
Quy tắc: * Z Z * | * Z * | * * Z | * * Z | Kết quả: * kiwi kiwi *, * Z Z *
Quy tắc: - = * Z | = * - Z | = - Z * | = Z Z * - | Kết quả: = việt quất việt quất * -, = Z Z * -
Quy tắc: Y - - + X | - X + Y - | Y - X + - | - + X Y - | Kết quả: - ngựa táo + cá voi rắn hổ mang -, - X + Y -
Quy tắc: * * X Y | Y * * X | X * Y * X | * * X Y | Kết quả: ngựa vằn * lê ngựa vằn * ngựa vằn, X * Y * X
Quy tắc: - = = X Y | Y = X Y = - | Y - = X | X Y - = = | Kết quả: con dấu = con dấu cá voi = -, Y = X Y = -
Quy tắc: = * * X Z | * = X Z * | = Z X * * * | = X * * Z | Kết quả: = * * đại bàng cá mập, = * * X Z
Quy tắc: = X Z - | X Z - = | Z - X = | X = - Z | Kết quả: rắn hổ mang táo - =, X Z - =
Quy tắc: Y = Z = = | Z = = Y | = Z = Y | = Y | = Y Z = = | Kết quả: lê = = = cò đào, Z = = Y
Quy tắc: Y Z - + = | Y + = Z - | Y + = Z - | + Z - = Y | Kết quả: + lê ngựa - = nho đào, + Z - = Y
Quy tắc: + * X | + X * | * X + | X + X * | Kết quả: cò + cò *, X + X *
Quy tắc: + Y Z - | - Y Z + | Y - Z + | Z + Y - | Kết quả: nho - chuối +, Y - Z +
Quy tắc: Y - Z - * | * - Y Z - | Z - Y * | - Z - * Y | Kết quả: cò - cá voi - cá voi *, Z - Y - Y *
Quy tắc: Z = X + | + = Z X | X = Z + | + X = Z | Kết quả: + = rắn hổ mang đen cá mập, + = Z X
Quy tắc: Z - Y * + X | - Y X +* Z | + - * Z Y X | Z Y + - * X | Kết quả: hải cẩu rắn hổ mang - cá mập * + cá voi, Z - Y * + X
Quy tắc: - Y Y - Y | - Y - | Y - | Kết quả: - nho nho - nho, - Y - Y - Y - Y
Quy tắc: * = * Y | = Y * * | = * * Y | Y * Y = Y | Kết quả: chim cánh cụt vằn * * chim cánh cụt ngựa vằn = chim cánh cụt ngựa vằn, Y * * Y = Y
Quy tắc: + = Y - Z | Y + Z = - Z | - + Z = Y | + Y - = Z | Kết quả: blackberry + cò = - cò, Y + Z = - Z
Quy tắc: - - X * Z | X - * Z - | - X - * Z | - Z X - * | Kết quả: ngựa vằn cá mập - * ngựa vằn -, X - * Z -
Quy tắc: * Z - - X | * X - Z - | X * Z - - | - * X - Z | Kết quả: lê trâu * đại bàng kiwi - -, X* Z - -
Quy tắc: + Z * Z - | + Z * - | + Z * - | Z * - + | Kết quả: + cá mập * cá mập -, + Z * Z -
Quy tắc: X + + + Z | + + Z X + | Z + + X + | + + Z + X | Kết quả: ngựa vằn + + trâu +, Z + + X +
Quy tắc: X * Z = + | + = Z X * | X + = Z * | * + = X Z | Kết quả: chim cánh cụt + = táo trâu *, X + = Z *
Quy tắc: Y + - = X | + Y - X = | + = Y - X | - + = Y X | Kết quả: ngựa cá voi + - = kiwi, Y + - = X
Quy tắc: * + Z + | + * Z + | Z + * Z + Z | + + Z * | Kết quả: dâu đào + * dâu đào + dâu đào, Z + * Z + Z
Quy tắc: - * Z | * - Z | - Z * | - Z * | Kết quả: - đào đào *, - Z Z *
Quy tắc: Z X = - Y = | = = - X Z Y | X Z Y = - | Z = = X - Y | Kết quả: = = - ngựa vằn cò táo dâu tây, = = - X Z Y
Quy tắc: X = Z = - | X Z = - = | X Z = - | Z X = - = | Kết quả: rắn hổ mang chim cánh cụt chuột = - =, Z X = - =
Quy tắc: = * Z X | Z = * X | X = * Z Z | = * X Z | Kết quả: cá mập cò = * việt quất việt quất, X = * Z Z
Quy tắc: - Z * - | - Z * - | Z - * Z - | - * Z - | Kết quả: con dấu đại bàng - * hải cẩu đại bàng -, Z - * Z -
Quy tắc: - X Y = | - Y X = | - Y X = | = X - Y X | Kết quả: = ngựa lê - ngựa lê chuột, = X - Y X
Quy tắc: * - X Y - | - - Y X * | * - Y - X | X Y - * - | Kết quả: sư tử ngựa vằn - * -, X Y - * -
Quy tắc: X Z - = Y + | Z = Y X - + | X = + Z - Y | - Z X + = Y | Kết quả: - rắn hổ mang cá voi trâu + = dâu tây, - Z X + = Y
Quy tắc: + Y X = | X = Y + Y | + = Y X | + X = Y | Kết quả: lê cá mập = chuối blackberry + chuối blackberry, X = Y + Y
Quy tắc: - Z Y = Y | - = Y Z | Z = - Y | Z Y = - | Kết quả: - cá mập rắn hổ mang blackberry = blackberry, - Z Y = Y
Quy tắc: Z = Y = | Z Y = | Z = Y = | = Y Z | Kết quả: chuối sư tử việt quất =, Z Y = =
Quy tắc: Z * X Z + - | X + - * Z | X - + Z * | + X Z - * | Kết quả: con dấu * con dấu chuối cá mập + -, Z * X Z + -
Quy tắc: X - * * | * - X * | X * - | - * X * X | Kết quả: - * lê * lê, - * X * X
Quy tắc: - + X Z | + Z X - | + X Z - | Z X - + | Kết quả: rắn hổ mang đào - +, Z X - +
Quy tắc: - Y Z + * | Y - Y Z * + | + * Z - Y | Z - + * Y | Kết quả: rắn hổ mang trâu - cá voi rắn hổ mang trâu * +, Y - Y Z * +
Quy tắc: X Z - - Y + | - - Z X + Y | Y X Z + - - | Y + X - Z - | Kết quả: blackberry + chim cánh cụt chuột - dâu tây -, Y + X - Z -
Quy tắc: * - X Y + Z | - + Y * X Z | Z + - Y * X | Z X Y - * + | Kết quả: - + quả việt quất lê * đại bàng đại bàng ngựa vằn, - + Y * X Z
Quy tắc: X = - Z - | = Z - - X | = X - - Z | - Z - = X | Kết quả: = việt quất - - chuối đào, = X - - Z
Quy tắc: Y = X + | X = Y + | Y + = X | = X Y + | Kết quả: sư tử = dâu +, X = Y +
Quy tắc: Y - Z - | - Z Y - | - Z Y | Z - Y - | Kết quả: dưa hấu - lê chim cánh cụt -, Y - Z -
Quy tắc: Z - - X + | + Z X - - | - + - Z X X | Z - X - + | Kết quả: - + - Cò ngựa nho cò ngựa, - + - Z X X
Quy tắc: * - = Z | * Z = - | * Z - = | Z - = * Z | Kết quả: kiwi - = * kiwi, Z - = * Z
Quy tắc: + Z Z - X | X Z + - | Z + - X | + - Z X | Kết quả: + rắn hổ mang chuột rắn hổ mang - chim cánh cụt trâu, + Z Z - X
Quy tắc: = = X * Y | X * = Y = | X = Y = * Y | = = * X Y | Kết quả: chim cánh cụt nho = con dấu = * con dấu, X = Y = * Y
Quy tắc: + Z Y = | = Z + Z Y | Z + = Y | + Y = Z | Kết quả: = nho + đại bàng chim cánh cụt nho, = Z + Z Y
Quy tắc: = Y = + Z | = = + Y Z | Z Y = + | + Y = Z | Kết quả: sư tử chim cánh cụt = chim cánh cụt = +, Z Y = Z = +
Quy tắc: + Z X + Y | Y + + X Z | Z X + Y | Z X + Y | Kết quả: đại bàng táo chuối + + cá voi, Z X + Y
Quy tắc: + Z * X | Z * X + | X Z + Z * | * + Z X | Kết quả: dâu đen rắn hổ mang sư tử + dâu đen *, X Z + Z *
Quy tắc: * Y = X | Y = X * | X * Y = | X = * Y | Kết quả: chuối = * ngựa vằn kiwi, X = * Y
Quy tắc: + X - Z * | * X - + Z | - Z * + X | X * - + Z | Kết quả: việt quất * - + sư tử, X * - + Z
Quy tắc: X - * * Z | * Z - X * X | Z X * - * | * Z - * X | Kết quả: * dưa hấu - rắn hổ mang chim cánh cụt * rắn hổ mang chim cánh cụt, * Z - X* X
Quy tắc: * Y - + | - Y + * Y | + - * Y | + Y * - | Kết quả: - dưa hấu + * dưa hấu, - Y + * Y
Quy tắc: Y X = Z + | X Z Y = + | Z + = X Y | X Y Z = + | Kết quả: chuối ngựa = rắn hổ mang +, Y X = Z +
Quy tắc: = Y Y X = + | + Y = = X | = X Y + | Y = X + | Kết quả: = cá voi chuối = +, = Y Y X = +
Quy tắc: * X - = Z | - X Z * = | = - * X X Z | * - X = Z | Kết quả: = - * con dấu ngựa vằn, = - * X X Z
Quy tắc: X X Z * + | * + Z X | + Z * X | Z X + * | Kết quả: dưa hấu đào * +, X X Z * +
Quy tắc: * + Z X Y | Z X Y * + | + Z * Y X | * Z + Y X | Kết quả: * hải cẩu trâu + táo kiwi ngựa, * Z + Y X
Quy tắc: * + + Z Y Y | + + Y * Z | + Z Y + * | + * + Y Z | Kết quả: * + táo dâu đen dâu đen, * + Z Y Y
Quy tắc: Z * + X | * + Z X | + X Z * | + Z X * X | Kết quả: + đào ngựa vằn * đào đào, + Z X * X
Quy tắc: - Z - X | - - X Z | - - Z X | - Z X Z | Kết quả: - - nho đại bàng nho, - - Z X Z
Quy tắc: + Y = + X | + X = Y + | + = X Y + | X Y + = | Kết quả: + sư tử đại bàng = đại bàng +, + X = Y +
Quy tắc: Y X - * - | - X * Y - | * - Y X | - Y X | - Y * - X | Kết quả: - con dấu * cò rắn hổ mang -, - X * Y -
Quy tắc: - - X = Y | - = X - Y | X - = - Y | - = Y X X | Kết quả: - - = cò sư tử táo, - - = Y X X
Quy tắc: Y * X +* Z | Z + X * * Y | + * X Z * Y | * + Y X Z * | Kết quả: * + lê cá mập dâu tây dưa hấu *, * + Y X Z *
Quy tắc: * X = + Y | X = + * Y | = * + Y X | + * Y = X | Kết quả: kiwi = + * chuối việt quất, X = + * Y
Quy tắc: Y - - - X | Y X - - - - | - X Y - | X - - Y | Kết quả: cá voi - - - chuối lê, Y - - - - X
Quy tắc: = Z * Y = | = * Y Z = | * = Y Z | = Z = * Y | Kết quả: = cá mập chuột = * con dấu, = Z = * Y
Quy tắc: Y = * Z + | * Z Z Y + = | Z + = * Y | * = + Y Z | Kết quả: * lê nho lê chuối + =, * Z Z Y + =
Quy tắc: * X - | - X X * | X - * | X * - | Kết quả: - chuột chim cánh cụt chuột cánh cụt *, - X X *
Quy tắc: + Y Z + | Z + Y + | Z + Y Y | + Z Y + | Kết quả: trâu ngựa vằn + + rắn hổ mang, Z + Y Y
Quy tắc: = X * | = * X | = * X | * = X X | Kết quả: * = rắn hổ mang sư tử rắn hổ mang, * = X X
Quy tắc: Y - Z - | Y - Z - | Y - | Y - Z - | Kết quả: blackberry - việt quất -, Y - Z -
Quy tắc: - Y * Z = X | Y = X - * Z | - = X * Y Z | Y Z - = X * | Kết quả: cá mập = chim cánh cụt dưa hấu - * hải cẩu chuối, Y = X - * Z
Quy tắc: * X Z - + | + - X Z Z * | - + X * Z | + * X - Z | Kết quả: + - lê dâu đen *, + - X Z Z *
Quy tắc: Z - = = | Z - Z = | = = Z - | = - = Z | Kết quả: chim cánh cụt ngựa - chim cánh cụt ngựa = =, Z - Z = =
Quy tắc: X + Z - | + Z Z X - | Z + X - | - X + Z | Kết quả: + blackberry buffalo blackberry buffalo peach -, + Z Z X -
Quy tắc: Y X = = * | X = * Y = | Y = X * | X = Y * | Kết quả: cò = cò = ngựa *, X = Y *
Quy tắc: * Y - * | * Y - * | * - * Y | * Y - * | Kết quả: * cá mập ngựa cá mập ngựa - *, * Y - *
Quy tắc: Z * X - | Z - * X | - X * Z | * Z - X | Kết quả: * kiwi táo kiwi táo - chuột dâu, * Z Z - X
Quy tắc: - Z X - - Z | X - - Z - | - X - - Z | - - X Z - | Kết quả: - trâu đào dưa hấu nho - - trâu đào, - Z X - - Z
Quy tắc: Z + - X | X Z + - | - X + Z Z | X + - Z | Kết quả: - kiwi đại bàng + cá voi kiwi, - X + Z Z
Quy tắc: Y * X = | Y X * = | = X X Y * | X * = Y | Kết quả: = đào việt quất đào chim cánh cụt sư tử việt quất *, = X X Y *
Quy tắc: Z + * Z | * + Z | * + Z | * + Z | Kết quả: con dấu + * con dấu, Z +* Z
Quy tắc: Z - = * | = - * Z | - Z = * | Z Z - * = | Kết quả: dưa hấu việt quất việt quất dưa hấu - * =, Z Z - * =
Quy tắc: = + Z Y Z * | + Z * Y = | Z * Y = + | * Z = Y + | Kết quả: = + rắn hổ mang rắn hổ mang ngựa vằn chuột *, = + Z Y Z *
Quy tắc: - Y X - + | + - - X Y X | X - Y + - | Y - X + - | Kết quả: + - - blackberry kiwi cò blackberry, + - - X Y X
Quy tắc: X + + X X + | + + + X | + X + | + + + X | Kết quả: lê táo + lê táo lê táo +, X + + X X +
Quy tắc: X - - | - - X | - X - | X - | Kết quả: đào trâu đào trâu - -, X X - -
Quy tắc: Z * = + | = * Z + | + * = Z Z | = * Z + | Kết quả: + * = trâu trâu, + * = Z Z
Quy tắc: Y * + X | + X * Y | Y * + X | + X Y * | Kết quả: + cá voi * ngựa vằn, + X * Y
Quy tắc: X * Z * | X Z * * | * * X Z | * * X X Z | Kết quả: * * kiwi kiwi nho cá voi, * * X X Z
Quy tắc: X Y = * = | Y * X = | * X = Y = | X = * Y | Kết quả: * chuột = nho =, * X = Y =
Quy tắc: X Y = - - | = Y - - X | - X - Y = | - - X Y X = | Kết quả: - - sư tử dâu sư tử =, - - X Y X =
Quy tắc: Y * - X - | - X Y * - | X Y - - * | X * - - Y | Kết quả: rắn hổ mang dâu tây * - - chuột, X * - - Y
Quy tắc: - Y = Z X * | Y Z * - X = | = X Z * Y - | = Y * - X Z | Kết quả: = cá voi việt quất lê * cò -, = X Z * Y -
Quy tắc: * X Z = + | * Z X + = | * + Z = X | X Z + = * | Kết quả: trâu cá mập táo lê + = *, X Z + = *
Quy tắc: Z + + X | Z X X + + | + X + | X + | X Z + | Kết quả: rắn hổ mang cá voi táo táo +, Z X X + +
Quy tắc: = - X | = X - | X - X = | X - = | Kết quả: ngựa vằn - ngựa vằn =, X - X =
Quy tắc: * + * Y X | + * Y X * | * * Y X + | * X Y * + | Kết quả: * rắn hổ mang nho blackberry * +, * X Y * +
Quy tắc: Y * + Z X | Y Z X + * | Y Z +* X | X Y +* Z | Kết quả: táo nho* + cá mập kiwi blackberry, Y * + Z X
Quy tắc: - Z - * X | * - X Z - | X Z X - * - | * X Z - - | Kết quả: táo sư tử táo - * -, X Z X - * -
Quy tắc: Y Z Y * * | * Y Z * | Z Y * * | Z Y * * | Kết quả: kiwi niêm phong kiwi * *, Y Z Y * *
Quy tắc: - - Y Z | - - Y Z | Z - - Y | Z - Y | Kết quả: trâu ngựa - cá voi dâu tây - cá voi dâu tây, Z - Y - Y
Quy tắc: Y - = X + | X = + - Y | Y - = + X | X Y - Y = + | Kết quả: chuối táo dâu đen - táo đen = +, X Y - Y = +
Quy tắc: = Z Y - * | - Z = * Y | Y - = * Z | = * Z Y - | Kết quả: ngựa vằn lê - = * rắn hổ mang đại bàng, Y - = * Z
Quy tắc: + Z - Y | Y + - Z | - Y Z + | - Y Y + Z | Kết quả: - chuối chuối + chuối, - Y Y + Z
Quy tắc: Y = = | = Y = Y | Y = | = Y = | Kết quả: = cá mập chim cánh cụt = cá mập chim cánh cụt, = Y = Y
Quy tắc: Z + X - | + - X Z | Z - + X | X Z - + | Kết quả: + - cò dưa hấu, + - X Z
Quy tắc: + * X | * + X | X * + | + X X * | Kết quả: + rắn hổ mang *, + X X *
Quy tắc: Y Z + * Y | + * Z Y | Y + Z * | * Z Y + | Kết quả: ngựa vằn trâu ngựa vằn + * trâu ngựa vằn, Y Z + * Y
Quy tắc: * X = | X * X = X | * X = | X * = | Kết quả: ngựa táo * ngựa táo = ngựa táo, X * X = X
Quy tắc: X = - Z | X - Z = | - X Z = | Z = - X | Kết quả: - sư tử nho ngựa nho ngựa =, - X Z Z =
Quy tắc: - - - Y | Y - Y - Y | Y - - | - Y - | Kết quả: táo kiwi - - táo kiwi - táo kiwi, Y - Y - Y
Quy tắc: X Y - - - - - Y X | - X Y - - | - X Y X - | Kết quả: - - - chim cánh cụt sư tử chim cánh cụt dưa hấu chim cánh cụt sư tử chim cánh cụt -, - - X Y X -
Quy tắc: = * Z Y + | * + Y = Z | + = Z * Y | = + Y Z * | Kết quả: = + con dấu táo *, = + Y Z *
Quy tắc: Y = + + Z | Z + + = Y | + = Z + Z Y | Z Y = + + | Kết quả: + = dưa hấu đào + dưa hấu đào kiwi, + = Z + Z Y
Quy tắc: + X Y - | X Y + - | - X + Y | + - X Y | Kết quả: + - cò ngựa việt quất, + - X Y
Quy tắc: = = X | = = X | X = X | = = X | Kết quả: trâu = = trâu, X = X
Quy tắc: Y X - + | Y X - + | X - Y + | Y + X - | Kết quả: táo dưa hấu nho - +, Y X - +
Quy tắc: Y - * Z | Z Y - * | Y - * Z | * - Z Y | Kết quả: đào táo ngựa vằn - *, Z Y - *
Quy tắc: X - - Y | Y - - X | - - Y X | X Y - X - | Kết quả: rắn hổ mang - rắn hổ mang -, X Y - X -
Quy tắc: * Z Y + * | Y * Z + * | Z * * + Y | * * Z + Y | Kết quả: trâu * * + nho, Z * * + Y
Quy tắc: = * X X * | * = X * | X = * * | * * = X | Kết quả: = * kiwi kiwi *, = * X X *
Quy tắc: Y = Y + | Y + = | + = Y | = + Y | Kết quả: chuối chuột = chuối chuột +, Y = Y +
Quy tắc: = - + Z X | - = + Z X | + X - = Z | = X Z + - Z | Kết quả: = cò cá mập + - cò, = X Z + - Z
Quy tắc: * Z Y * - | * Y * - Z | Z Y * - * | Y * * - Z | Kết quả: * đại bàng việt quất * - ngựa vằn, * Y * - Z
Quy tắc: Z X + = = | = = + X Z | X = Z + | = + X = Z | Kết quả: = + kiwi = sư tử, = + X = Z
Quy tắc: X Z * - Y | Z X Y - * | * - X Z Y | X - * Y Z | Kết quả: cá voi táo chim cánh cụt dưa hấu trâu - *, Z X Y - *
Quy tắc: + Y * X | Y + * X | X * + Y | + X Y * | Kết quả: + táo sư tử * dưa hấu cò, + Y * X
Quy tắc: X - = X Y - | - X = - Y | - = X Y | Y - = - X | Kết quả: sư tử đào - = sư tử đào táo ngựa -, X - = X Y -
Quy tắc: Z - + X | - Z Z + X | X + Z - | X Z + - | Kết quả: - ngựa vằn chuối ngựa vằn chuối + cò kiwi, - Z Z + X
Quy tắc: X * * X + Z | * Z X + * | + Z * X * | Z * X * + | Kết quả: táo chuối * * táo chuối + sư tử, X * * X + Z
Quy tắc: Y X + = | = X Y Y + | + X = Y | = X + Y | Kết quả: = cò đào dưa hấu đào dưa hấu +, = X Y Y +
Quy tắc: X - - X X | X - - | - - X | - - X | Kết quả: chim cánh cụt - - chim cánh cụt, X - - X X
Quy tắc: Y +* * Z | Z + * Y * | + * * Z Y | + * * Z Y | Kết quả: cá mập +* * * rắn hổ mang chim cánh cụt, Y +* * Z
Quy tắc: Z X - + | X - Z + | Z - + X | Z + X - | Kết quả: sư tử - + chuột ngựa vằn, Z - + X
Quy tắc: = + Y X | Y X + = | X X Y = + | X + Y = | Kết quả: kiwi kiwi nho kiwi = +, X X Y = +
Quy tắc: Y X + = + | X = + Y + | X + Y = X + | X + Y = + | Kết quả: chuột + con dấu táo = chuột +, X + Y = X +
Quy tắc: - Y Z + | - + Z Y | - Y Z + | - + Z Y | Kết quả: - + cá mập lê cò nho, - + Z Y
Quy tắc: = - Z X Y | Y - Z X = | X Y = Z - | = Y - Z X | Kết quả: đại bàng rắn hổ mang chuối = ngựa cá voi -, X Y = Z -
Quy tắc: - Y + X * | X * Y + - | - Y + * X | X Y + * - | Kết quả: đào * ngựa việt quất + -, X * Y + -
Quy tắc: = X - | = - X | - X = | = X X - | Kết quả: = việt quất việt quất -, = X X -
Quy tắc: * X Z Y + = | Z = * Y X + | * Z Y X = + | Y * + X Z = | Kết quả: * đại bàng kiwi ngựa vằn đại bàng + =, * X Z Y + =
Quy tắc: = X Z * | Z X = * | X * = Z | * Z X = | Kết quả: quả việt quất * = con dấu cò, X * = Z
Quy tắc: Y Z + = + | = Y + Z + | Y + = + Z | = + Y Z + | Kết quả: ngựa vằn trâu + = + cá mập, Y + = + Z
Quy tắc: = Y + X | Y = + X | = X + X Y | + X Y = | Kết quả: = blackberry + blackberry kiwi, = X + X Y
Quy tắc: + Z Y X + - | Z - + + X Y | - X + Z + Y | - Y + X Z + | Kết quả: + đại bàng ngựa vằn dâu tây đại bàng kiwi + -, + Z Y X + -
Quy tắc: + + Y X Z | + Z X + Y | Y + Z + X | Y Z + X + | Kết quả: đại bàng + sư tử + đại bàng dâu tây, Y + Z + X
Quy tắc: Z X * + | Z + * X | Z + X * | X Z * + | Kết quả: lê dâu tây sư tử blackberry * +, Z X * +
Quy tắc: = + + Z X | X Z + = | + = Z + X | = + X Z + | Kết quả: = + + chuột cá mập hải cẩu, = + + Z X
Quy tắc: * Z Y + | * + Z Y | Z + Y * | Z Y + * | Kết quả: sư tử trâu + *, Z Y + *
Quy tắc: + X * | * + X | * X + | + * X X | Kết quả: + * con dấu chuột, + * X X
Quy tắc: * * Y X | Y * X * | * Y * X | * X * Y | Kết quả: * blackberry * táo chuối, * X * Y
Quy tắc: Y Z X * = + | X = * + Y Z | * Z X = Y + | X + * Y Z = | Kết quả: con dấu = * + cá mập trâu, X = * + Y Z
Quy tắc: X * = | = X * | X X * = | * X = | Kết quả: dưa hấu dưa hấu * =, X X * =
Quy tắc: X Z * = | * X = Z | X * = Z | Z = Z * X | Kết quả: dâu ngựa vằn = dâu ngựa vằn * chuối, Z = Z * X
Quy tắc: Z - X + | X + Z - | - Z X + | X - Z + | Kết quả: sư tử - cá mập chuối +, Z - X +
Quy tắc: Z X Z * * | X * Z * | * Z X * | X * * Z | Kết quả: rắn hổ mang voi rắn hổ mang * *, Z X Z * *
Quy tắc: Y = + X + | X Y = + X + | X Y = + | + X + = Y | Kết quả: sư tử ngựa vằn đào dâu đen = + sư tử ngựa vằn +, X Y = + X +
Quy tắc: + Z + Y - | + Y - Z + | + Y Z - + | Y + - Z + | Kết quả: + cá mập đại bàng - +, + Y Z - +
Quy tắc: = - + X Z | = Z + X - | X = Z - + | X + - Z = | Kết quả: sư tử sư tử = chuột - +, X = Z - +
Quy tắc: = X - Z | X Z - = | X Z - = | = - X Z | Kết quả: = cá mập - rắn hổ mang, = X - Z
Quy tắc: X Z + = + | + = + Z X | X Z = + | Z + = X Z + | Kết quả: cò + = cò dưa hấu +, Z + = X Z +
Quy tắc: + * * X Y | Y X + * * | X + Y * * | * X +* Y | Kết quả: rắn hổ mang táo chuối + * *, Y X + * *
Quy tắc: Z X * Z + - | + - X * Z | Z X - + * | Z + * - X | Kết quả: ngựa sư tử dâu tây * ngựa sư tử + -, Z X * Z + -
Quy tắc: X Z * + = | Z X + = * | Z + X = * | Z X = * + | Kết quả: lê táo + = *, Z X + = *
Quy tắc: Y X X + * | * Y X + | * + X Y | * X + Y | Kết quả: chuột blackberry + *, Y X X + *
Quy tắc: + + Z | + + Z | + + Z | + + Z | Kết quả: + + đại bàng chuối đại bàng, + + Z Z
Quy tắc: X Z = * * | Z * * = X | = X * Z * | Z = X * * | Kết quả: chuối * * = sư tử cò, Z * * = X
Quy tắc: Z Y - + | - + Y Z | - Y + Z | Z - + Y | Kết quả: trâu nho - +, Z Y - +
Quy tắc: - X = Z | - = X Z | Z = - X | Z X = - | Kết quả: rắn hổ mang = - dâu đen việt quất, Z = - X
Quy tắc: * = X Z * | X * Z = * | = X * * X Z | X * * = Z | Kết quả: = chuột cò * * rắn hổ mang cá voi cò, = X * * X Z
Quy tắc: Y * - = Z | - = Z * Y | * Z = - Z Y | - = * Z Y | Kết quả: * kiwi = - đào kiwi, * Z = - Z Y
Quy tắc: Z Y X + + | + Y Z X + | Z + Y + X | + Y X + Z | Kết quả: + cá voi chim cánh cụt blackberry lê +, + Y Z X +
Quy tắc: * * Y Y | * * Y | * Y * | * * Y | Kết quả: * * đại bàng dưa hấu đại bàng dưa hấu, * * Y Y
Quy tắc: X - Z * | * X Z - | X Z * - | Z * - X | Kết quả: ngựa sư tử * - chuối, Z * - X
Quy tắc: X - - - + Y | + - X - Y | - Y X + - | + X Y - - | Kết quả: đại bàng ngựa - - - + đào, X - - - + Y
Quy tắc: = X + Y Z | + = Z X Y | = + X Z Y | + Z Y = X | Kết quả: = + cá mập sư tử dâu đen cá mập mập dâu tây, = + X Z Y
Quy tắc: * Z * | * * Z Z | Z * * | Z * * | Kết quả: * * chuối lê lê chuối, * * Z Z
Quy tắc: Z + * X | + X * Z X | Z * + X | Z * X + | Kết quả: + ngựa vằn * ngựa vằn cá voi kiwi, + X * Z X
Quy tắc: + - Z X | X - X Z + | - X + Z | - Z + X | Kết quả: kiwi nho - kiwi nho +, X - X Z +
Quy tắc: + - X Y | + - Y X | Y - X + X | - X + Y | Kết quả: chuối - chuột cá mập + chuột cá mập, Y - X + X
Quy tắc: Z X * Y * | Y * X Z * | Y X * Z * | Z * * X Y | Kết quả: cá mập * * * việt quất trâu, Z * * X Y
Quy tắc: = Y = + | = = + Y | = + Y = Y | + = Y = | Kết quả: = + chuột việt quất = chuột việt quất chuột việt quất, = + Y = Y
Quy tắc: + Z X = + | X + Z = + | + X + Z = | = Z + X | Kết quả: = rắn hổ mang + + táo, = Z + + X
Quy tắc: = = Y X | = Y X = | = Y X X | X Y = = | Kết quả: = = rắn hổ mang táo kiwi rắn hổ mang kiwi, = = Y X X
Quy tắc: - + - Z Y | Z - - Y + | Y + - - Z | + Z Y - - | Kết quả: cò + - - chuột, Y + - - Z
Quy tắc: - X Y - | - Y - X | X - Y - | - X - Y | Kết quả: - nho ngựa - ngựa việt quất, - X - Y
Quy tắc: Z - Y = + X | + - Y Z X = | Z = Y - + X | - Y + X Z = | Kết quả: chuối = sư tử - + con dấu, Z = Y - + X
Quy tắc: Z * = Z Z | = * Z | = Z * | Z = * | Kết quả: chuột * = chuột, Z * = Z Z
Quy tắc: X = - Z * | - Z X Z * = | X Z = * - | = Z * X - | Kết quả: - đào táo đào * =, - Z X Z * =
Quy tắc: - + X Z = | - Z = X + | Z X + - = | - Z = Z X + | Kết quả: - cá mập = cá voi chim cánh cụt cá mập +, - Z = Z X +
Quy tắc: Z X + = | X = + Z X | Z X = + | = Z + X | Kết quả: cá voi đào = + cá voi ngựa vằn đào đào, X = + Z X
Quy tắc: X * Z = | Z X * = | * = Z X | * Z X = | Kết quả: * = dưa hấu việt quất, * = Z X
Quy tắc: + * Y X | X * + Y | Y * + X | * Y X + | Kết quả: + * táo chuột hải cẩu, + * Y X
Quy tắc: + + Y X | Y + X | + X Y + | X Y + | X Y + X | Kết quả: blackberry eagle blackberry + + blackberry, X Y + + X
