source,target
Rules: * + X Y | + X * Y | * Y + X X | Y X * + | Result: * apple kiwi + pear seal pear seal,* Y + X X
Rules: * X - - Z | X - Z - * | - Z - Z X * | * X - - Z | Result: - blueberry banana - blueberry banana banana *,- Z - Z X *
Rules: = = X Y = | = = Y X = | = Y = = X | = = Y = X | Result: = = cobra seal = watermelon,= = Y = X
Rules: = Y = | = = Y Y | Y = = | Y = = | Result: = = eagle eagle,= = Y Y
Rules: X = - Z | = - Z X | Z = X - | = - X Z | Result: = - peach whale,= - X Z
Rules: X Z * - - | - Z X * - | * Z - - X Z | Z - X * - | Result: * horse eagle - - stork horse eagle,* Z - - X Z
Rules: = Y + Z | Z + Y = | Z = Y + | Z Y Z = + | Result: strawberry watermelon grape kiwi strawberry watermelon = +,Z Y Z = +
Rules: Z + * Y = | + Y = * Z | Y Z = * + | + Y = Z * | Result: + seal = * buffalo,+ Y = * Z
Rules: + Y Z + | + Z + Y | Z Y + + | + + Z Y | Result: watermelon shark eagle + +,Z Y + +
Rules: + + Y Z * | + * + Z Y | + * + Z Y | * + Y Z + | Result: * + buffalo kiwi horse shark +,* + Y Z +
Rules: * * Z Y | Z * Y * | * * Y Y Z | Z * * Y | Result: * * strawberry eagle strawberry eagle buffalo horse,* * Y Y Z
Rules: Y X - + | X + - Y | Y - + X | X Y - X + | Result: buffalo penguin stork - buffalo +,X Y - X +
Rules: Z * - Y | - Y * Z | Y - * Z | * - Z Y | Result: * - blueberry strawberry,* - Z Y
Rules: X = + + Z | + X Z + = | X + = Z + | + X + = Z | Result: + apple + = grape,+ X + = Z
Rules: * Y + + | + Y + * Y | Y * + + | + * + Y | Result: + apple grape + * apple grape,+ Y + * Y
Rules: = X * - Y | Y * X = X - | = Y - X * | - * Y = X | Result: cobra seal * blueberry lion = blueberry lion -,Y * X = X -
Rules: + * Y Z * | + * Y Z * | + Z Y * * | Y * + * Z | Result: + lion grape shark watermelon * *,+ Z Y * *
Rules: Y = + X = | + = Y = X | + X Y = = | X + = = Y | Result: buffalo + = = pear peach,X + = = Y
Rules: X Y * = | = * X Y | X = * Y | = * Y X | Result: apple = * horse shark,X = * Y
Rules: + X = * | X = + X * X | = X + * | = * X + | Result: stork watermelon = + stork watermelon * stork watermelon,X = + X * X
Rules: Z + * Y + | Y + Z + * | + * + Y Z | + Z * + Y | Result: + kiwi shark * + apple,+ Z * + Y
Rules: - Z Z Y - - | - Z Y - - | - - Y - Z | Y Z - - - | Result: - watermelon cobra watermelon cobra apple horse - -,- Z Z Y - -
Rules: Y + + X = | Y = + + X | = + + X Y | + Y X + = | Result: stork seal = + + watermelon kiwi,Y = + + X
Rules: X - Y Y - | - X - Y | - Y - X | X - - Y | Result: grape horse - buffalo buffalo -,X - Y Y -
Rules: X + - Z | X + - Z | - + X Z | + - Z X | Result: blueberry + - peach grape,X + - Z
Rules: X * X * = | = * X * | = * X * | X * * = | Result: shark * shark * =,X * X * =
Rules: = - X Y | Y X = - | Y X = - | = - Y X | Result: = - blackberry zebra strawberry,= - X Y
Rules: + Z Y + | + Z Y + | Y + Z + | Z + Z + Y | Result: strawberry banana + strawberry banana + blueberry,Z + Z + Y
Rules: - Y Z * | Y Y - Z * | Z - Y * | Y - * Z | Result: blackberry blackberry - grape *,Y Y - Z *
Rules: Y = Z * | = Z Z * Y | * Z Y = | Y Z * = | Result: = eagle buffalo eagle buffalo * zebra eagle,= Z Z * Y
Rules: Y = Z - | Z Y - = | = Y - Z | = Z - Y | Result: = blackberry watermelon - pear,= Z - Y
Rules: - * Z | - Z * | Z * - Z | * - Z | Result: pear whale * - pear whale,Z * - Z
Rules: - * + Y Z | * + Y - Z | * - Y + Z | Y + * Z - | Result: * - cobra whale + cobra,* - Y + Z
Rules: Z - * - | * Z Z - - Z | - * - Z | * Z - - | Result: * horse lion horse lion - - horse lion,* Z Z - - Z
Rules: * = - Z Y | - Y * Z = | - Z * Y = | = * Y - Z | Result: * = - grape pear grape,* = - Z Y
Rules: = * Y * X | * * X = Y | X Y = * * | * Y = X X * | Result: * zebra stork = buffalo banana buffalo banana *,* Y = X X *
Rules: * X - - | - X * - | - X - X * | - X - * | Result: - zebra horse - zebra horse *,- X - X *
Rules: X Z - - X = | = - X - Z | Z = - X - | - X - Z = | Result: watermelon lion shark lion - - watermelon lion =,X Z - - X =
Rules: * - Y Z | - Z Y * | * - Y Z | * Z - Y | Result: * blackberry buffalo - penguin,* Z - Y
Rules: + * Y Z | * + Y Z | Z Y + * | Y * Z + | Result: + * apple buffalo zebra,+ * Y Z
Rules: X + + Y Z | Z + X + Y | Z + X + Y | + + Z Y X | Result: watermelon watermelon + shark eagle + strawberry,Z + X + Y
Rules: - Z - Z | Z - - | Z - - | Z - - | Result: - eagle - eagle,- Z - Z
Rules: - Z - + Y | + Z Y - - | - Y Z - + | Y + - Z - Y | Result: grape + - cobra - grape,Y + - Z - Y
Rules: X + Y = | + = X Y | + = Y X | Y + = X Y | Result: strawberry grape + = shark lion strawberry grape,Y + = X Y
Rules: * Y * | Y * * | Y * * Y | * * Y | Result: watermelon * * watermelon,Y * * Y
Rules: Z * = Z | = * Z | * Z = | * = Z | Result: banana apple * = banana apple,Z * = Z
Rules: X * * Y | Y X * * | * Y * X | * * Y X | Result: * peach zebra * eagle,* Y * X
Rules: Z = X * = | * Z X = = | = Z * X = | * = = Z X | Result: * = = blackberry pear horse banana,* = = Z X
Rules: * * X + Z | * * X Z + | * X Z * + | + * X Z * Z | Result: + * lion lion * lion,+ * X Z * Z
Rules: Z - * Y | Z * - Y | - * Z Y | Y - * Z | Result: blackberry pear * - penguin whale,Z * - Y
Rules: + Y - Y X = | = - X Y + | Y + - = X | Y + = X - | Result: + pear - pear banana strawberry =,+ Y - Y X =
Rules: = - = Y X Z | Y Z X = = - | Z = - = X Y | = X = Y Z - | Result: penguin watermelon shark stork blackberry = = -,Y Z X = = -
Rules: Z + Y * X | + X Y * Z | X Y Z * + | Z X Y + * | Result: + whale whale buffalo * strawberry strawberry,+ X Y * Z
Rules: + * = Z X | Z X * = Z + | = Z X * + | = + X * Z | Result: grape watermelon shark * = grape watermelon +,Z X * = Z +
Rules: + Y Z * X | * Y + Z X | + Z * Y X | + Z X Y * | Result: + grape zebra blackberry *,+ Z X Y *
Rules: Z + Z * X | Z + * X | X + Z * | Z + X * | Result: kiwi apple + kiwi apple * lion,Z + Z * X
Rules: = + + Y | + Y = + Y Y | Y + = + | + Y + = | Result: + shark apple = + shark apple shark apple,+ Y = + Y Y
Rules: Y = = Z | = Z Z Y = | Y = Z = | Y = = Z | Result: = banana seal banana seal whale =,= Z Z Y =
Rules: - Y Z Y * | Y * - Z | - Z * Y | Y Z - * | Result: - pear watermelon pear *,- Y Z Y *
Rules: Z + Z X * | X Z * + | * Z X + | X + * Z | Result: banana rat + banana rat banana *,Z + Z X *
Rules: Y + + X + | + Y + + X | + X + Y + | + Y + + Y X | Result: + peach buffalo + + peach buffalo blueberry,+ Y + + Y X
Rules: = X - Z Y | Z - Y X = | - Z Y = X | = Z X Y - | Result: - buffalo pear zebra = zebra blackberry,- Z Y = X
Rules: Z - = = X | = = X - Z | - Z X = Z = | = = X Z - | Result: - rat watermelon watermelon pear = rat watermelon =,- Z X = Z =
Rules: Z Y Y * + | Z * Y + | Z Y + * | Z * + Y | Result: apple whale whale * +,Z Y Y * +
Rules: - Y = + | Y = - Y + | = Y + - | Y = - + | Result: eagle = - eagle +,Y = - Y +
Rules: Y = * - | * = - Y Y | Y = - * | - = Y * | Result: * = - cobra banana cobra banana,* = - Y Y
Rules: + = X Y | Y = X + | Y X = + Y | Y X + = | Result: strawberry horse blueberry = + strawberry,Y X = + Y
Rules: Z + = + | + Z + = | + = + Z | + Z = + Z | Result: + seal strawberry = + seal strawberry,+ Z = + Z
Rules: Y + Z * X | Z * X + Y | Z + X Y * | X * Z + Y | Result: peach + grape kiwi *,Z + X Y *
Rules: X Z * * = | X * * X Z = | * X Z * = | X * Z * = | Result: lion * * lion horse banana =,X * * X Z =
Rules: Z + + * X | * X Z + + | + + * Z X | X + * Z + | Result: + + * pear whale zebra,+ + * Z X
Rules: - + Y - Z | Z Y + - - | Y + - Z - | + - Z Y Y - | Result: + - cobra peach peach -,+ - Z Y Y -
Rules: - Z - | - Z - | - - Z | - Z Z - Z | Result: - strawberry strawberry - strawberry,- Z Z - Z
Rules: = Y * X | X * Y = | Y X = * | X Y = * | Result: kiwi whale cobra eagle = *,X Y = *
Rules: * = Y Z * | Y = Z Y * * | Z * Y * = | = * Y Z * | Result: shark = kiwi shark * *,Y = Z Y * *
Rules: * Y Z + | Y * + Z | * Y Z + | Y Z * + | Result: * cobra kiwi +,* Y Z +
Rules: Y X - * | * X Y - | X - X * Y | - X * Y | Result: blueberry grape - blueberry grape * buffalo apple,X - X * Y
Rules: X * Z = Y | * = X Z Y | X = Y Z * | X = Z * Y | Result: eagle apple * blackberry rat = blueberry,X * Z = Y
Rules: Z Y * = - | = * - Y Z | Z - * Y = | Z - Y * = | Result: kiwi - pear blackberry * =,Z - Y * =
Rules: - * X Y | X * Y - | X * Y - | - X Y * | Result: - * buffalo eagle,- * X Y
Rules: + Y * | * Y + | Y + * Y | + Y * | Result: blackberry strawberry + * blackberry strawberry,Y + * Y
Rules: - Z - + | Z + - - | Z - Z + - | Z + - - | Result: kiwi apple - kiwi apple + -,Z - Z + -
Rules: + = + Y X | = + + X Y | = + Y + X | + = X X + Y | Result: + = whale whale + stork,+ = X X + Y
Rules: Z = Y * = X | Z = Y = * X | * = X Y = Z | X Z Y = * = | Result: grape watermelon blueberry eagle horse watermelon = * =,X Z Y = * =
Rules: * * X | * X X * | * X * | * X * | Result: * cobra cobra *,* X X *
Rules: - Y Z + | - + Z Y | Z + Y - | Z + Y - | Result: kiwi shark + lion -,Z + Y -
Rules: * - X = | - * X = | X X = - * X | = X - * | Result: pear pear = - * pear,X X = - * X
Rules: Y = * Z + | Z Y * = + | Y * Z = + | Y + Z * = | Result: banana + banana * =,Y + Z * =
Rules: X - X = - Y | = X - Y - | Y - - = X | - Y = - X | Result: zebra - zebra = - pear,X - X = - Y
Rules: X - * - | - - X * | - * X - | X * - X X - | Result: rat * - rat rat -,X * - X X -
Rules: - - Y * Z | Z * - Y - | - * Y Z - | Z Y Y - - * | Result: stork horse horse - - *,Z Y Y - - *
Rules: Z Y * Z = | Y = * Z | Z Y * = | Y * = Z | Result: strawberry apple grape * strawberry =,Z Y * Z =
Rules: = - Z Y + | + - Y Z = | = + Y Z - | + - Z Y = | Result: = - blueberry blueberry +,= - Z Y +
Rules: + * X X + Z | Z * + X + | X + Z * + | X + Z * + | Result: + * grape peach grape peach + buffalo,+ * X X + Z
Rules: X Y + * | + X * Y | Y X + * | X Y + Y * | Result: pear watermelon banana rat + banana rat *,X Y + Y *
Rules: = + Y | = + Y | = Y + Y | + = Y | Result: = blackberry + blackberry,= Y + Y
Rules: + Z Y = | Z Y + = | Y Z + Y = | Z = Y + | Result: whale apple + whale =,Y Z + Y =
Rules: Y X + = - Z | + = X Y - Z | - X Y + Z = | - + = X Z Y | Result: peach kiwi + = - lion,Y X + = - Z
Rules: X - Z = - | Z X - = - | = - X Z - | - X - = Z | Result: peach whale - = -,Z X - = -
Rules: = - - X | = X - - | - = X X - | = X - - | Result: - = horse cobra horse cobra -,- = X X -
Rules: Y Y X + * = | * X Y + = | = * + X Y | X Y = * + | Result: cobra lion cobra lion eagle + * =,Y Y X + * =
Rules: - Y Z + = | + - = Z Y | = + Y - Z Y | + Z Y = - | Result: = + seal whale - whale seal whale,= + Y - Z Y
Rules: * Z Y X + * | + * * X Y Z | * X Y * Z + | X * Y Z * + | Result: + * * whale eagle kiwi shark grape blueberry,+ * * X Y Z
Rules: X Y - + | + X - Y | - Y X + | - Y + X | Result: - seal horse +,- Y X +
Rules: * + X + Z | + * X Z Z + | * X Z + + | X + * Z + | Result: + * whale blueberry lion watermelon lion watermelon +,+ * X Z Z +
Rules: = * X * | * X = * | * X = * | X * * = X | Result: pear * * = pear,X * * = X
Rules: * X + Y | Y * + X | * + X Y | * X Y + | Result: * eagle + grape horse,* X + Y
Rules: = Y * + Z | * = Y + Z | * Y + Z = | = + Y Z * | Result: = cobra * + cobra blueberry,= Y * + Z
Rules: + = = Z Z | = = + Z | + Z = = | = + Z = | Result: + = = peach peach,+ = = Z Z
Rules: - * Z X | - * Z X | * X Z - | Z * X - | Result: - * penguin watermelon strawberry penguin,- * Z X
Rules: = = Y + X | + Y = = X | X = Y = + | Y + = Y = X | Result: whale + = whale = penguin,Y + = Y = X
Rules: X = = = | = = X = | = X = = | = X = X = X | Result: = pear blackberry = pear blackberry = pear blackberry,= X = X = X
Rules: = - Z Y = | Z = = - Y | Z = - = Y | = - Z Y = | Result: = - seal stork banana =,= - Z Y =
Rules: * Z - | * Z - | * Z - | Z Z - * | Result: buffalo penguin buffalo penguin - *,Z Z - *
Rules: = * X Y = | X = = * Y | = = X * Y | = Y = X * | Result: = * blueberry buffalo =,= * X Y =
Rules: - = Y X | Y = - X | = - X Y | - X = Y | Result: = - apple lion shark,= - X Y
Rules: = Z - X | X - Z = | X - Z Z = | = X - Z | Result: shark - pear apple pear apple =,X - Z Z =
Rules: + + Y X Z + | + X Z + Y + | X + Z + + Y | X + Y + + Z | Result: + + cobra buffalo watermelon blueberry +,+ + Y X Z +
Rules: + Z Y = + | = + + Y Z | = + Y + Z | Y + = + Z | Result: = + + lion pear watermelon,= + + Y Z
Rules: * X * + Z | * Z * X + | Z X * * + | Z * + * X | Result: apple lion * * +,Z X * * +
Rules: Z X - X * | Z * - X | X Z - * | * - X Z | Result: peach buffalo - buffalo *,Z X - X *
Rules: Y * + Z X - | + Y Z X - * | - * X + Z Y | + - Z X Y * | Result: + pear grape zebra apple whale apple - *,+ Y Z X - *
Rules: * Y = - Z | * Y Z = - | - * = Y Z | - * Y Z = | Result: * blueberry strawberry = -,* Y Z = -
Rules: * + Z Z Y | Y * + Z | * + Z Y | Y Z * + | Result: * + zebra banana zebra banana apple stork,* + Z Z Y
Rules: + X Z * | Z * X + | X * Z + | X * Z + | Result: blueberry blackberry * cobra +,Z * X +
Rules: Y * = - | Y = - * | * Y - = | Y - = Y * | Result: watermelon - = watermelon *,Y - = Y *
Rules: X - = - Y | X - Y - = | X - - = Y | Y - = X - | Result: grape - = kiwi grape -,Y - = X -
Rules: Z + X + Y | + + X Z Y | Y + X + Z | X Y Z + + | Result: lion + seal grape + eagle lion,Y + X + Z
Rules: Z + X = + | + + = Z X | X Z + = + | = Z + X + | Result: + + = seal zebra apple,+ + = Z X
Rules: X Y * + * | * + X * Y | Y * X + * | * Y Y * X + | Result: * shark eagle shark eagle * banana blueberry +,* Y Y * X +
Rules: * X - | - * X | - * X | X * X - | Result: rat * rat -,X * X -
Rules: + Y - * X | * X + X Y - | Y + - X * | + X Y * - | Result: * shark + shark shark -,* X + X Y -
Rules: Y = Z + = | = Y + = Z | Z Y = = + | Y Z + = = | Result: zebra penguin pear + = =,Y Z + = =
Rules: X = Z = = Y | Y = = X = Z | = Z X = Y = | Z = = Y = X | Result: = seal zebra watermelon penguin = seal peach =,= Z X = Y =
Rules: = Y X - | = X Y - | Y = - X | X = Y - | Result: = whale blackberry seal -,= X Y -
Rules: * + Y - | + Y * Y - | - + Y * | - + Y * | Result: + peach blueberry * peach blueberry -,+ Y * Y -
Rules: = + X = Y | X + Y = = | = + = X Y | Y X = = + | Result: eagle stork + cobra = =,X + Y = =
Rules: Z * X - | X Z * - | * X Z - | * Z - X X | Result: * buffalo banana - pear grape pear grape,* Z - X X
Rules: + X Y * | Y * + X | Y X + * | X * Y + | Result: strawberry eagle * + watermelon strawberry,Y * + X
Rules: * - Z Z X | Z - X * | * X Z - | * X - Z | Result: * - eagle eagle whale,* - Z Z X
Rules: Y = + - Z | + - Z Y = | = Z Y + - | Y + Z = - | Result: = zebra pear blackberry + -,= Z Y + -
Rules: + X - Z * | * X + - Z | * + X - Z | X + Z * - | Result: lion + seal * -,X + Z * -
Rules: * Z = X Y = | * = X Z Y = | Y * = Z X = | * Z Y = X = | Result: * watermelon whale = strawberry zebra kiwi =,* Z = X Y =
Rules: * - = Y | - Y = Y Y * | = - Y * | Y - * = | Result: - apple penguin = apple penguin apple penguin *,- Y = Y Y *
Rules: = X + Z * Y | * + Z X = Y | Z X Y * = + | = Y X * + Z | Result: = stork penguin * + peach,= Y X * + Z
Rules: + X Y = = | X = Y + = | + = = X Y | + Y = = X | Result: + = = rat apple banana whale,+ = = X Y
Rules: - Y * X | * X Y - | - * X Y | X - * Y | Result: * eagle strawberry blueberry -,* X Y -
Rules: * + X Y = | = * X + Y | * X = Y + | * + Y = X | Result: * + peach = rat,* + Y = X
Rules: Z + = = X | X Z = = + Z | = X + Z = | = X Z = + | Result: banana kiwi penguin = = + kiwi penguin,X Z = = + Z
Rules: - Z X - - | X - Z - - Z | X - Z - - | Z - - X - | Result: pear - cobra strawberry - - cobra strawberry,X - Z - - Z
Rules: Z * X = | = * X Z | = * X Z Z | Z = X * | Result: = * penguin cobra penguin pear penguin pear,= * X Z Z
Rules: * Y = | = Y * | * = Y | Y Y * = | Result: eagle peach eagle peach * =,Y Y * =
Rules: + Y - * X | + - X Y * | Y * + - X | Y X + * - | Result: + lion zebra - * stork pear,+ Y - * X
Rules: = Z X * | = X Z * Z | X * = Z | X = * Z | Result: = pear blueberry cobra * cobra,= X Z * Z
Rules: * Z X Y - | * Z Y - X | - Y X * Z | Y Z X * - | Result: cobra peach zebra rat kiwi * -,Y Z X * -
Rules: + Z + Y | + + Y Z | + Z + Y | + + Y Z | Result: + rat + cobra,+ Z + Y
Rules: - + Z Y | Z Y - + | Z - Z Y + | Y - Z + | Result: horse grape - horse grape horse +,Z - Z Y +
Rules: + Z - X = | = X + - Z | + Z - = X | = X + - Z | Result: + grape peach - whale pear =,+ Z - X =
Rules: Y * Y - Z | Z * Y - | Y * Z - | Z Y - * | Result: pear * pear - horse,Y * Y - Z
Rules: * - Y Z | - * Z Y | Z - * Y | Z - * Y | Result: peach - * blueberry buffalo,Z - * Y
Rules: * X * = | * = X X * | = X * * | = * X * | Result: * = grape whale grape whale *,* = X X *
Rules: Z X - * - Y | Y - X Z - * | - * X Y Z - | * Z X - Y - | Result: buffalo - banana banana - *,Y - X Z - *
Rules: Z + Z = = | + Z = = | Z + = = | = + = Z | Result: whale + whale = =,Z + Z = =
Rules: + - = X Y | Y X - + = | = Y + - X | = X Y + Y - | Result: = rat cobra penguin + cobra penguin -,= X Y + Y -
Rules: + X Y = Z | = Z + Y X | X Z + = Y | + X = Z Y | Result: = banana + lion stork watermelon,= Z + Y X
Rules: Z * Y - * Z | * Y - * Z | * Y Z * - | * Z Y * - | Result: blueberry blackberry * cobra rat - * blueberry blackberry,Z * Y - * Z
Rules: * - X = Z | X * Z - = | X - = Z * | X * = - Z | Result: strawberry blueberry * whale seal - =,X * Z - =
Rules: = Z X + - | Z X + = Z - | - Z X = + | + - Z = X | Result: apple penguin + = apple -,Z X + = Z -
Rules: Y * = = | * = Y = | Y = * Y = Y | = * Y = | Result: eagle cobra = * eagle cobra = eagle cobra,Y = * Y = Y
Rules: X = - - | - = X - | - - = X | X - = - X | Result: blueberry - = - blueberry,X - = - X
Rules: X - Z + + | + - Z X + | + Z X - + Z | X Z - + + | Result: + blueberry buffalo whale - + blueberry buffalo,+ Z X - + Z
Rules: Z - * X Z | - * Z X | Z - * X | - Z * X | Result: penguin - * grape cobra penguin,Z - * X Z
Rules: Y = Z + | + Y = Z | + = Y Z | = + Y Z | Result: = + peach grape,= + Y Z
Rules: Y * Z + | Z + Y * | * + Z Y | Y + * Y Z | Result: cobra + * cobra eagle whale,Y + * Y Z
Rules: Z * = Y X - | X - Z Y * = | = Y Z - * X | * Y = Z - X | Result: strawberry lion * = kiwi grape -,Z * = Y X -
Rules: Z + - | - Z + Z | - Z + | Z + - | Result: - peach + peach,- Z + Z
Rules: - * Z Y X | Y X Z - * | Y Z * - X | Z Y X * - | Result: rat peach lion * - shark penguin,Y Z * - X
Rules: - Y Y - | - Y - | Y - - | - - Y | Result: - horse horse -,- Y Y -
Rules: Y Z + = + | Y + = Z + | Y Z + = + | Y Z = + + | Result: peach stork shark seal + = +,Y Z + = +
Rules: * - X | * - X | - X X * | * - X | Result: - peach peach *,- X X *
Rules: + * X Z | Z * X + X | Z * X + | Z X * + | Result: grape * shark shark + shark shark,Z * X + X
Rules: Y Z + + | + Y + Z | Z Y + + | + Z Y + | Result: + penguin blueberry +,+ Z Y +
Rules: X Z * - = | = - X * Z | - X * Z = | = X X - * Z | Result: = apple apple - * grape,= X X - * Z
Rules: - * X Z | X Z - * | * - Z X | X * Z - | Result: * - kiwi seal whale grape,* - Z X
Rules: + = - Z X | - Z = X + | - + Z X = | = - + X Z | Result: - + penguin eagle blackberry =,- + Z X =
Rules: * X * X | * * X | * * X | * * X | Result: * grape penguin * grape penguin,* X * X
Rules: Y - * * | Y Y - Y * * | * * Y - | * - Y * | Result: strawberry strawberry - strawberry * *,Y Y - Y * *
Rules: Y Y - Y = | - Y = | = Y - | Y = - | Result: penguin seal penguin seal - penguin seal =,Y Y - Y =
Rules: + Y + X | X + Y + | X Y X + + | + X Y + | Result: lion horse stork lion + +,X Y X + +
Rules: Z X + + X * | Z * + + X | X * + + Z | + X Z + * | Result: seal lion + + lion *,Z X + + X *
Rules: = Z + = | Z = = Z + | = = Z + | = + Z = | Result: buffalo = = buffalo +,Z = = Z +
Rules: - - X + Y | - X Y + - | Y + X - - | - - Y X + | Result: zebra + banana - -,Y + X - -
Rules: - + Y X | X - + Y | Y + X - | + Y X - | Result: + buffalo shark buffalo -,+ Y X -
Rules: * - X Y | Y * - X | Y - X * | X * Y - | Result: * - buffalo zebra grape,* - X Y
Rules: X Y * = Z | Z X = * Y | * X Y = Z | * X = Y Z | Result: * peach = zebra horse penguin,* X = Y Z
Rules: - Z = | Z = - | Z = - Z Z | = Z - | Result: blackberry = - blackberry blackberry,Z = - Z Z
Rules: - * - Y | - Y * - | - - Y Y * | - - * Y | Result: - - watermelon watermelon *,- - Y Y *
Rules: Y X - = | = X Y - | Y = X - | = - Y X | Result: = - apple peach banana,= - Y X
Rules: - * Y * X | * X - * Y | - * * X Y | - * Y * X | Result: - * peach * strawberry whale,- * Y * X
Rules: X X = Y * | Y X = * | * Y = X | * X Y = | Result: buffalo strawberry buffalo strawberry = banana *,X X = Y *
Rules: Y * Z = | * Y Z = Z | = Z * Y | Z = Y * | Result: * peach pear eagle banana = eagle banana,* Y Z = Z
Rules: Y = * * X Z | X Z = * Y * | * * Y X = Z | X * * Z = Y | Result: blueberry * * grape eagle = banana,X * * Z = Y
Rules: Z = + X + | Z = + + X | + X = Z + | = + + Z X | Result: watermelon rat = + apple +,Z = + X +
Rules: X + * Y | + X * Y | Y * + X | + Y * X | Result: zebra stork * + lion apple,Y * + X
Rules: = * + Z Y | = * Z Y + | = + Y Z * | * = Z Y + | Result: = * + watermelon eagle,= * + Z Y
Rules: - Y - X Y - | X - - - Y | X Y - - - | Y - - X - | Result: - cobra watermelon - blackberry cobra watermelon -,- Y - X Y -
Rules: = + X + | X = + + | X + = + | X + + X = | Result: zebra + + zebra =,X + + X =
Rules: - Z Y * - | - * Z - Y | - Z * Y - | * Y - Z - | Result: - blueberry banana rat * -,- Z Y * -
Rules: = + X Y | Y = X + | = Y X + | = + X Y | Result: = + seal pear penguin,= + X Y
Rules: + - X Y | - X + Y | Y - X + | + X Y - | Result: + grape zebra -,+ X Y -
Rules: - + X = Y | = X + Y - | X - Y + = | Y + = X - | Result: = strawberry + apple -,= X + Y -
Rules: = Y X + | X Y = + | Y = + X | = + Y X | Result: = + strawberry seal,= + Y X
Rules: + Y Z * + | Y + + * Z | + Y Z * + | Z + + * Y | Result: strawberry strawberry + + * blackberry,Z + + * Y
Rules: + - Y Z | + Y Y Z - | + - Z Y | Z - Y + | Result: + blackberry blackberry seal -,+ Y Y Z -
Rules: Z X - + = | + - = X Z | X = Z + - | - + Z = X | Result: - + watermelon watermelon = watermelon,- + Z = X
Rules: - Z X Y = * | = Y Z - * X | X * Y = - Z | X Y * - Z = | Result: - stork apple pear zebra = *,- Z X Y = *
Rules: - - Z X | Z X - - | Z - - X | Z X - Z - | Result: cobra rat rat zebra - cobra rat -,Z X - Z -
Rules: * = = Z X Y | * = Z = X Y | Y X = = * Z | Y Z = X * = | Result: blackberry strawberry = blackberry cobra * =,Y Z = X * =
Rules: + Z - * | Z * - + | Z Z * - + | + * - Z | Result: peach peach * - +,Z Z * - +
Rules: - Z = X Y | X - Y Z = | Y Z = X - | Z X = - Y | Result: eagle grape buffalo seal = - blueberry,Z X = - Y
Rules: - * Y X Z | Z Y * - X | Z Y * X - | X * - Y Z | Result: - * shark watermelon shark buffalo,- * Y X Z
Rules: X = * Z | Z = * X | X Z X * = | = X * Z | Result: peach blackberry watermelon peach * =,X Z X * =
Rules: Y - Z * Z * | Z - * * Y | Y * - * Z | Y * - Z * | Result: banana banana - shark rat * shark rat *,Y - Z * Z *
Rules: - Y X + Z | X + Z - Y | X Z + - Y | + Y Z X - | Result: - horse rat + shark kiwi,- Y X + Z
Rules: + Z + Z X + | + Z + + X | Z + X + + | X + + Z + | Result: + banana + banana stork +,+ Z + Z X +
Rules: Z * + = Y | = Y + Z * | = Z + Y * | * = Z + Y | Result: * = apple + blackberry eagle,* = Z + Y
Rules: = Y * X * | * = Y * X | * = * X Y | * * X Y = | Result: = strawberry * apple blueberry *,= Y * X *
Rules: + = Z Y | + = Z Y | Y Z + = | Y Z + = | Result: blackberry shark rat + =,Y Z + =
Rules: X = = Y + | = = + X Y | X = Y Y = + | Y + = = X | Result: horse penguin = kiwi kiwi = +,X = Y Y = +
Rules: + - Z Z | - Z + | Z + - | Z - + | Result: + - pear pear,+ - Z Z
Rules: + Z X - | Z - + X | + - Z X | - + Z X | Result: + zebra watermelon blueberry buffalo -,+ Z X -
Rules: Z - X Z - | - X - Z | - - X Z | X Z - - | Result: cobra - stork cobra -,Z - X Z -
Rules: Y + = + | + + Y = | + Y = + Y | Y + = + | Result: + blueberry shark = + blueberry shark,+ Y = + Y
Rules: * = Z X | Z * X = | = X * Z | * X Z = | Result: grape pear * strawberry =,Z * X =
Rules: X - - | - - X X | X - - | - X - | Result: - - whale whale,- - X X
Rules: X + + Z * | * + X + Z | * Z X + + | Z + X * Z + | Result: blackberry + pear * blackberry +,Z + X * Z +
Rules: * Z - | Z * - | - Z * | Z Z - * | Result: zebra zebra - *,Z Z - *
Rules: Z * * X + | * * + Z X | Z * + X * | * X Z * + | Result: zebra * + buffalo rat *,Z * + X *
Rules: Y - - * Z X | Z - Y * X - | * X - - Y Z | Y * Z X - - | Result: whale - watermelon kiwi * shark rat -,Z - Y * X -
Rules: Z X * - + | + - X Z * | X Z * + - | X + Z - Z * | Result: blackberry peach + apple - apple *,X + Z - Z *
Rules: = = Y - | Y = - = Y | = - = Y | - = Y = | Result: banana = - = banana,Y = - = Y
Rules: * X Z + X | X Z + * | * + X Z | Z * + X | Result: * cobra stork + cobra,* X Z + X
Rules: Y * * X | * Y * X | * * X Y | * * X Y | Result: * * penguin whale strawberry,* * X Y
Rules: Y X - = | X Y = - | X = Y - | Y X = - | Result: peach penguin = -,X Y = -
Rules: Z = X + | X = Z + | + = Z Z X | = X Z + | Result: + = kiwi kiwi blueberry,+ = Z Z X
Rules: Z X = = = | Z X = = = | = X Z = = | = = X Z = | Result: = shark peach cobra = =,= X Z = =
Rules: - = Y Y X | - = Y X | = - Y X | Y - X = | Result: - = grape peach grape peach banana penguin,- = Y Y X
Rules: - Y Y + | - + Y | + - Y | + - Y | Result: - penguin penguin +,- Y Y +
