question,target
"Chó yếu thì chó mềm.
Nếu con chó chậm thì con chó mạnh.
Nếu một con chó hạnh phúc thì con chó đó lớn.
Nếu chó lạnh thì chó có màu tím.
Nếu con chó có màu xanh thì con chó đó đã già.
Sự thật:
Con chó nhàm chán và yếu đuối.
Những điều sau đây có thể được xác định về con chó:",Con chó mềm mại.
"Nếu con chuột nhàm chán thì con chuột đó đã cũ.
Nếu con chuột đáng sợ và có màu đỏ thì con chuột đó mạnh.
Nếu chuột sạch thì chuột có màu xanh.
Chuột tốt thì chuột lạnh.
Chuột to thì chuột chậm.
Sự thật:
Chuột cũ và tốt.
Những điều sau đây có thể được xác định về chuột:",Con chuột bị lạnh.
"Nếu hoa hồng lớn thì hoa hồng thật đáng sợ.
Nếu hoa hồng nóng thì hoa hồng mềm.
Nếu một bông hồng xấu thì đóa hồng đó nhàm chán.
Nếu bông hồng có màu xanh và buồn thì đó là bông hồng hình tròn.
Nếu hoa hồng lạnh thì hoa hồng có màu tím.
Sự thật:
Bông hồng to và buồn.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng thật đáng sợ.
"Nếu cây anh túc yếu thì cây anh túc có hình tròn.
Nếu hoa anh túc buồn thì hoa anh túc có màu xanh.
Nếu cây anh túc lạnh thì cây anh túc sạch.
Nếu cây anh túc nhỏ thì cây anh túc có màu xanh.
Nếu cây anh túc già thì cây anh túc thông minh.
Sự thật:
Cây anh túc có màu đỏ và lạnh.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc sạch sẽ.
"Nếu Dan thông minh thì Dan còn trẻ.
Nếu Dan có màu tím hoặc xấu thì Dan lạnh.
Nếu Dan nóng bỏng và to lớn thì Dan tốt.
Nếu Dan đáng sợ thì Dan yếu.
Nếu Đan sạch hoặc xanh thì Đan tròn.
Sự thật:
Đan xinh đẹp và thông minh.
Những điều sau đây có thể được xác định về Dan:",Đan còn trẻ.
"Nếu cây anh túc thông minh hoặc có màu tím thì cây anh túc có màu đỏ.
Nếu cây anh túc nhỏ và chậm chạp thì cây anh túc đang hạnh phúc.
Nếu cây anh túc khỏe và già thì cây anh túc còn trẻ.
Nếu cây anh túc có màu xanh thì cây anh túc thật nhàm chán.
Nếu cây anh túc buồn hay xấu thì cây anh túc tốt.
Sự thật:
Cây anh túc to lớn và thông minh.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc có màu đỏ.
"Nếu con nhím nhàm chán thì con nhím đã già.
Nếu con nhím vui vẻ hoặc xanh tươi thì con nhím lạnh lùng.
Nếu nhím có màu xanh hoặc tím thì nhím tốt.
Nếu nhím sạch sẽ thì nhím nóng.
Nếu nhím mềm hoặc yếu thì nhím nhanh.
Sự thật:
Con nhím thật nhàm chán và nhỏ bé.
Những điều sau đây có thể được xác định về con nhím:",Con nhím đã già.
"Nếu con gấu tròn và nóng thì con gấu đó có màu xanh.
Nếu con gấu nhàm chán nghĩa là con gấu chậm chạp.
Nếu con gấu mềm mại thì con gấu đó hạnh phúc.
Nếu một con gấu có màu tím và thông minh thì con gấu đó thật đáng sợ.
Nếu con gấu đẹp và có màu xanh thì con gấu đó to.
Sự thật:
Con gấu rất nhanh và mạnh mẽ.
Những điều sau đây có thể được xác định về con gấu:",Không có gì.
"Nếu anh túc mạnh thì anh túc có màu tím.
Nếu cây anh túc già và đẹp thì cây anh túc có hình tròn.
Nếu cây anh túc thông minh và sạch sẽ thì cây anh túc xấu.
Nếu một bông hoa anh túc chậm hay nhanh thì hoa anh túc sẽ nhàm chán.
Nếu cây anh túc mềm mại thì cây anh túc thật đáng sợ.
Sự thật:
Cây anh túc sạch sẽ và hạnh phúc.
Những điều sau đây có thể được xác định về cây anh túc:",Không có gì.
"Nếu hà mã nhàm chán và buồn bã thì hà mã mạnh mẽ.
Nếu hà mã vui vẻ và sợ hãi thì hà mã có hình tròn.
Nếu hà mã lạnh thì hà mã còn trẻ.
Nếu hà mã nhỏ hoặc chậm thì hà mã nhanh.
Nếu một con hà mã to lớn và thông minh thì đó là một con hà mã nóng tính.
Sự thật:
Con hà mã xấu và thông minh.
Những điều sau đây có thể được xác định về hà mã:",Hà mã rất nóng.
"Nếu sư tử tốt thì sư tử trong sạch.
Nếu sư tử chậm chạp thì sư tử mềm yếu.
Nếu sư tử còn trẻ hoặc khỏe mạnh thì sư tử lạnh lùng.
Nếu sư tử có màu đỏ hoặc tím thì sư tử to.
Nếu sư tử già và có màu xanh thì sư tử thông minh.
Sự thật:
Con sư tử nhỏ và trẻ.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử lạnh.
"Nếu con bò chậm thì con bò đó có màu đỏ.
Nếu con bò buồn thì con bò đó nhanh.
Nếu con bò nóng nảy và vui vẻ thì con bò đó đẹp.
Bò tốt thì bò lạnh.
Nếu con bò nhỏ và đáng sợ thì con bò đó có hình tròn.
Sự thật:
Con bò nóng và chậm.
Những điều sau đây có thể được xác định về con bò:",Con bò có màu đỏ.
"Nếu voi nóng thì voi còn non.
Nếu con voi thông minh thì con voi có màu xanh.
Nếu con voi đáng sợ hoặc yếu đuối thì con voi đó nhanh.
Nếu con voi tròn trịa hoặc già thì con voi chán.
Nếu con voi sạch sẽ và lạnh lẽo thì con voi xấu.
Sự thật:
Con voi thì yếu và mạnh.
Có thể xác định những điều sau đây về con voi:",Con voi rất nhanh.
"Nếu hoa hồng tròn hoặc lạnh lẽo thì đó là hoa hồng chậm chạp.
Nếu bông hồng có màu xanh thì bông hồng đó hạnh phúc.
Nếu một bông hồng buồn bã hay nhàm chán thì đó là bông hồng nhỏ.
Nếu hoa hồng xấu thì hoa hồng nhanh.
Nếu một bông hồng già hay đẹp thì đó là bông hồng mềm mại.
Sự thật:
Hoa hồng nhanh và lạnh.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng chậm chạp.
"Nếu bông hồng sạch thì bông hồng đó đẹp.
Nếu hoa hồng có màu tím hoặc chậm thì hoa hồng đó nhỏ.
Nếu một bông hồng đáng sợ thì đó là bông hồng xấu.
Nếu bông hồng yếu đuối và lạnh lẽo thì bông hồng đó buồn.
Nếu hoa hồng nhanh và đỏ thì hoa hồng nóng.
Sự thật:
Hoa hồng nóng bỏng và đáng sợ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng xấu quá.
"Nếu Alice nhanh thì Alice đẹp.
Nếu Alice có màu xanh lam hoặc sạch sẽ thì Alice yếu.
Nếu Alice mạnh mẽ thì Alice già.
Nếu Alice xấu và đáng sợ thì Alice tròn trịa.
Nếu Alice nhỏ bé và mềm yếu thì Alice buồn.
Sự thật:
Alice lạnh lùng và nóng bỏng.
Những điều sau đây có thể được xác định về Alice:",Không có gì.
"Nếu hoa hướng dương yếu đuối thì hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương có màu đỏ thì hoa hướng dương có màu xanh.
Nếu hoa hướng dương xấu hay nhanh thì hoa hướng dương còn non.
Nếu hoa hướng dương sạch thì hoa hướng dương nóng.
Nếu hoa hướng dương có màu xanh hoặc tròn thì hoa hướng dương mềm.
Sự thật:
Hoa hướng dương tròn và xanh.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương mềm mại.
"Nếu Frank yếu đuối hoặc nhàm chán thì Frank mềm yếu.
Nếu Frank đỏ và trẻ thì Frank tốt.
Nếu Frank hạnh phúc hay nhỏ bé thì Frank xinh đẹp.
Nếu Frank buồn thì Frank thông minh.
Nếu Frank nóng bỏng và mạnh mẽ thì Frank lại chậm chạp.
Sự thật:
Frank yếu đuối và xanh xao.
Những điều sau đây có thể được xác định về Frank:",Frank mềm yếu.
"Nếu con thỏ đẹp thì con thỏ đó có màu xanh.
Nếu con thỏ nóng nảy hoặc thông minh thì con thỏ đó sạch sẽ.
Nếu con thỏ có màu lạnh hoặc màu xanh lam thì con thỏ đó nhỏ.
Nếu con thỏ khỏe và trẻ thì con thỏ đó đã già.
Nếu con thỏ tròn thì con thỏ đó xấu.
Sự thật:
Con thỏ lạnh lùng và to lớn.
Những điều sau đây có thể được xác định về con thỏ:",Con thỏ thì nhỏ.
"Nếu anh túc buồn hay lạnh lùng thì anh túc là người mạnh mẽ.
Nếu cây anh túc nhỏ thì cây anh túc hạnh phúc.
Nếu anh túc mềm mại thì anh túc là nhàm chán.
Nếu cây anh túc nhanh thì cây anh túc yếu.
Nếu cây anh túc có màu xanh thì cây anh túc có màu tím.
Sự thật:
Cây anh túc hạnh phúc và màu tím.
Những điều sau đây có thể được xác định về cây anh túc:",Không có gì.
"Nếu hoa hồng nhỏ thì hoa hồng có màu đỏ.
Nếu một bông hồng lạnh lùng hay đẹp đẽ thì đó là bông hồng mềm mại.
Nếu một bông hồng già thì đó là bông hồng tốt.
Nếu một bông hồng sạch thì đó là bông hồng còn non.
Nếu hoa hồng to hoặc có màu tím thì hoa hồng đó buồn.
Sự thật:
Hoa hồng có màu tím và mạnh mẽ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng buồn lắm.
"Nếu hươu cao cổ thông minh thì hươu cao cổ có màu xanh.
Nếu hươu cao cổ sạch hoặc xấu thì hươu cao cổ nhàm chán.
Nếu hươu cao cổ đã già thì hươu cao cổ thật đáng sợ.
Nếu hươu cao cổ có màu đỏ thì hươu cao cổ đẹp.
Nếu hươu cao cổ lạnh hoặc ngoan thì hươu cao cổ còn non.
Sự thật:
Hươu cao cổ yếu đuối và lạnh lùng.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ còn trẻ.
"Nếu con chuột xanh và vui vẻ thì con chuột đó đã già.
Nếu chuột to hoặc yếu thì chuột tròn.
Nếu chuột nhàm chán hoặc có màu tím là chuột tốt.
Nếu chuột lạnh thì chuột có màu đỏ.
Chuột xấu hay sạch là chuột buồn.
Sự thật:
Chuột yếu và nhanh.
Những điều sau đây có thể được xác định về chuột:",Con chuột có hình tròn.
"Nếu hổ xanh và chậm chạp thì hổ xấu.
Nếu hổ lạnh hoặc già thì hổ tròn.
Hổ yếu thì hổ mềm.
Hổ lớn thì hổ còn nhỏ.
Nếu hổ vui tức là hổ nóng.
Sự thật:
Con hổ yếu và nhanh.
Những điều sau đây có thể được xác định về con hổ:",Con hổ mềm mại.
"Nếu Erin xấu hay đẹp thì Erin có màu tím.
Nếu Erin nhàm chán thì Erin còn trẻ.
Nếu Erin vui và buồn thì Erin đã già.
Nếu Erin thông minh và tròn trịa thì Erin xanh.
Nếu Erin có màu xanh và mềm thì Erin tốt.
Sự thật:
Erin thật đáng sợ và xanh xao.
Những điều sau đây có thể được xác định về Erin:",Không có gì.
"Nếu Erin già thì Erin yếu.
Nếu Erin dở và tốt thì Erin nhàm chán.
Nếu Erin có màu xanh lam hoặc đáng sợ thì Erin trong sạch.
Nếu Erin nhanh hay mạnh thì Erin to.
Nếu Erin thông minh thì Erin nóng bỏng.
Sự thật:
Erin đẹp và già.
Những điều sau đây có thể được xác định về Erin:",Erin yếu đuối.
"Nếu hươu cao cổ lạnh thì hươu cao cổ đang buồn.
Nếu hươu cao cổ trông đáng sợ và trẻ trung thì hươu cao cổ có màu xanh lam.
Nếu hươu cao cổ nhỏ hoặc có màu xanh lục thì hươu cao cổ có màu tím.
Nếu hươu cao cổ yếu đuối và sạch sẽ thì hươu cao cổ xấu.
Nếu hươu cao cổ tốt thì hươu cao cổ mạnh mẽ.
Sự thật:
Con hươu cao cổ mềm và tốt.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ rất mạnh mẽ.
"Nếu Bob yếu và có màu xanh lam thì Bob to lớn.
Nếu Bob nhỏ và có màu tím thì Bob thông minh.
Nếu Bob nóng bỏng thì Bob thật đáng sợ.
Nếu Bob vui thì Bob đỏ mặt.
Nếu Bob còn trẻ thì Bob tốt.
Sự thật:
Bob vừa nóng vừa xấu.
Những điều sau đây có thể được xác định về Bob:",Bob thật đáng sợ.
"Nếu chuột đẹp hoặc sạch thì chuột tròn.
Nếu chuột nhỏ thì chuột tốt.
Nếu chuột chậm là chuột già.
Nếu con chuột khôn và xấu thì con chuột đó lớn.
Nếu con chuột có màu xanh hoặc buồn thì con chuột đó có màu xanh.
Sự thật:
Chuột nhanh và chậm.
Những điều sau đây có thể được xác định về chuột:",Chuột đã cũ.
"Nếu Bob xanh xao và buồn bã thì Bob nhanh.
Nếu Bob nhàm chán thì Bob màu đỏ.
Nếu Bob tốt hay nhỏ thì Bob còn trẻ.
Nếu Bob sạch sẽ và to lớn thì Bob mạnh mẽ.
Nếu Bob xanh và thông minh thì Bob tròn trịa.
Sự thật:
Bob tròn trịa và đáng sợ.
Những điều sau đây có thể được xác định về Bob:",Không có gì.
"Nếu hoa hồng có màu xanh thì hoa hồng đó tốt.
Nếu hoa hồng còn non thì hoa hồng yếu.
Nếu bông hồng còn nhỏ thì đó là bông hồng già.
Nếu một bông hồng buồn chán hay hạnh phúc thì bông hồng đó đẹp.
Nếu hoa hồng nóng và tròn thì hoa hồng chậm.
Sự thật:
Hoa hồng hạnh phúc và xanh.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng thật đẹp.
"Nếu con gấu buồn thì con gấu đó chậm chạp.
Nếu một con gấu nhàm chán và đáng sợ thì con gấu đó có màu xanh.
Nếu con gấu nóng thì con gấu đó to.
Nếu con gấu vui vẻ và tốt bụng thì con gấu đó nhanh nhẹn.
Nếu con gấu thông minh thì con gấu đó yếu.
Sự thật:
Con gấu buồn và đỏ mặt.
Những điều sau đây có thể được xác định về con gấu:",Con gấu chậm chạp.
"Nếu con gấu có màu xanh thì con gấu đó đáng sợ.
Nếu con gấu có màu xanh và to thì con gấu đó nhanh.
Nếu con gấu đẹp thì con gấu lạnh lùng.
Nếu con gấu sạch thì con gấu đó có màu đỏ.
Nếu gấu chậm chạp hoặc có màu tím thì gấu còn non.
Sự thật:
Con gấu buồn và xinh đẹp.
Những điều sau đây có thể được xác định về con gấu:",Con gấu bị lạnh.
"Nếu con bò nóng nảy và vui vẻ thì con bò đó nhỏ.
Bò tốt thì bò yếu.
Nếu con bò có màu xanh hoặc còn non thì con bò đó nhanh.
Bò lạnh thì bò tròn.
Nếu con bò xấu hoặc có màu đỏ là con bò mềm.
Sự thật:
Con bò còn non và sạch sẽ.
Những điều sau đây có thể được xác định về con bò:",Con bò rất nhanh.
"Nếu cây yếu và nóng thì cây nhỏ.
Cây mềm thì cây còn non.
Cây khôn thì cây xấu.
Cây mà sạch thì cây đáng sợ.
Cây đẹp thì cây có màu xanh.
Sự thật:
Cây mềm và tốt.
Có thể xác định những điều sau đây về cây:",Cây còn non.
"Nếu sư tử có màu xanh hoặc tím thì sư tử rất đáng sợ.
Nếu sư tử nhanh thì sư tử xấu.
Nếu sư tử có màu đỏ và nhàm chán thì sư tử đó to.
Nếu sư tử buồn và sạch sẽ thì sư tử hạnh phúc.
Nếu sư tử còn trẻ thì sư tử chậm chạp.
Sự thật:
Con sư tử to và trẻ.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử chậm chạp.
"Nếu một con sư tử nóng bỏng và vui vẻ thì con sư tử đó lạnh lùng.
Nếu sư tử có màu xanh lam hoặc tròn thì sư tử có màu xanh lục.
Nếu con sư tử to hoặc chậm chạp thì con sư tử đó đẹp.
Nếu sư tử có màu đỏ thì sư tử đã già.
Nếu sư tử có màu tím hoặc xấu thì sư tử còn non.
Sự thật:
Con sư tử to và xanh.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử thật đẹp.
"Nếu hoa hồng mạnh mẽ thì hoa hồng có màu đỏ.
Nếu hoa hồng đẹp thì hoa hồng đó tốt.
Nếu bông hồng nhàm chán hay xấu xí thì đó là bông hồng còn non.
Nếu một bông hồng chậm chạp thì đó là bông hồng thông minh.
Nếu hoa hồng mềm hoặc nhanh thì hoa hồng đó nhỏ.
Sự thật:
Bông hồng đã già và hạnh phúc.
Những điều sau đây có thể được xác định về hoa hồng:",Không có gì.
"Nếu Bob thông minh hay mạnh mẽ thì Bob nhàm chán.
Nếu Bob già thì Bob buồn.
Nếu Bob tròn thì Bob màu đỏ.
Nếu Bob sạch sẽ thì Bob lạnh lùng.
Nếu Bob mềm mại thì Bob còn trẻ.
Sự thật:
Bob nhỏ nhắn và xinh đẹp.
Những điều sau đây có thể được xác định về Bob:",Không có gì.
"Nếu con bò có màu đỏ hoặc khỏe mạnh thì con bò đó hạnh phúc.
Nếu con bò sạch hoặc còn non thì con bò đó nhỏ.
Bò chậm thì bò to.
Nếu con bò mềm thì con bò già.
Bò đẹp thì bò lạnh.
Sự thật:
Con bò còn trẻ và hạnh phúc.
Những điều sau đây có thể được xác định về con bò:",Con bò thì nhỏ.
"Nếu Frank già và nhỏ thì Frank đẹp.
Nếu Frank tốt thì Frank mạnh.
Nếu Frank nóng tính thì Frank chậm chạp.
Nếu Frank màu xanh lá cây thì Frank màu tím.
Nếu Frank nhàm chán thì Frank yếu đuối.
Sự thật:
Frank nhàm chán và tròn trịa.
Những điều sau đây có thể được xác định về Frank:",Frank yếu đuối.
"Nếu cây anh túc yếu thì cây anh túc có màu xanh.
Nếu cây anh túc lạnh và có màu đỏ thì cây anh túc mềm.
Nếu một cây anh túc chậm rãi và vui vẻ thì đó là cây anh túc tốt.
Nếu một cây anh túc buồn và già thì đó là cây anh túc sạch sẽ.
Nếu hoa anh túc đẹp thì hoa anh túc nhỏ.
Sự thật:
Cây anh túc tròn và đẹp.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc nhỏ.
"Nếu cây anh túc nhanh thì cây anh túc có hình tròn.
Nếu một bông hoa anh túc đẹp thì hoa anh túc thật nhàm chán.
Nếu cây anh túc hạnh phúc và trẻ trung thì cây anh túc đã già.
Nếu cây anh túc nóng thì cây anh túc xấu.
Nếu cây anh túc mềm mại và chậm chạp thì cây anh túc có màu xanh.
Sự thật:
Cây anh túc nhanh và đỏ.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc có hình tròn.
"Nếu hoa hướng dương nhanh thì hoa hướng dương đẹp.
Nếu hoa hướng dương thông minh thì hoa hướng dương yếu đuối.
Nếu hoa hướng dương xấu hoặc nóng thì hoa hướng dương có màu xanh.
Nếu hoa hướng dương to thì hoa hướng dương có hình tròn.
Nếu hoa hướng dương mềm mại hay non nớt thì đó là hoa hướng dương buồn.
Sự thật:
Hoa hướng dương tròn và mềm mại.
Có thể xác định những điều sau đây về hoa hướng dương:",Hoa hướng dương buồn.
"Nếu con sóc hạnh phúc thì con sóc đó còn trẻ.
Nếu con sóc nhỏ hoặc đáng sợ thì con sóc đó có hình tròn.
Nếu con sóc đẹp hoặc có màu tím thì con sóc đó nhàm chán.
Nếu con sóc yếu hoặc chậm chạp thì con sóc đó có màu xanh.
Nếu sóc lạnh thì sóc buồn.
Sự thật:
Con sóc hạnh phúc và mạnh mẽ.
Những điều sau đây có thể được xác định về con sóc:",Con sóc còn trẻ.
"Nếu con gấu tròn trịa hoặc thông minh thì con gấu đó có màu tím.
Nếu gấu buồn và đỏ mặt thì gấu còn nhỏ.
Nếu con gấu nhỏ và nóng thì con gấu đó có màu xanh.
Nếu con gấu nhanh hay yếu thì con gấu mạnh.
Nếu con gấu to hoặc lạnh lùng thì con gấu đó tốt.
Sự thật:
Con gấu thông minh và tốt bụng.
Những điều sau đây có thể được xác định về con gấu:",Con gấu có màu tím.
"Nếu cây chậm và sạch thì cây đó tốt.
Nếu cây nhanh và tròn thì cây đó già.
Nếu cây có màu đỏ hoặc nhỏ thì cây mềm.
Nếu một cái cây đáng sợ hay nhàm chán thì đó là cái cây mạnh mẽ.
Nếu cây còn xanh thì cây còn non.
Sự thật:
Cây có màu đỏ và nhỏ.
Có thể xác định những điều sau đây về cây:",Cây mềm.
"Nếu bồ công anh có màu xanh hoặc hạnh phúc thì bồ công anh có màu đỏ.
Nếu bồ công anh lạnh và mềm thì bồ công anh sạch.
Nếu bồ công anh buồn thì bồ công anh đáng sợ.
Nếu bồ công anh tròn hay đẹp thì bồ công anh đã già.
Nếu bồ công anh to thì bồ công anh yếu.
Sự thật:
Cây bồ công anh to và xanh.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh yếu đuối.
"Nếu nhím to và già thì nhím có màu xanh.
Nếu nhím buồn thì nhím đáng sợ.
Nếu nhím tốt thì nhím sẽ vui.
Nếu nhím nhanh nhẹn và nhàm chán thì nhím có màu tím.
Nếu con nhím có màu xanh thì con nhím yếu.
Sự thật:
Con nhím tròn và tốt.
Những điều sau đây có thể được xác định về con nhím:",Con nhím đang hạnh phúc.
"Nếu hoa hồng có màu đỏ và chậm chạp thì hoa hồng đó mềm mại.
Nếu một bông hồng mạnh mẽ hay buồn bã thì đó là bông hồng tốt.
Nếu hoa hồng đẹp hay già thì hoa hồng có màu tím.
Nếu hoa hồng có màu xanh thì hoa hồng còn non.
Nếu hoa hồng to thì hoa hồng yếu.
Sự thật:
Hoa hồng nhỏ và già.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có màu tím.
"Cây nào thông minh hay giỏi thì cây đó nhanh.
Nếu cây khỏe hoặc có màu tím là cây chán.
Nếu cây nóng và tròn thì cây buồn.
Nếu cây đẹp thì cây lạnh.
Nếu cây vui thì cây xấu.
Sự thật:
Cây to và tốt.
Có thể xác định những điều sau đây về cây:",Cây rất nhanh.
"Nếu Bob màu đỏ thì Bob còn trẻ.
Nếu Bob đẹp thì Bob thông minh.
Nếu Bob sạch sẽ và vui vẻ thì Bob nhỏ bé.
Nếu Bob mềm yếu và đáng sợ thì Bob đã già.
Nếu Bob nóng bỏng thì Bob to lớn.
Sự thật:
Bob xinh đẹp và nóng bỏng.
Những điều sau đây có thể được xác định về Bob:",Bob thông minh và to lớn.
"Nếu hoa hướng dương hạnh phúc thì hoa hướng dương sẽ tròn.
Nếu hoa hướng dương còn non hoặc nhàm chán thì đó là hoa hướng dương mềm mại.
Hướng dương tốt thì hướng dương nóng.
Nếu hoa hướng dương lạnh thì hoa hướng dương xấu.
Nếu hoa hướng dương nhanh và đỏ thì hoa hướng dương đang buồn.
Sự thật:
Hoa hướng dương còn non và có màu tím.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương mềm mại.
"Nếu một bông hồng đẹp và hạnh phúc thì hoa hồng đó có màu tím.
Nếu hoa hồng có hình tròn thì hoa hồng đó tốt.
Nếu một bông hồng lạnh lùng và già nua thì đó là bông hồng mạnh mẽ.
Nếu bông hồng có màu xanh hoặc to thì đó là bông hồng nhanh.
Nếu một bông hồng sạch sẽ và nhàm chán thì đó là bông hồng nóng bỏng.
Sự thật:
Hoa hồng hạnh phúc và lạnh lùng.
Những điều sau đây có thể được xác định về hoa hồng:",Không có gì.
"Nếu con thỏ có màu xanh và lạnh thì con thỏ đó lớn.
Nếu con thỏ có màu đỏ thì con thỏ đó đẹp.
Nếu con thỏ chậm chạp hay buồn bã thì con thỏ đó đã già.
Nếu con thỏ có màu tím hoặc màu xanh thì đó là con thỏ tốt.
Nếu con thỏ sạch sẽ thì con thỏ đó thật đáng sợ.
Sự thật:
Con thỏ nóng và sạch sẽ.
Những điều sau đây có thể được xác định về con thỏ:",Con thỏ thật đáng sợ.
"Nếu Bob trẻ hoặc nhỏ thì Bob khỏe.
Nếu Bob sạch sẽ hoặc nhàm chán thì Bob xanh.
Nếu Bob thông minh thì Bob mềm yếu.
Nếu Bob tròn trịa và buồn bã thì Bob đã già.
Nếu Bob tốt hay yếu thì Bob xấu.
Sự thật:
Bob nhanh và nhàm chán.
Những điều sau đây có thể được xác định về Bob:",Bob có màu xanh lá cây.
"Nếu con gấu nóng thì con gấu đó nhanh.
Nếu con gấu có màu xanh thì con gấu có hình tròn.
Nếu con gấu khỏe thì con gấu đó tốt.
Nếu một con gấu đáng sợ và thông minh thì con gấu đó rất đẹp.
Nếu con gấu có màu đỏ thì con gấu đó đã già.
Sự thật:
Con gấu xanh và yếu.
Những điều sau đây có thể được xác định về con gấu:",Con gấu có hình tròn.
"Nếu Bob xấu và xanh thì Bob nhanh.
Nếu Bob chậm thì Bob tròn trịa.
Nếu Bob lạnh thì Bob có màu tím.
Nếu Bob lớn thì Bob thông minh.
Nếu Bob đẹp thì Bob sạch sẽ.
Sự thật:
Bob xanh xao và lạnh lùng.
Những điều sau đây có thể được xác định về Bob:",Bob có màu tím.
"Nếu Alice tốt hay nhỏ thì Alice có màu xanh.
Nếu Alice buồn và già thì Alice thật nhàm chán.
Nếu Alice đáng sợ thì Alice có màu đỏ.
Nếu Alice mềm mại hay xinh đẹp thì Alice tròn trịa.
Nếu Alice mạnh thì Alice yếu.
Sự thật:
Alice nhanh nhẹn và xinh đẹp.
Những điều sau đây có thể được xác định về Alice:",Alice tròn trịa.
"Nếu Bob mềm và nhỏ thì Bob còn trẻ.
Nếu Bob có màu đỏ và xanh thì Bob rất nóng.
Nếu Bob đáng sợ thì Bob tệ.
Nếu Bob lạnh lùng thì Bob buồn.
Nếu Bob già thì Bob chậm.
Sự thật:
Bob thật đáng sợ và yếu đuối.
Những điều sau đây có thể được xác định về Bob:",Bob thật tệ.
"Nếu bồ công anh buồn thì bồ công anh thông minh.
Nếu bồ công anh tròn và nóng thì bồ công anh mạnh mẽ.
Nếu bồ công anh có màu xanh thì bồ công anh yếu.
Nếu bồ công anh có màu xanh hoặc to thì đó là bồ công anh xấu.
Nếu bồ công anh nhanh thì bồ công anh có màu đỏ.
Sự thật:
Bồ công anh thông minh và xanh tươi.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh yếu đuối.
"Nếu Dan lạnh thì Dan mềm.
Nếu Dan còn trẻ thì Dan xấu.
Nếu Dan chậm hoặc tím thì Dan vui.
Nếu Dan tròn và xanh thì Dan đáng sợ.
Nếu Dan thông minh và yếu đuối thì Dan đã già.
Sự thật:
Dan lạnh lùng và mạnh mẽ.
Những điều sau đây có thể được xác định về Dan:",Đan mềm lòng.
"Nếu hoa hướng dương mạnh mẽ thì hoa hướng dương sẽ nhàm chán.
Nếu hoa hướng dương lạnh và mềm mại thì đó là hoa hướng dương hạnh phúc.
Nếu hoa hướng dương nhanh và nóng thì hoa hướng dương xấu.
Nếu hoa hướng dương đáng sợ thì hoa hướng dương đó sạch sẽ.
Nếu hoa hướng dương thông minh và buồn bã thì đó là hoa hướng dương yếu đuối.
Sự thật:
Hoa hướng dương rất đẹp và nhỏ.
Có thể xác định những điều sau đây về hoa hướng dương:",Không có gì.
"Nếu cây anh túc nhỏ thì cây anh túc có tính nóng.
Nếu cây anh túc nhàm chán hoặc mềm mại thì cây anh túc có màu xanh.
Nếu cây anh túc có màu đỏ thì cây anh túc chậm.
Nếu cây anh túc đáng sợ thì cây anh túc thông minh.
Nếu một bông hoa anh túc buồn thì hoa anh túc sẽ hạnh phúc.
Sự thật:
Cây anh túc có màu đỏ và mạnh mẽ.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc chậm chạp.
"Nếu hoa hồng già nghĩa là hoa hồng yếu.
Nếu hoa hồng có màu đỏ thì hoa hồng đó lớn.
Nếu hoa hồng còn non hoặc khôn ngoan thì hoa hồng có hình tròn.
Nếu một bông hồng đáng sợ thì đó là bông hồng mềm mại.
Nếu hoa hồng tốt thì hoa hồng đó nhỏ.
Sự thật:
Bông hồng to và thông minh.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có hình tròn.
"Nếu Alice còn trẻ thì Alice lạnh lùng.
Nếu Alice nhỏ con và chậm chạp thì Alice rất nóng bỏng.
Nếu Alice đáng sợ hoặc nhanh nhẹn thì Alice thật nhàm chán.
Nếu Alice yếu thì Alice xấu.
Nếu Alice tròn trịa và vui vẻ thì Alice sạch sẽ.
Sự thật:
Alice thật đáng sợ và nhanh nhẹn.
Những điều sau đây có thể được xác định về Alice:",Alice thật nhàm chán.
