source,target
Quy tắc: * Y - * | * Y - Y * | * Y * - | - Y * * | Kết quả: *chuối lê - chuối lê *,* Y - Y *
Quy tắc: Z Y + = - | = - YZ + | + = Z - Y | + = Z - Y | Kết quả: + = trâu dưa hấu - dâu cá voi,+ = Z - Y
Quy tắc: + = - Y X | = - X Y + | = Y X + - | Y - X + = | Kết quả: táo - ngựa blackberry + =,Y - X + =
Quy tắc: Z * X + = | + Z * = X | + = Z * X | + X = Z X * | Kết quả: + dâu dâu đen = dâu tây dâu đen đại bàng sư tử *,+ X = Z X *
Quy tắc: X * + = Y Z | * = Y Z X + | + Y = X Z * | * Z + Y = X | Kết quả: + dâu ngựa = quả lê chim cánh cụt đào *,+ Y = X Z *
Quy tắc: - X Z * | * - Z X | * - X Z | Z - * X | Kết quả: cá voi chuột - * sư tử,Z - * X
Quy tắc: X * = + Z | * = + X Z | * X = Z + | = X + Z * | Kết quả: = dưa hấu + trâu dâu *,= X + Z *
Quy tắc: - * - Y | Y - - * Y | - - * Y | * Y - - | Kết quả: chuối - - * chuối,Y - - * Y
Quy tắc: Z X * Y - | * Y X Z - | Y - X Z * | X Y Z * - | Kết quả: chuột dưa hấu * dưa hấu cò -,Z X * Y -
Quy tắc: - - Z Z | - - Z | Z - - | Z - - | Kết quả: - - cá mập cá mập,- - Z Z
Quy tắc: Y + = | + Y = | = Y + | = Y + Y Y | Kết quả: = kiwi + kiwi kiwi,= Y + Y Y
Quy tắc: = X = = Z | = = Z X = | = X = Z = | = = X = Z | Kết quả: = = cò chuối = sư tử voi,= = X = Z
Quy tắc: * X Z * | X * * Z | Z Z * X * | Z X * * | Kết quả: con dấu ngựa vằn con ngựa vằn * con chuột táo *,Z Z * X *
Quy tắc: Y - X * | - *X Y | * Y - X | *X - Y | Kết quả: * blackberry - chuối sư tử,* Y - X
Quy tắc: * Z Z * | * Z * | * * Z | * * Z | Kết quả: * kiwi kiwi *,* Z Z *
Quy tắc: - = * Z | = * - Z | = - Z * | = Z Z * - | Kết quả: = việt quất việt quất * -,= Z Z * -
Quy tắc: Y - - + X | - X + Y - | Y - X + - | - + X Y - | Kết quả: - ngựa táo + cá voi hổ mang -,- X + Y -
Quy tắc: * * X Y | Y * * X | X * Y * X | * * X Y | Kết quả: ngựa vằn * ngựa vằn lê * ngựa vằn,X * Y * X
Quy tắc: - = = X Y | Y = X Y = - | Y - = = X | X Y - = = | Kết quả: hải cẩu = hải cẩu cá voi = -,Y = X Y = -
Quy tắc: = * * X Z | * = X Z * | = Z X * * | =X**Z | Kết quả: = * * đại bàng cá mập,= * * X Z
Quy tắc: = X Z - | X Z - = | Z - X = | X = - Z | Kết quả: táo hổ mang - =,X Z - =
Quy tắc: Y = Z = = | Z = = = Y | = Z = = Y | = YZ = = | Kết quả: lê = = = cò đào,Z = = = Y
Quy tắc: YZ - + = | Y + = Z - | Y + = Z - | + Z - = Y | Kết quả: + lê ngựa - = đào nho,+ Z - = Y
Quy tắc: + * X | + X* | * X + | X + X * | Kết quả: cò + cò *,X + X *
Quy tắc: + Y Z - | - YZ+ | Y - Z + | Z + Y - | Kết quả: nho - chuối +,Y - Z +
Quy tắc: Y - Z - * | * - YZ - | Z - Y - Y * | - Z - * Y | Kết quả: cò - cá voi - cá voi *,Z - Y - Y *
Quy tắc: Z = X + | + = Z X | X = Z + | + X = Z | Kết quả: + = cá mập rắn hổ mang blackberry,+ = Z X
Quy tắc: Z - Y * + X | - Y X + * Z | + - * Z Y X | Z Y + - * X | Kết quả: hải cẩu hổ mang - cá mập * + cá voi,Z - Y * + X
Quy tắc: - Y Y - Y | - Y - | - Y - | Y - - | Kết quả: - nho nho - nho,- Y Y - Y
Quy tắc: * = * Y | = Y * * | = * * Y | Y * * Y = Y | Kết quả: chim cánh cụt ngựa vằn * * chim cánh cụt ngựa vằn = chim cánh cụt ngựa vằn,Y * * Y = Y
Quy tắc: + = Y - Z | Y + Z = - Z | - + Z = Y | + Y - = Z | Kết quả: blackberry + cò = - cò,Y + Z = - Z
Quy tắc: - - X * Z | X - * Z - | - X - * Z | - Z X - * | Kết quả: cá mập ngựa vằn - * ngựa vằn -,X - * Z -
Quy tắc: * Z - - X | * X - Z - | X * Z - - | - *X - Z | Kết quả: lê trâu * kiwi đại bàng - -,X * Z - -
Quy tắc: + Z * Z - | +Z* - | +Z* - | Z * - + | Kết quả: + cá mập * cá mập -,+ Z * Z -
Quy tắc: X + + + Z | + + Z X + | Z ++ X + | + + Z + X | Kết quả: ngựa vằn + + trâu +,Z + + X +
Quy tắc: X * Z = + | + = Z X * | X + = Z * | * + = X Z | Kết quả: chim cánh cụt + = táo trâu *,X + = Z *
Quy tắc: Y + - = X | + Y - X = | + = Y - X | - + = Y X | Kết quả: ngựa cá voi + - = kiwi,Y + - = X
Quy tắc: * + Z + | + * Z + | Z + * Z + Z | ++ Z* | Kết quả: đào dâu + * đào dâu + đào dâu,Z + * Z + Z
Quy tắc: - * Z | * - Z | - Z Z * | - Z* | Kết quả: - đào đào *,- Z Z *
Quy tắc: Z X = - Y = | = = - X Z Y | X Z Y = = - | Z = = X - Y | Kết quả: = = - ngựa vằn cò táo dâu,= = - X Z Y
Quy tắc: X = Z = - | X Z = - = | X Z = = - | Z X = - = | Kết quả: rắn hổ mang chim cánh cụt chuột = - =,ZX = - =
Quy tắc: = * Z X | Z = * X | X = * Z Z | = * X Z | Kết quả: cá mập cò = * việt quất việt quất,X = * Z Z
Quy tắc: - Z * - | - Z * - | Z - * Z - | - * Z - | Kết quả: hải cẩu - * hải cẩu -,Z - * Z -
Quy tắc: - X Y = | - Y X = | - Y X = | = X - Y X | Kết quả: = ngựa lê - ngựa lê chuột,= X - Y X
Quy tắc: * - X Y - | - - Y X * | * - Y - X | X Y - * - | Kết quả: sư tử ngựa vằn - * -,X Y - * -
Quy tắc: X Z - = Y + | Z = Y X - + | X = + Z - Y | - Z X + = Y | Kết quả: - rắn hổ mang trâu + = dâu,- Z X + = Y
Quy tắc: + Y X = | X = Y + Y | + = Y X | + X = Y | Kết quả: lê cá mập = chuối dâu + chuối dâu đen,X = Y + Y
Quy tắc: - Z Y = Y | - = YZ | Z = - Y | Z Y = - | Kết quả: - cá mập hổ mang blackberry = blackberry,- Z Y = Y
Quy tắc: Z = Y = | Z Y = = | Z = Y = | = = YZ | Kết quả: việt quất sư tử chuối = =,Z Y = =
Quy tắc: Z * X Z + - | X + - * Z | X - + Z * | + X Z - * | Kết quả: con dấu * con dấu chuối cá mập + -,Z * X Z + -
Quy tắc: X - * * | * - X * | X * * - | - *X*X | Kết quả: - * lê * lê,- * X * X
Quy tắc: - + X Z | + Z X - | + X Z - | Z X - + | Kết quả: rắn hổ mang đào - +,Z X - +
Quy tắc: - Y Z + * | Y - Y Z * + | + * Z - Y | Z - + * Y | Kết quả: rắn hổ mang trâu - rắn hổ mang chúa cá voi * +,Y - Y Z * +
Quy tắc: X Z - - Y + | - - Z X + Y | Y X Z + - - | Y + X - Z - | Kết quả: dâu đen + chuột chim cánh cụt - dâu tây -,Y + X - Z -
Quy tắc: * - X Y + Z | - + Y*XZ | Z+ - Y*X | Z X Y - * + | Kết quả: - + lê việt quất * nho ngựa vằn đại bàng,- + Y * X Z
Quy tắc: X = - Z - | = Z - - X | =X - - Z | - Z - = X | Kết quả: = việt quất - - chuối đào,= X - - Z
Quy tắc: Y = X + | X = Y + | Y + = X | = X Y + | Kết quả: sư tử = dâu +,X = Y +
Quy tắc: Y - Z - | - Z Y - | - - Z Y | Z - Y - | Kết quả: dưa hấu - lê chim cánh cụt -,Y - Z -
Quy tắc: Z - - X + | + Z X - - | - + - Z X X | Z - X - + | Kết quả: - + - nho ngựa cò ngựa cò,- + - Z X X
Quy tắc: * - = Z | * Z = - | * Z - = | Z - = * Z | Kết quả: kiwi - = * kiwi,Z - = * Z
Quy tắc: + Z Z - X | X Z + - | Z + - X | + - Z X | Kết quả: + rắn hổ mang chuột – rắn hổ mang chúa chim cánh cụt,+ Z Z - X
Quy tắc: = = X * Y | X * = Y = | X = Y = * Y | = = * X Y | Kết quả: chim cánh cụt nho = con dấu = * con dấu,X = Y = * Y
Quy tắc: + Z Y = | = Z + Z Y | Z + = Y | + Y = Z | Kết quả: = nho + đại bàng chim cánh cụt nho,= Z + Z Y
Quy tắc: = Y = + Z | = = + Y Z | Z Y = Z = + | + Y = = Z | Kết quả: sư tử chim cánh cụt = chim cánh cụt = +,Z Y = Z = +
Quy tắc: + Z X + Y | Y ++ X Z | Z X + + Y | Z X + + Y | Kết quả: chuối táo đại bàng + + cá voi,Z X + + Y
Quy tắc: + Z * X | Z * X + | X Z + Z * | * + Z X | Kết quả: rắn hổ mang đen dâu + dâu đen *,X Z + Z *
Quy tắc: * Y = X | Y = X * | X * Y = | X = * Y | Kết quả: chuối = * ngựa vằn kiwi,X = * Y
Quy tắc: + X - Z * | * X - + Z | - Z* + X | X * - + Z | Kết quả: quả việt quất * - + sư tử,X * - + Z
Quy tắc: X - * * Z | * Z - X * X | Z X * - * | * Z - * X | Kết quả: * dưa hấu - chim cánh cụt rắn hổ mang * chim cánh cụt rắn hổ mang,* Z - X * X
Quy tắc: * Y - + | - Y + * Y | + - * Y | + Y * - | Kết quả: - dưa hấu + * dưa hấu,- Y + * Y
Quy tắc: Y X = Z + | X Z Y = + | Z + = X Y | X Y Z = + | Kết quả: chuối ngựa = rắn hổ mang +,Y X = Z +
Quy tắc: = Y Y X = + | + Y = = X | = = X Y + | Y = = X + | Kết quả: = chuối chuối cá voi = +,= Y Y X = +
Quy tắc: * X - = Z | - X Z * = | = - * X X Z | * - X = Z | Kết quả: = - * con dấu ngựa vằn,= - * X X Z
Quy tắc: X X Z * + | * + Z X | + Z*X | Z X + * | Kết quả: dưa hấu dưa hấu đào * +,X X Z * +
Quy tắc: * + Z X Y | Z X Y * + | + Z*YX | * Z + YX | Kết quả: * hải cẩu + táo kiwi ngựa,* Z + YX
Quy tắc: * + + Z Y Y | + + Y*Z | + Z Y + * | + * + Y Z | Kết quả: * + + ngựa táo blackberry blackberry,* + + Z Y Y
Quy tắc: Z * + X | * + Z X | +XZ* | + Z X * X | Kết quả: + đào ngựa vằn * đào đào,+ Z X * X
Quy tắc: - Z - X | - - X Z | - - Z X | - - Z X Z | Kết quả: - - nho nho đại bàng,- - Z X Z
Quy tắc: + Y = + X | + X = Y + | + = X Y + | X Y + + = | Kết quả: + đại bàng sư tử = đại bàng +,+ X = Y +
Quy tắc: Y X - * - | - X * Y - | * - - Y X | - Y* - X | Kết quả: - hải cẩu * rắn hổ mang -,- X * Y -
Quy tắc: - - X = Y | - = X - Y | X - = - Y | - - = Y X X | Kết quả: - - = cò sư tử táo,- - = Y X X
Quy tắc: Y * X + * Z | Z + X * * Y | + * X Z * Y | * + Y X Z * | Kết quả: * + dưa hấu dâu tây cá mập *,* + Y X Z *
Quy tắc: * X = + Y | X = + * Y | = * + YX | + * Y = X | Kết quả: kiwi = + * chuối việt quất,X = + * Y
Quy tắc: Y - - - X | Y X - - - | - - X Y - | X - - - Y | Kết quả: cá voi - - - lê chuối,Y - - - X
Quy tắc: = Z * Y = | = * YZ = | * = = YZ | = Z = * Y | Kết quả: = cá mập chuột = * hải cẩu,= Z = * Y
Quy tắc: Y = * Z + | * Z Z Y + = | Z + = * Y | * = + Y Z | Kết quả: * nho lê nho lê chuối + =,* Z Z Y + =
Quy tắc: * X - | - X X * | X - * | X * - | Kết quả: - chuột chim cánh cụt chuột chim cánh cụt *,- X X *
Quy tắc: + Y Z + | Z + Y + | Z ++ Y Y | + Z Y + | Kết quả: trâu ngựa vằn + + rắn hổ mang,Z + + Y Y
Quy tắc: = X * | = * X | = * X | * = X X | Kết quả: * = rắn hổ mang hổ mang chúa sư tử,* = X X
Quy tắc: Y - Z - | Y - Z - | Z - Y - | Y - Z - | Kết quả: dâu đen - việt quất -,Y - Z -
Quy tắc: - Y * Z = X | Y = X - * Z | - = X * Y Z | Y Z - = X * | Kết quả: cá mập = chim cánh cụt dưa hấu - * hải cẩu chuối,Y = X - * Z
Quy tắc: * X Z - + | + - X Z Z * | - +X*Z | + * X - Z | Kết quả: + - lê dâu đen *,+ - X Z Z *
Quy tắc: Z - = = | Z - Z = = | = = Z - | = - = Z | Kết quả: chim cánh cụt ngựa - chim cánh cụt ngựa = =,Z - Z = =
Quy tắc: X + Z - | + Z Z X - | Z + X - | - X + Z | Kết quả: + dâu đen trâu dâu đen đào -,+ Z Z X -
Quy tắc: Y X = = * | X = * Y = | Y = = X * | X = X = Y * | Kết quả: cò = cò = ngựa *,X = X = Y *
Quy tắc: * Y - * | * Y Y - * | * - * Y | * Y - * | Kết quả: * cá mập ngựa cá mập ngựa - *,* Y Y - *
Quy tắc: Z * X - | Z - * X | - X*Z | * Z Z - X | Kết quả: * táo kiwi táo kiwi - chuột dâu,* Z Z - X
Quy tắc: - Z X - - Z | X - - Z - | - X - - Z | - - X Z - | Kết quả: - đào trâu nho dưa hấu - - đào trâu,- Z X - - Z
Quy tắc: Z + - X | X Z + - | - X + Z Z | X + - Z | Kết quả: - Kiwi đại bàng + Kiwi cá voi Kiwi cá voi,- X + Z Z
Quy tắc: Y * X = | Y X * = | = X X Y * | X * = Y | Kết quả: = đào việt quất đào việt quất chim cánh cụt sư tử *,= X X Y *
Quy tắc: Z + * Z | * + Z | * + Z | * + Z | Kết quả: con dấu + * con dấu,Z + * Z
Quy tắc: Z - = * | = - * Z | - Z=* | Z Z - * = | Kết quả: dưa hấu việt quất dưa hấu việt quất - * =,Z Z - * =
Quy tắc: = + Z Y Z * | + Z * Y = | Z * Y = + | * Z = Y + | Kết quả: = + chuột hổ mang chuột hổ mang chuột *,= + Z Y Z *
Quy tắc: - Y X - + | + - - X Y X | X - Y + - | Y - X + - | Kết quả: + - - blackberry kiwi cò blackberry,+ - - X Y X
Quy tắc: X + + X X + | + + + X | + X + + | + + + X | Kết quả: lê táo + + lê táo lê táo +,X + + X X +
Quy tắc: X - - | - - X | - X - | X X - - | Kết quả: trâu đào trâu đào - -,X X - -
Quy tắc: Z * = + | = * Z + | + * = Z Z | = * Z + | Kết quả: + * = trâu trâu,+ * = ZZ
Quy tắc: Y * + X | +X*Y | Y * + X | + X Y * | Kết quả: + cá voi * ngựa vằn,+X*Y
Quy tắc: X * Z * | X Z * * | * * X Z | * * X X Z | Kết quả: * * kiwi kiwi nho cá voi,* * X X Z
Quy tắc: X Y = * = | Y * X = = | * X = Y = | X = = * Y | Kết quả: * chuột chuột = nho =,* X = Y =
Quy tắc: X Y = - - | = Y - - X | - X - Y = | - - X Y X = | Kết quả: - - sư tử dâu sư tử =,- - X Y X =
Quy tắc: Y * - X - | - X Y * - | X Y - - * | X* - - Y | Kết quả: rắn hổ mang dâu * - - chuột,X * - - Y
Quy tắc: - Y = Z X * | YZ * - X = | = X Z * Y - | = Y * - X Z | Kết quả: = quả lê việt quất cá voi * con cò -,= X Z * Y -
Quy tắc: * X Z = + | * Z X + = | * + Z = X | X Z + = * | Kết quả: cá mập lê táo trâu + = *,X Z + = *
Quy tắc: Z + + X | Z X X + + | + X + Z | X Z ++ | Kết quả: cá voi hổ mang táo cá voi táo + +,Z X X + +
Quy tắc: = - X | = X - | X - X = | X - = | Kết quả: ngựa vằn - ngựa vằn =,X - X =
Quy tắc: * + * Y X | + * Y X * | * * Y X + | * X Y * + | Kết quả: *rắn hổ mang nho blackberry* +,*X Y* +
Quy tắc: Y * + Z X | Y Z X + * | YZ + * X | X Y + * Z | Kết quả: táo nho * + dâu đen kiwi cá mập,Y * + ZX
Quy tắc: - Z - * X | * - X Z - | X Z X - * - | * X Z - - | Kết quả: táo sư tử táo - * -,X Z X - * -
Quy tắc: Y Z Y * * | * Y Z * | Z Y * * | Z Y * * | Kết quả: kiwi hải cẩu kiwi * *,Y Z Y * *
Quy tắc: - - YZ | - - YZ | Z - - Y | Z - Y - Y | Kết quả: trâu ngựa - dâu cá voi - dâu cá voi,Z - Y - Y
Quy tắc: Y - = X + | X = + - Y | Y - = + X | X Y - Y = + | Kết quả: chuối táo blackberry - táo blackberry = +,X Y - Y = +
Quy tắc: = Z Y - * | - Z=*Y | Y - = * Z | = * Z Y - | Kết quả: ngựa vằn - = * rắn hổ mang đại bàng,Y - = * Z
Quy tắc: + Z - Y | Y + - Z | - YZ+ | - Y Y + Z | Kết quả: - chuối chuối + chuối,- Y Y + Z
Quy tắc: Y = = | = Y = Y | Y = = | = Y = | Kết quả: = cá mập chim cánh cụt = cá mập chim cánh cụt,= Y = Y
Quy tắc: Z + X - | + - X Z | Z - + X | X Z - + | Kết quả: + - cò dưa hấu,+ - X Z
Quy tắc: + * X | * + X | X * + | + X X * | Kết quả: + rắn hổ mang chúa *,+ X X *
Quy tắc: Y Z + * Y | + * Z Y | Y + Z * | * Z Y + | Kết quả: trâu ngựa vằn + * ngựa vằn trâu,YZ + * Y
Quy tắc: * X = | X * X = X | * X = | X * = | Kết quả: ngựa táo * ngựa táo = ngựa táo,X * X = X
Quy tắc: X = - Z | X - Z = | - X Z Z = | Z = - X | Kết quả: - sư tử ngựa nho ngựa =,- X Z Z =
Quy tắc: - - - Y | Y - - Y - Y | Y - - - | - Y - - | Kết quả: táo kiwi - - táo kiwi - táo kiwi,Y - - Y - Y
Quy tắc: X Y - - - | - - - Y X | - X Y - - | - - X Y X - | Kết quả: - - chim cánh cụt sư tử chim cánh cụt dưa hấu chim cánh cụt sư tử -,- - X Y X -
Quy tắc: = * Z Y + | * + Y = Z | + = Z * Y | = + Y Z * | Kết quả: = + đóng dấu táo *,= + Y Z *
Quy tắc: Y = + + Z | Z ++ = Y | + = Z + Z Y | Z Y = + + | Kết quả: + = dưa hấu đào + dưa hấu đào kiwi,+ = Z + Z Y
Quy tắc: + X Y - | X Y + - | - X + Y | + - X Y | Kết quả: + - ngựa cò việt quất,+ - XY
Quy tắc: = = X | = = X | X = = X | = = X | Kết quả: trâu = = trâu,X = = X
Quy tắc: Y X - + | Y X - + | X - Y + | Y + X - | Kết quả: táo dưa hấu nho - +,Y X - +
Quy tắc: Y - * Z | Z Y - * | Y - * Z | * - Z Y | Kết quả: đào táo ngựa vằn - *,Z Y - *
Quy tắc: X - - Y | Y - - X | - - Y X | X Y - X - | Kết quả: cá mập hổ mang - rắn hổ mang -,X Y - X -
Quy tắc: * Z Y + * | Y*Z+* | Z * * + Y | * * Z + Y | Kết quả: trâu * * + nho,Z * * + Y
Quy tắc: = * X X * | * = X * | X = * * | * * = X | Kết quả: = * kiwi kiwi *,= * X X *
Quy tắc: Y = Y + | Y + = | + = Y | = + Y | Kết quả: chuối chuột = chuối chuột +,Y = Y +
Quy tắc: = - + Z X | - = + Z X | + X - = Z | = X Z + - Z | Kết quả: = cò cá mập + - cò,= X Z + - Z
Quy tắc: * Z Y * - | * Y * - Z | Z Y * - * | Y * * - Z | Kết quả: *đại bàng việt quất* - ngựa vằn,* Y * - Z
Quy tắc: Z X + = = | = = + X Z | X = = Z + | = + X = Z | Kết quả: = + kiwi = sư tử,= + X = Z
Quy tắc: X Z * - Y | Z X Y - * | * - X Z Y | X - * Y Z | Kết quả: cá voi táo chim cánh cụt dưa hấu trâu - *,Z X Y - *
Quy tắc: + Y * X | Y + * X | X * + Y | + X Y * | Kết quả: + táo sư tử * dưa hấu cò,+ Y*X
Quy tắc: X - = X Y - | - X = - Y | - - = X Y | Y - = - X | Kết quả: sư tử đào - = sư tử đào táo ngựa -,X - = X Y -
Quy tắc: Z - + X | - Z Z + X | X + Z - | X Z + - | Kết quả: - chuối ngựa vằn chuối ngựa vằn + kiwi cò,- Z Z + X
Quy tắc: X * * X + Z | * Z X + * | + Z*X* | Z * X * + | Kết quả: chuối táo * * chuối táo + sư tử sư tử,X * * X + Z
Quy tắc: Y X + = | = X Y Y + | + X = Y | = X + Y | Kết quả: = cò đào dưa hấu đào dưa hấu +,= X Y Y +
Quy tắc: X - - X X | X - - | - - X | - - X | Kết quả: chim cánh cụt - - chim cánh cụt chim cánh cụt,X - - X X
Quy tắc: Y + * * Z | Z + * Y * | + * * Z Y | + * * Z Y | Kết quả: cá mập + * * rắn hổ mang chim cánh cụt,Y + * * Z
Quy tắc: Z X - + | X - Z + | Z - + X | Z + X - | Kết quả: sư tử - + chuột ngựa vằn,Z - + X
Quy tắc: = + Y X | Y X + = | X X Y = + | X + Y = | Kết quả: kiwi kiwi nho kiwi = +,X X Y = +
Quy tắc: Y X + = + | X = + Y + | X + Y = X + | X + Y = + | Kết quả: chuột + hải cẩu = chuột +,X + Y = X +
Quy tắc: - Y Z + | - + Z Y | - YZ+ | - + Z Y | Kết quả: - + cá mập cò nho nho,- + Z Y
Quy tắc: = - Z X Y | Y - Z X = | X Y = Z - | = Y - ZX | Kết quả: đại bàng rắn hổ mang chuối = ngựa cá voi -,X Y = Z -
Quy tắc: - Y + X * | X * Y + - | - Y + * X | X Y + * - | Kết quả: đào * ngựa việt quất + -,X * Y + -
Quy tắc: = X - | = - X | - X = | = X X - | Kết quả: = việt quất việt quất -,= X X -
Quy tắc: * X Z Y + = | Z = * Y X + | * Z Y X = + | Y * + X Z = | Kết quả: * đại bàng kiwi đại bàng ngựa vằn + =,* X Z Y + =
Quy tắc: = X Z * | Z X = * | X * = Z | * Z X = | Kết quả: việt quất * = hải cẩu cò,X * = Z
Quy tắc: Y Z + = + | = Y + Z + | Y + = + Z | = + Y Z + | Kết quả: ngựa vằn trâu + = + cá mập,Y + = + Z
Quy tắc: = Y + X | Y = + X | = X + X Y | + X Y = | Kết quả: = dâu đen + kiwi dâu đen,= X + X Y
Quy tắc: + Z Y X + - | Z - + + X Y | - X + Z + Y | - Y + X Z + | Kết quả: + đại bàng ngựa vằn đại bàng dâu kiwi + -,+ Z Y X + -
Quy tắc: + + Y X Z | + Z X + Y | Y + Z + X | YZ + X + | Kết quả: đại bàng + sư tử + đại bàng dâu,Y + Z + X
Quy tắc: Z X * + | Z + * X | Z + X * | X Z * + | Kết quả: dâu tây dâu tây blackberry * +,Z X * +
Quy tắc: = + + Z X | X Z + + = | + = Z + X | = + X Z + | Kết quả: = + + hải cẩu cá mập chuột,= + + Z X
Quy tắc: * Z Y + | * + Z Y | Z + Y * | Z Y + * | Kết quả: sư tử trâu + *,Z Y + *
Quy tắc: + X * | * + X | * X + | + * X X | Kết quả: + * con dấu chuột con dấu con chuột,+ * X X
Quy tắc: * * Y X | Y * X * | * Y * X | *X*Y | Kết quả: * dâu đen * chuối táo,* X * Y
Quy tắc: Y Z X * = + | X = * + Y Z | * Z X = Y + | X + * Y Z = | Kết quả: hải cẩu = * + cá mập trâu,X = * + Y Z
Quy tắc: X * = | = X * | X X * = | * X = | Kết quả: dưa hấu dưa hấu * =,X X * =
Quy tắc: X Z * = | * X = Z | X * = Z | Z = Z * X | Kết quả: dâu ngựa vằn = dâu ngựa vằn * chuối,Z = Z * X
Quy tắc: Z - X + | X + Z - | - Z X + | X - Z + | Kết quả: sư tử - cá mập chuối +,Z - X +
Quy tắc: Z X Z * * | X * Z * | * Z X * | X * * Z | Kết quả: rắn hổ mang cá voi hổ mang * *,Z X Z * *
Quy tắc: Y = + X + | X Y = + X + | X Y = + + | + X + = Y | Kết quả: sư tử ngựa vằn đào blackberry = + sư tử ngựa vằn +,X Y = + X +
Quy tắc: + Z + Y - | + Y - Z + | + Y Z - + | Y + - Z + | Kết quả: + cá mập đại bàng - +,+ YZ - +
Quy tắc: = - + X Z | = Z + X - | X = Z - + | X + - Z = | Kết quả: sư tử = chuột - +,X = Z - +
Quy tắc: =X - Z | X Z - = | X Z - = | = - X Z | Kết quả: = cá mập - rắn hổ mang,= X - Z
Quy tắc: X Z + = + | + = + Z X | X Z = + + | Z + = X Z + | Kết quả: cò + = cò dưa hấu +,Z + = X Z +
Quy tắc: + * * X Y | Y X + * * | X + Y * * | * X + * Y | Kết quả: rắn hổ mang chuối + * *,Y X + * *
Quy tắc: Z X * Z + - | + - X*Z | Z X - + * | Z + * - X | Kết quả: sư tử ngựa dâu * sư tử ngựa + -,Z X * Z + -
Quy tắc: X Z * + = | Z X + = * | Z + X = * | Z X = * + | Kết quả: quả lê táo + = *,Z X + = *
Quy tắc: Y X X + * | * Y X + | * + X Y | * X + Y | Kết quả: blackberry chuột chuột + *,Y X X + *
Quy tắc: + + Z | + + Z | + + Z | + + Z Z | Kết quả: + + chuối đại bàng chuối đại bàng,+ + Z Z
Quy tắc: X Z = * * | Z * * = X | =X*Z* | Z = X * * | Kết quả: chuối * * = sư tử cò,Z * * = X
Quy tắc: Z Y - + | - + Y Z | - Y + Z | Z - + Y | Kết quả: trâu nho - +,Z Y - +
Quy tắc: - X = Z | - = X Z | Z = - X | ZX = - | Kết quả: rắn hổ mang ngựa = - blackberry blueberry,Z = - X
Quy tắc: * = X Z * | X * Z = * | = X * * X Z | X * * = Z | Kết quả: = chuột cò * * chuột cò chuột hổ mang chúa,= X * * X Z
Quy tắc: Y * - = Z | - = Z * Y | * Z = - Z Y | - = * Z Y | Kết quả: * kiwi = - đào kiwi,* Z = - Z Y
Quy tắc: Z Y X + + | + Y Z X + | Z + Y + X | + Y X + Z | Kết quả: + cá voi chim cánh cụt quả lê dâu đen +,+ Y Z X +
Quy tắc: * * Y Y | * * Y | * Y * | * * Y | Kết quả: * * dưa hấu đại bàng dưa hấu đại bàng,* * Y Y
Quy tắc: X - Z * | * X Z - | X Z * - | Z* - X | Kết quả: sư tử ngựa * - chuối,Z* - X
Quy tắc: X - - + Y | + - X - Y | - Y X + - | + X Y - - | Kết quả: đại bàng ngựa - - + đào,X - - + Y
Quy tắc: = X + Y Z | + = Z X Y | = + X Z Y | + Z Y = X | Kết quả: = + cá mập sư tử cá mập dâu đen cá mập dâu tây,= + X Z Y
Quy tắc: * Z * | * * Z Z | Z * * | Z * * | Kết quả: * * chuối lê chuối lê,* * Z Z
Quy tắc: Z + * X | + X * Z X | Z * + X | Z * X + | Kết quả: + ngựa vằn * ngựa vằn cá voi kiwi,+ X * Z X
Quy tắc: + - Z X | X - X Z + | - X + Z | - Z + X | Kết quả: kiwi nho - kiwi nho kiwi +,X - X Z +
Quy tắc: + - X Y | + - Y X | Y - X + X | - X + Y | Kết quả: chuối - chuột cá mập + chuột cá mập,Y - X + X
Quy tắc: Z X * Y * | Y*XZ* | Y X * Z * | Z * * X Y | Kết quả: cá mập * * trâu việt quất,Z * * XY
Quy tắc: = Y = + | = = + Y | = + Y = Y Y | + = Y = | Kết quả: = + chuột việt quất = chuột việt quất chuột việt quất,= + Y = Y Y
Quy tắc: + Z X = + | X + Z = + | + X + Z = | = Z ++ + X | Kết quả: = rắn hổ mang + + táo,= Z ++ + X
Quy tắc: = = Y X | = Y X = | = = Y X X | X Y = = | Kết quả: = = rắn hổ mang táo kiwi rắn hổ mang kiwi,= = Y X X
Quy tắc: - + - Z Y | Z - - Y + | Y + - - Z | + Z Y - - | Kết quả: cò + - - chuột,Y + - - Z
Quy tắc: - X Y - | - Y - X | X - Y - | - X - Y | Kết quả: - nho ngựa - ngựa việt quất,- X - Y
Quy luật: Z - Y = + X | + - Y Z X = | Z = Y - + X | - Y + X Z = | Kết quả: chuối = sư tử - + hải cẩu,Z = Y - + X
Quy tắc: Z * = Z Z | = * Z | = Z * | Z = * | Kết quả: chuột * = chuột chuột,Z * = Z Z
Quy tắc: X = - Z * | - Z X Z * = | X Z = * - | = Z * X - | Kết quả: - đào táo đào * =,- Z X Z * =
Quy tắc: - + X Z = | - Z = X + | Z X + - = | - Z = Z X + | Kết quả: - cá mập = cá voi chim cánh cụt +,- Z = Z X +
Quy tắc: Z X + = | X = + Z X | ZX = + | = Z + X | Kết quả: cá voi đào = + ngựa vằn đào cá voi đào,X = + ZX
