question,target
"Nếu con nhím chậm chạp và có màu đỏ thì con nhím đó sạch sẽ.
Nếu con nhím nhàm chán và yếu đuối thì con nhím đó lớn.
Nếu con nhím đáng sợ hoặc tốt bụng thì con nhím đó có màu xanh lam.
Nếu nhím đẹp thì nhím mạnh mẽ.
Nếu nhím vui vẻ hoặc già thì nhím có màu tím.
Sự thật:
Con nhím to và già.
Những điều sau đây có thể được xác định về con nhím:",Con nhím có màu tím.
"Nếu con voi lớn và nhỏ thì con voi nhanh.
Nếu con voi mềm thì con voi xấu.
Nếu con voi sạch thì con voi chậm.
Nếu voi già hoặc tím là voi nóng.
Nếu con voi lạnh và còn non thì con voi tròn trịa.
Sự thật:
Con voi tốt và nhàm chán.
Có thể xác định những điều sau đây về con voi:",Không có gì.
"Nếu cây tròn thì cây nóng.
Cây còn non thì cây chán.
Cây tốt hay già thì cây có màu đỏ.
Nếu cây nhanh hay mềm là cây xấu.
Nếu một cái cây buồn và thông minh thì đó là cái cây nhỏ.
Sự thật:
Cây rất khỏe và già.
Có thể xác định những điều sau đây về cây:",Cây có màu đỏ.
"Nếu hổ xấu thì hổ buồn.
Nếu hổ mềm thì hổ lạnh.
Nếu hổ vui thì hổ chán.
Nếu hổ nhỏ thì hổ nhanh.
Nếu hổ to thì hổ đẹp.
Sự thật:
Con hổ nhàm chán và nhỏ bé.
Những điều sau đây có thể được xác định về con hổ:",Con hổ rất nhanh.
"Nếu hà mã nhỏ hoặc già thì hà mã có màu đỏ.
Nếu hà mã vui vẻ hoặc trẻ trung thì hà mã có màu xanh lam.
Nếu một con hà mã đáng sợ và thông minh thì hà mã là kẻ xấu.
Nếu hà mã to thì hà mã chậm.
Nếu hà mã nóng nảy và buồn bã thì hà mã đẹp.
Sự thật:
Con hà mã thật nhàm chán và thông minh.
Những điều sau đây có thể được xác định về hà mã:",Không có gì.
"Nếu một con sóc mạnh mẽ thì con sóc đó tốt.
Nếu một con sóc xinh đẹp và vui vẻ thì đó là con sóc thông minh.
Nếu một con sóc buồn bã hoặc yếu đuối thì đó là con sóc nhỏ.
Nếu sóc to hoặc có màu xanh thì sóc còn nhỏ.
Nếu một con sóc lạnh lùng và đáng sợ thì đó là con sóc sạch sẽ.
Sự thật:
Con sóc nhỏ và có màu xanh.
Những điều sau đây có thể được xác định về con sóc:",Không có gì.
"Nếu hoa hướng dương có hình tròn thì hoa hướng dương có màu đỏ.
Nếu hoa hướng dương nhanh thì hoa hướng dương nóng.
Nếu hoa hướng dương sạch thì hoa hướng dương mềm.
Nếu hoa hướng dương chậm hoặc già thì hoa hướng dương tốt.
Nếu hoa hướng dương yếu đuối thì hoa hướng dương mạnh mẽ.
Sự thật:
Hướng dương lạnh lùng và chậm rãi.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương ngon đấy.
"Nếu con thỏ tốt thì con thỏ đó có màu xanh.
Nếu con thỏ nhanh nhẹn và xanh tươi thì con thỏ đó sạch sẽ.
Nếu con thỏ có màu tím và lạnh thì con thỏ đó nóng.
Nếu con thỏ có màu đỏ và mềm thì con thỏ đó chậm chạp.
Nếu con thỏ nhàm chán thì con thỏ đó đẹp.
Sự thật:
Con thỏ mềm và có màu đỏ.
Những điều sau đây có thể được xác định về con thỏ:",Con thỏ chậm chạp.
"Nếu con hổ tốt và xanh tốt thì con hổ đó thông minh.
Nếu hổ già hoặc sạch sẽ thì hổ chậm chạp.
Nếu hổ nhàm chán và khỏe mạnh thì hổ có màu tím.
Nếu hổ nhanh thì hổ có màu đỏ.
Nếu hổ lạnh thì hổ lớn.
Sự thật:
Con hổ thông minh và lạnh lùng.
Những điều sau đây có thể được xác định về con hổ:",Con hổ to lớn.
"Nếu sư tử hạnh phúc thì sư tử còn trẻ.
Nếu sư tử thông minh và lạnh lùng thì sư tử có màu đỏ.
Nếu sư tử khỏe hay đẹp thì sư tử nhanh.
Nếu sư tử có màu xanh thì sư tử nhỏ.
Nếu sư tử có màu xanh thì sư tử đã già.
Sự thật:
Sư tử hạnh phúc và xinh đẹp.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử còn trẻ và nhanh nhẹn.
"Nếu cây còn non và mềm thì cây đó lớn.
Nếu cây đáng sợ thì cây buồn.
Nếu cây có màu xanh hoặc nóng thì cây chậm.
Nếu cây nhỏ hoặc nhanh thì cây đó thông minh.
Cây sạch và tốt thì cây xanh.
Sự thật:
Cây yếu và nóng.
Có thể xác định những điều sau đây về cây:",Cây chậm chạp.
"Nếu chuột xấu hoặc tròn là chuột đẹp.
Chuột nhanh thì chuột mạnh.
Nếu chuột còn non và chậm chạp thì chuột nhàm chán.
Nếu chuột lạnh thì chuột nhỏ.
Nếu chuột sạch và tốt thì chuột to.
Sự thật:
Chuột còn non và xấu.
Những điều sau đây có thể được xác định về chuột:",Chuột đẹp lắm.
"Nếu bồ công anh vui vẻ hoặc to lớn thì đó là bồ công anh tốt.
Nếu bồ công anh già và đáng sợ thì bồ công anh mềm yếu.
Nếu bồ công anh nhàm chán và có màu đỏ thì bồ công anh mạnh mẽ.
Nếu bồ công anh lạnh lùng thì bồ công anh thông minh.
Nếu bồ công anh có màu xanh thì bồ công anh chậm chạp.
Sự thật:
Bồ công anh xanh và yếu ớt.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh chậm chạp.
"Nếu sư tử có màu tím và nhỏ thì sư tử có màu đỏ.
Nếu sư tử già thì sư tử nóng nảy.
Nếu sư tử buồn và xanh thì sư tử đẹp.
Nếu sư tử có màu xanh và lạnh lùng thì sư tử xấu.
Nếu sư tử đáng sợ hoặc thông minh thì sư tử có hình tròn.
Sự thật:
Con sư tử có màu xanh và đáng sợ.
Những điều sau đây có thể được xác định về con sư tử:",Sư tử có hình tròn.
"Cây nhanh thì cây mềm.
Nếu cây khỏe và xấu thì cây có màu xanh.
Cây chậm thì cây nhỏ.
Nếu một cái cây nhàm chán và đáng sợ thì đó là cái cây lớn.
Nếu cây nóng thì cây thông minh.
Sự thật:
Cây lạnh lùng và thông minh.
Có thể xác định những điều sau đây về cây:",Không có gì.
"Nếu hoa anh túc còn non thì hoa anh túc đang buồn.
Nếu cây anh túc nhỏ thì cây anh túc chậm.
Nếu cây anh túc nhanh thì cây anh túc có hình tròn.
Nếu cây anh túc lạnh hoặc xấu thì cây anh túc tốt.
Nếu cây anh túc nóng bỏng thì cây anh túc thông minh.
Sự thật:
Cây anh túc còn trẻ và đẹp.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc đang buồn.
"Nếu con chó xanh hoặc chậm chạp thì con chó đó đẹp.
Nếu chó tròn và nhỏ thì chó yếu.
Chó mạnh thì chó xấu.
Nếu chó nhanh thì chó lạnh.
Nếu chó nóng hay tốt thì chó già.
Sự thật:
Con chó buồn và nhanh nhẹn.
Những điều sau đây có thể được xác định về con chó:",Con chó bị lạnh.
"Nếu một con nhím nhàm chán và to lớn thì con nhím đó sẽ hạnh phúc.
Nếu nhím còn nhỏ thì nhím sạch sẽ.
Nếu nhím yếu thì nhím có màu đỏ.
Nếu nhím có màu tím thì nhím mềm.
Nếu nhím tròn thì nhím nhanh nhẹn.
Sự thật:
Con nhím yếu và nhanh nhẹn.
Những điều sau đây có thể được xác định về con nhím:",Con nhím có màu đỏ.
"Nếu con chó chậm và to lớn thì con chó đó yếu.
Nếu con chó đỏ mặt hoặc lạnh thì con chó đó đang vui.
Nếu con chó khỏe thì con chó đó nhanh.
Nếu con chó buồn bã và đáng sợ thì con chó đó nóng tính.
Nếu con chó có màu xanh lam hoặc còn non thì con chó đó thông minh.
Sự thật:
Con chó tròn trịa và lạnh lùng.
Những điều sau đây có thể được xác định về con chó:",Con chó hạnh phúc.
"Nếu bồ công anh lạnh hoặc đẹp thì bồ công anh có màu tím.
Nếu bồ công anh mềm mại thì bồ công anh mạnh mẽ.
Nếu bồ công anh yếu hoặc sạch thì bồ công anh nhanh.
Nếu bồ công anh nóng thì bồ công anh buồn.
Nếu bồ công anh chậm hoặc nhỏ thì bồ công anh vui.
Sự thật:
Bồ công anh mềm mại và chậm rãi.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh mạnh mẽ và hạnh phúc.
"Nếu Đan tròn thì Đan có màu tím.
Nếu Dan sạch thì Dan có màu đỏ.
Nếu Dan xanh thì Dan già.
Nếu Dan có màu xanh thì Dan to.
Nếu Dan yếu và mạnh thì Dan lạnh.
Sự thật:
Dan có hình tròn và màu xanh.
Những điều sau đây có thể được xác định về Dan:",Dan có màu tím và to.
"Nếu con sóc có màu tím đẹp thì con sóc đó sạch sẽ.
Nếu một con sóc xấu tính và nóng nảy thì con sóc đó thật đáng sợ.
Nếu con sóc nhanh thì con sóc đó thông minh.
Nếu một con sóc hạnh phúc thì con sóc đó có màu xanh.
Nếu con sóc buồn và đỏ mặt thì con sóc đó mạnh mẽ.
Sự thật:
Con sóc thật đáng sợ và già nua.
Những điều sau đây có thể được xác định về con sóc:",Không có gì.
"Nếu một bông hồng đẹp mà yếu đuối thì đó là bông hồng xấu.
Nếu một bông hồng buồn và đỏ thì đóa hồng đó có màu xanh.
Nếu hoa hồng nóng hoặc mềm thì hoa hồng có màu tím.
Nếu bông hồng còn non nớt hay đáng sợ thì đó là bông hồng chậm chạp.
Nếu hoa hồng tròn thì hoa hồng to.
Sự thật:
Hoa hồng nóng và sạch.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có màu tím.
"Nếu Erin nhàm chán hoặc mạnh mẽ thì Erin có màu đỏ.
Nếu Erin lạnh lùng hoặc chậm chạp thì Erin vui.
Nếu Erin xấu và trẻ thì Erin đẹp.
Nếu Erin nhỏ thì Erin có màu xanh.
Nếu Erin có màu tím thì Erin đáng sợ.
Sự thật:
Erin vui vẻ và chậm rãi.
Những điều sau đây có thể được xác định về Erin:",Không có gì.
"Nếu hoa hướng dương sạch và xấu thì hoa hướng dương đó tốt.
Nếu hoa hướng dương lạnh lùng hay đáng sợ thì hoa hướng dương yếu đuối.
Nếu hoa hướng dương to thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương nhàm chán và đẹp đẽ thì đó là bông hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương hạnh phúc và xanh tươi thì đó là hoa hướng dương chậm chạp.
Sự thật:
Hướng dương sạch và lạnh.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương yếu đuối.
"Nếu cây nóng thì cây chậm.
Nếu cây nhanh hay già là cây xấu.
Nếu cây vui thì cây có màu xanh.
Nếu cây có màu lạnh và tím thì cây đẹp.
Nếu cây còn non hoặc nhàm chán thì cây đó buồn.
Sự thật:
Cây mềm và sạch.
Có thể xác định những điều sau đây về cây:",Không có gì.
"Nếu con gấu có màu xanh lam thì con gấu đó có màu xanh lá cây.
Nếu con gấu mạnh mẽ hay nóng bỏng thì con gấu đó đẹp.
Nếu một con gấu buồn và già thì con gấu đó hạnh phúc.
Gấu yếu hay to thì gấu nhỏ.
Nếu con gấu mềm và có màu tím thì con gấu đó nhanh nhẹn.
Sự thật:
Con gấu thông minh và già.
Những điều sau đây có thể được xác định về con gấu:",Không có gì.
"Nếu Erin có màu xanh thì Erin tốt.
Nếu Erin chậm chạp và đáng sợ thì Erin còn trẻ.
Nếu Erin có màu tím và to thì Erin có hình tròn.
Nếu Erin vui vẻ hay mềm lòng thì Erin già rồi.
Nếu Erin lạnh lùng thì Erin thông minh.
Sự thật:
Erin mạnh mẽ và lạnh lùng.
Những điều sau đây có thể được xác định về Erin:",Erin thông minh.
"Nếu cây có màu xanh thì cây đó hạnh phúc.
Nếu cây tròn hoặc xanh thì cây mềm.
Cây sạch hay xấu thì cây to.
Nếu cây đẹp và thông minh thì cây đó nhỏ.
Cây nóng hay mạnh thì cây yếu.
Sự thật:
Cây rất nóng và khỏe.
Có thể xác định những điều sau đây về cây:",Cây yếu.
"Nếu Frank chậm chạp và đáng sợ thì Frank tròn trịa.
Nếu Frank còn trẻ và lạnh lùng thì Frank đã lớn.
Nếu Frank đã già thì Frank thông minh.
Nếu Frank nhỏ và xanh thì Frank yếu.
Nếu Frank có màu tím và nóng bỏng thì Frank rất đẹp.
Sự thật:
Frank to lớn và thông minh.
Những điều sau đây có thể được xác định về Frank:",Không có gì.
"Nếu Carol yếu hay nhỏ thì Carol lớn.
Nếu Carol buồn hay xanh xao thì Carol xinh đẹp.
Nếu Carol xấu thì Carol xanh.
Nếu Carol tròn và có màu đỏ thì Carol sạch sẽ.
Nếu Carol chậm hoặc giỏi thì Carol đáng sợ.
Sự thật:
Carol tròn trịa và chậm rãi.
Những điều sau đây có thể được xác định về Carol:",Carol thật đáng sợ.
"Nếu con hổ có hình tròn hoặc màu xanh thì con hổ đáng sợ.
Nếu hổ màu đỏ thì hổ chán.
Hổ còn nhỏ thì hổ nhỏ.
Nếu hổ tím hoặc già là hổ buồn.
Nếu hổ xấu và chậm chạp thì hổ vui.
Sự thật:
Con hổ có màu xanh và trẻ.
Những điều sau đây có thể được xác định về con hổ:",Con hổ thật đáng sợ và nhỏ bé.
"Nếu cây anh túc già hoặc yếu thì cây anh túc còn non.
Nếu anh túc tốt thì anh túc có màu tím.
Nếu cây anh túc to hoặc nhàm chán thì cây anh túc chậm chạp.
Nếu cây anh túc có màu đỏ và xanh thì cây anh túc thuộc loại lạnh.
Nếu hoa anh túc xanh và buồn thì hoa anh túc nhỏ.
Sự thật:
Cây anh túc nhanh và yếu.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc còn non.
"Nếu thỏ có màu xanh thì thỏ còn nhỏ.
Nếu thỏ yếu hoặc nóng thì thỏ có màu tím.
Nếu con thỏ lạnh thì con thỏ chậm chạp.
Nếu con thỏ đẹp và xấu thì con thỏ đó hạnh phúc.
Nếu con thỏ buồn bã và nhàm chán thì đó là con thỏ tròn trịa.
Sự thật:
Con thỏ nhanh nhẹn và lạnh lùng.
Những điều sau đây có thể được xác định về con thỏ:",Con thỏ chậm chạp.
"Nếu con nhím xấu thì con nhím đó chậm chạp.
Nếu con nhím to hoặc có màu xanh lục thì con nhím đó thông minh.
Nếu nhím có màu đỏ hoặc lạnh thì nhím có màu tím.
Nếu nhím mềm thì nhím có hình tròn.
Nếu nhím nhanh thì nhím có màu xanh.
Sự thật:
Con nhím nóng bỏng và to lớn.
Những điều sau đây có thể được xác định về con nhím:",Con nhím rất thông minh.
"Nếu hươu cao cổ có màu đỏ và đẹp thì hươu cao cổ chậm chạp.
Nếu hươu cao cổ sạch hoặc nhỏ thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ xanh tươi và hạnh phúc thì đó là con hươu cao cổ tốt.
Nếu hươu cao cổ khỏe mạnh hoặc già thì hươu cao cổ xấu.
Nếu hươu cao cổ còn nhỏ thì hươu cao cổ thật đáng sợ.
Sự thật:
Con hươu cao cổ mạnh mẽ và buồn bã.
Có thể xác định những điều sau đây về hươu cao cổ:",Con hươu cao cổ thật tệ.
"Nếu hoa hướng dương sạch sẽ hoặc tròn trịa thì đó là hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương đẹp hay già thì hoa hướng dương tốt.
Nếu hoa hướng dương yếu hoặc mềm thì hoa hướng dương nóng.
Nếu hoa hướng dương to và có màu đỏ thì hoa hướng dương lạnh.
Nếu hoa hướng dương có màu xanh và tím thì hoa hướng dương còn non.
Sự thật:
Hoa hướng dương rất đẹp và to.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương ngon đấy.
"Nếu Carol xấu thì Carol mềm yếu.
Nếu Carol nhanh và khỏe thì Carol có màu tím.
Nếu Carol chậm thì Carol nhỏ.
Nếu Carol sạch sẽ và trẻ trung thì Carol yếu đuối.
Nếu Carol buồn thì Carol xanh.
Sự thật:
Carol có tốt có xấu.
Những điều sau đây có thể được xác định về Carol:",Carol mềm mại.
"Nếu Carol nhàm chán và sạch sẽ thì Carol đã già.
Nếu Carol nóng bỏng thì Carol có màu tím.
Nếu Carol còn trẻ thì Carol có màu xanh lam.
Nếu Carol chậm thì Carol tròn trịa.
Nếu Carol tốt hoặc đỏ thì Carol buồn.
Sự thật:
Carol còn trẻ và thông minh.
Những điều sau đây có thể được xác định về Carol:",Carol có màu xanh.
"Nếu một con sóc vui vẻ thì con sóc đó sạch sẽ.
Nếu một con sóc nhàm chán thì đó là con sóc xấu.
Nếu sóc còn nhỏ thì sóc đẹp.
Nếu con sóc to và nhanh thì con sóc đó khỏe.
Nếu sóc nóng hoặc yếu thì sóc có màu đỏ.
Sự thật:
Con sóc thật đáng sợ và nóng bỏng.
Những điều sau đây có thể được xác định về con sóc:",Con sóc có màu đỏ.
"Nếu Bob có màu tím hoặc yếu thì Bob đẹp.
Nếu Bob lớn và hạnh phúc thì Bob đã già.
Nếu Bob sạch sẽ và xanh xao thì Bob nhàm chán.
Nếu Bob nóng thì Bob xanh.
Nếu Bob mạnh thì Bob chậm.
Sự thật:
Bob nhỏ và màu tím.
Những điều sau đây có thể được xác định về Bob:",Bob rất đẹp.
"Bò chậm thì bò xanh.
Nếu con bò có màu tím hoặc sạch là con bò lạnh.
Nếu con bò nóng và tròn thì con bò to.
Bò đẹp thì bò mềm.
Nếu con bò đáng sợ thì con bò đó nhanh.
Sự thật:
Con bò có màu xanh và chậm chạp.
Những điều sau đây có thể được xác định về con bò:",Con bò có màu xanh lá cây.
"Nếu cây anh túc xấu và nhanh thì cây anh túc tốt.
Nếu cây anh túc có màu lạnh hoặc màu xanh thì cây anh túc to.
Nếu một cây anh túc sạch thì cây anh túc mạnh mẽ.
Nếu cây anh túc có hình tròn thì cây anh túc có màu tím.
Nếu cây anh túc nóng hoặc đỏ thì cây anh túc có màu xanh.
Sự thật:
Cây anh túc lạnh và xấu.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc lớn.
"Nếu con gấu xấu và sạch sẽ thì con gấu đó buồn.
Nếu con gấu có màu tím thì con gấu đó hạnh phúc.
Nếu con gấu có màu đỏ thì con gấu đó nhỏ.
Nếu một con gấu lạnh lùng và thông minh thì đó là con gấu tốt.
Nếu con gấu xanh và nhanh thì con gấu đó yếu.
Sự thật:
Con gấu buồn và đỏ mặt.
Những điều sau đây có thể được xác định về con gấu:",Con gấu nhỏ.
"Nếu gấu trúc mạnh thì gấu trúc chậm.
Nếu một con gấu trúc to lớn hoặc sạch sẽ thì gấu trúc đó sẽ hạnh phúc.
Nếu một con gấu trúc tốt hoặc nhàm chán thì đó là con gấu trúc lạnh lùng.
Nếu gấu trúc còn nhỏ và còn nhỏ thì gấu trúc đó yếu.
Nếu con gấu trúc có màu đỏ và đẹp thì con gấu trúc đó đang buồn.
Sự thật:
Gấu trúc chậm chạp và sạch sẽ.
Những điều sau đây có thể được xác định về gấu trúc:",Gấu trúc đang hạnh phúc.
"Nếu Frank tốt thì Frank đỏ.
Nếu Frank già hoặc khỏe mạnh thì Frank buồn.
Nếu Frank còn trẻ hoặc xấu thì Frank có màu tím.
Nếu Frank nóng nảy hay mềm yếu thì Frank yếu đuối.
Nếu Frank lạnh lùng và vui vẻ thì Frank tròn trịa.
Sự thật:
Frank có màu tím và lạnh lùng.
Những điều sau đây có thể được xác định về Frank:",Không có gì.
"Nếu con bò có hình tròn hoặc màu xanh lục là con bò lạnh.
Nếu con bò đáng sợ thì con bò đó có màu xanh.
Nếu con bò nhàm chán hoặc chậm chạp thì con bò đó đẹp.
Nếu con bò nóng tính thì con bò đó thông minh.
Bò sạch thì bò to.
Sự thật:
Con bò có hình tròn và màu tím.
Những điều sau đây có thể được xác định về con bò:",Con bò bị lạnh.
"Nếu bồ công anh tốt thì bồ công anh chán.
Nếu bồ công anh chậm chạp thì đó là bồ công anh tròn.
Nếu bồ công anh nóng và tím thì bồ công anh yếu.
Nếu bồ công anh nhanh thì bồ công anh lạnh.
Nếu bồ công anh có màu xanh thì bồ công anh có màu đỏ.
Sự thật:
Bồ công anh buồn và tốt.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thật nhàm chán.
"Nếu hoa hồng tròn và già thì hoa hồng đó nhỏ.
Nếu hoa hồng có màu đỏ và lạnh thì hoa hồng có màu xanh.
Nếu bông hồng có màu xanh hoặc nhàm chán thì đó là bông hồng sạch.
Nếu bông hồng mềm và non thì đó là bông hồng lớn.
Nếu một bông hồng yếu và tốt thì đóa hồng đó mạnh mẽ.
Sự thật:
Hoa hồng xanh và to.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng sạch sẽ.
"Nếu Erin nóng bỏng hoặc thông minh thì Erin có màu tím.
Nếu Erin yếu và xấu thì Erin nhỏ.
Nếu Erin chán thì Erin vui.
Nếu Erin mạnh thì Erin mềm.
Nếu Erin nhanh hoặc đáng sợ thì Erin có màu xanh.
Sự thật:
Erin nóng bỏng và mạnh mẽ.
Những điều sau đây có thể được xác định về Erin:",Erin có màu tím và mềm mại.
"Chuột khỏe thì chuột màu tím.
Nếu chuột to và đẹp thì chuột lạnh.
Nếu chuột nóng nghĩa là chuột chạy chậm.
Nếu con chuột có màu xanh thì con chuột chạy nhanh.
Nếu chuột có màu xanh và già thì chuột có màu đỏ.
Sự thật:
Chuột yếu và to.
Những điều sau đây có thể được xác định về chuột:",Không có gì.
"Nếu Carol đỏ và khỏe thì Carol chậm.
Nếu Carol lạnh lùng và sạch sẽ thì Carol có màu xanh lam.
Nếu Carol đáng sợ hay to lớn thì Carol lại nhỏ.
Nếu Carol ngoan và tròn trịa thì Carol hạnh phúc.
Nếu Carol xấu và mềm yếu thì Carol nóng bỏng.
Sự thật:
Carol rất đáng sợ và nhanh nhẹn.
Những điều sau đây có thể được xác định về Carol:",Carol còn nhỏ.
"Nếu một bông hồng thông minh hay nhàm chán thì đóa hồng đó có màu đỏ.
Nếu bông hồng tròn là bông hồng hạnh phúc.
Nếu hoa hồng có màu xanh lục và xanh lam thì hoa hồng đó nóng.
Hoa hồng già hay non thì hoa hồng chậm.
Nếu hoa hồng tốt thì hoa hồng đó sạch.
Sự thật:
Hoa hồng yếu ớt và non nớt.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng chậm chạp.
"Nếu hoa hướng dương có màu xanh thì hoa hướng dương sạch.
Nếu hoa hướng dương có màu tím hay đẹp thì hoa hướng dương đó đã già.
Nếu hoa hướng dương xấu hay chậm chạp thì hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương đáng sợ thì hoa hướng dương yếu đuối.
Nếu hoa hướng dương lạnh thì hoa hướng dương tốt.
Sự thật:
Hoa hướng dương xấu và hạnh phúc.
Có thể xác định những điều sau đây về hoa hướng dương:",Hướng dương thật mạnh mẽ.
"Nếu cây tròn thì cây có màu tím.
Cây còn non thì cây chán.
Cây tốt hay xấu thì cây nhanh.
Nếu cây mềm hoặc yếu thì cây có màu đỏ.
Nếu cây vui thì cây nóng.
Sự thật:
Cây vừa chán vừa tốt.
Có thể xác định những điều sau đây về cây:",Cây rất nhanh.
"Nếu Bob nhanh và xanh thì Bob tốt.
Nếu Bob sạch sẽ hoặc mềm mại thì Bob nhàm chán.
Nếu Bob thông minh và nhỏ nhắn thì Bob rất nóng bỏng.
Nếu Bob yếu và xanh xao thì Bob còn trẻ.
Nếu Bob xấu thì Bob đẹp.
Sự thật:
Bob mềm và nhỏ.
Những điều sau đây có thể được xác định về Bob:",Bob thật nhàm chán.
"Nếu hoa hướng dương đáng sợ hoặc mềm mại thì hoa hướng dương đó đẹp.
Nếu hoa hướng dương nhỏ và xanh thì hoa hướng dương chậm phát triển.
Nếu hoa hướng dương già và xanh thì hoa hướng dương mạnh mẽ.
Nếu hoa hướng dương nóng thì hoa hướng dương có màu đỏ.
Nếu hướng dương tốt và có màu tím thì hướng dương sạch.
Sự thật:
Hướng dương tốt và yếu.
Có thể xác định những điều sau đây về hoa hướng dương:",Không có gì.
"Nếu một con hà mã thông minh hoặc nhỏ bé thì hà mã thật đáng sợ.
Nếu hà mã yếu hoặc có màu đỏ thì hà mã có màu xanh.
Nếu hà mã mềm hoặc già thì hà mã sạch.
Nếu hà mã khỏe hoặc nóng nảy thì hà mã nhanh.
Nếu hà mã còn non hoặc còn xanh thì hà mã đang hạnh phúc.
Sự thật:
Con hà mã to và có màu đỏ.
Những điều sau đây có thể được xác định về hà mã:",Hà mã có màu xanh.
"Nếu bồ công anh nhỏ và có màu đỏ thì bồ công anh mềm.
Nếu bồ công anh đáng sợ thì bồ công anh buồn.
Bồ công anh tốt thì bồ công anh đẹp.
Nếu bồ công anh có màu xanh hoặc thông minh thì bồ công anh có hình tròn.
Nếu bồ công anh chán thì bồ công anh nóng.
Sự thật:
Bồ công anh nhàm chán và tròn trịa.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh đang nóng.
"Nếu hươu cao cổ buồn bã và nóng nảy thì hươu cao cổ xấu.
Nếu hươu cao cổ sạch sẽ và tốt thì hươu cao cổ nhỏ.
Nếu hươu cao cổ to thì hươu cao cổ có màu tím.
Nếu hươu cao cổ già và đỏ thì hươu cao cổ thông minh.
Nếu hươu cao cổ hạnh phúc hay xinh đẹp thì hươu cao cổ yếu đuối.
Sự thật:
Con hươu cao cổ có màu tím và còn non.
Có thể xác định những điều sau đây về hươu cao cổ:",Không có gì.
"Nếu cây sạch và to thì cây nóng.
Cây xanh xấu thì cây tròn.
Nếu cây đẹp hay vui thì cây lạnh.
Nếu cây có màu xanh hoặc yếu thì cây đó nhanh.
Nếu cây mềm thì cây có màu tím.
Sự thật:
Cây sạch và mềm.
Có thể xác định những điều sau đây về cây:",Cây có màu tím.
"Nếu hoa hồng già hoặc chậm phát triển thì hoa hồng có màu xanh.
Nếu một bông hồng đáng sợ thì đó là bông hồng lớn.
Nếu một bông hồng tròn trịa và thông minh thì đó là bông hồng đẹp.
Nếu một bông hồng tốt thì đó là bông hồng còn non.
Nếu hoa hồng có màu xanh thì hoa hồng đó buồn.
Sự thật:
Hoa hồng tốt và sạch sẽ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng còn non.
"Nếu con bò có màu đỏ và đáng sợ thì đó là con bò tốt.
Nếu con bò có màu xanh lam hoặc vui vẻ thì con bò đó sạch sẽ.
Nếu con bò nhỏ thì con bò đó nhanh.
Nếu con bò thông minh và yếu đuối thì con bò đó chậm chạp.
Nếu con bò lạnh thì con bò buồn.
Sự thật:
Con bò nhỏ và xấu.
Những điều sau đây có thể được xác định về con bò:",Con bò rất nhanh.
"Nếu một con mèo lớn hoặc vui vẻ thì con mèo đó đẹp.
Nếu mèo còn nhỏ thì mèo có hình tròn.
Nếu con mèo màu xanh lá cây thì con mèo màu tím.
Nếu con mèo chậm thì con mèo đó có màu xanh.
Nếu một con mèo thông minh thì con mèo đó thật đáng sợ.
Sự thật:
Con mèo yếu ớt và xanh xao.
Những điều sau đây có thể được xác định về con mèo:",Con mèo có màu tím.
"Nếu Erin mềm thì Erin xấu.
Nếu Erin đẹp hoặc có màu xanh thì Erin có hình tròn.
Nếu Erin buồn thì Erin lạnh lùng.
Nếu Erin xanh và tốt thì Erin còn trẻ.
Nếu Erin nóng bỏng và mạnh mẽ thì Erin thông minh.
Sự thật:
Erin xinh đẹp và chậm rãi.
Những điều sau đây có thể được xác định về Erin:",Erin tròn trịa.
"Nếu bồ công anh còn non hoặc tròn thì bồ công anh có màu tím.
Nếu bồ công anh có màu xanh hoặc vui vẻ thì bồ công anh thật đáng sợ.
Nếu bồ công anh nhanh thì bồ công anh nhàm chán.
Nếu bồ công anh yếu và mạnh thì bồ công anh có màu đỏ.
Nếu bồ công anh già thì bồ công anh chậm.
Sự thật:
Bồ công anh đẹp và xanh.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thật đáng sợ.
