source,target
Quy tắc: = Z = - | Z Z = - = | - Z = = | = = - Z | Kết quả: cá mập dâu cá mập dâu = - =,Z Z = - =
Quy tắc: - Z = Y | Z Y = - | Z - = Y | = - Z Y | Kết quả: đóng dấu blackberry - = việt quất,Z - = Y
Quy tắc: Y + + Z | + + Y Z | Z Y ++ | + Y Z + | Kết quả: quả lê cá mập việt quất + +,Z Y + +
Quy tắc: * - Z * Y | - Y * * Z Z | - Y Z * * | Y*Z* - | Kết quả: - việt quất * * cò cò,- Y * * Z Z
Quy tắc: = X - - | - - = X | - = X - | = X - X X - | Kết quả: = dâu - dâu dâu -,= X - X X -
Quy tắc: - X = Y | =X - Y | Y - X = | Y - X = X | Kết quả: cò việt quất - cá voi hổ mang = cá voi hổ mang,Y - X = X
Quy tắc: * Y = + X | + X Y = * | = X + Y * | X + Y = * | Kết quả: = hải cẩu + sư tử lê *,= X + Y *
Quy tắc: X X - Z = | = Z - X | Z X - = | - = X Z | Kết quả: ngựa vằn - rắn hổ mang chuối =,X X - Z =
Quy tắc: Z - * * | * Z * - | Z * * - | * - * Z Z | Kết quả: * - * kiwi kiwi,* - * Z Z
Quy tắc: X * - Y | * X Y - | - X Y * | Y*X - | Kết quả: cò * - táo,X* - Y
Quy tắc: Z = X = | X Z = = | X Z = = | = X = Z | Kết quả: cò blackberry blackberry = =,X Z = =
Quy tắc: * Y = | * Y = | Y = * | Y * Y = | Kết quả: đóng dấu * đóng dấu =,Y * Y =
Quy tắc: X * - * Z | X * Z * - | X * Z X - * | X * * - Z | Kết quả: cá mập trâu * cá mập trâu ngựa - *,X * Z X - *
Quy tắc: X * - + Z Y | * Z X + Y - | Y X + Z - * | Z + * X - Y | Kết quả: ngựa * - + nho việt quất chim cánh cụt blackberry,X * - + Z Y
Quy tắc: = X + * Y | * + X Y = | = X + * Y | Y * = X + | Kết quả: * + lê cá mập =,* + X Y =
Quy tắc: Y = + | Y + = Y | + Y = | = Y + | Kết quả: việt quất dâu + = việt quất dâu,Y + = Y
Quy tắc: - Z - - | Z - - - | Z Z Z - - - | - - Z - | Kết quả: trâu kiwi trâu kiwi kiwi trâu - - -,Z Z Z - - -
Quy tắc: X = - Z + | X Z - = + | X - = + Z | - = Z X + | Kết quả: - = phong ấn sư tử chuột +,- = Z X +
Quy tắc: Z + * - Y | Z - Y * + | + - Y Z * | + - * YZ | Kết quả: + - ngựa chuối việt quất *,+ - YZ *
Quy tắc: + * + X Z | + + Z*X | + Z X + * | + X Z * + | Kết quả: + * + cò táo kiwi,+ * + X Z
Quy tắc: Z + + Y * | + Z * Y Z + | * + Z + Y | + * Z Y + | Kết quả: + dưa hấu * dưa hấu nho +,+ Z * Y Z +
Quy tắc: = X - Y - | Y - X = - | = - X X - Y | Y - = X - | Kết quả: = - rắn hổ mang đào hổ mang - đào cá voi,= - X X - Y
Quy tắc: Z = X - | = X X - Z | X = - Z | X = - Z | Kết quả: = cá voi đào cá voi đào - đại bàng trâu,= X X - Z
Quy tắc: - X X = = | - = X = | = X = - | = = X - | Kết quả: - chuột đào chuột đào = =,- X X = =
Quy tắc: * * Z X | * * Z X | Z X * * | Z * * X | Kết quả: kiwi việt quất * *,Z X * *
Quy tắc: + + X | + + X | + X + | + + X X | Kết quả: + + cò dưa hấu cò dưa hấu,+ + X X
Quy tắc: Z Z = X * + | X = + Z * | = +X*Z | + Z = * X | Kết quả: ngựa ngựa = trâu dâu đen * +,Z Z = X * +
Quy tắc: Y Z - * * | - *Z Y* | * - Y Z * | * * - Z Y | Kết quả: - * kiwi trâu *,- * Z Y *
Quy tắc: - Z - X | X - - Z X | Z - - X | Z - X - | Kết quả: chim cánh cụt kiwi - - chim cánh cụt kiwi ngựa vằn việt quất,X - - Z X
Quy tắc: + + Y * Z | Y + Z * + | Y*Z++ | * Y ++ Z Y | Kết quả: * việt quất dâu + + chim cánh cụt việt quất dâu,* Y ++ Z Y
Quy tắc: X * - Z | X - Z * | X - Z * | Z - X * | Kết quả: hải cẩu - ngựa vằn dưa hấu *,Z - X *
Quy tắc: X + = Z | X = + Z | = X Z + | + = Z X | Kết quả: = cá voi hải cẩu việt quất +,= X Z +
Quy tắc: X = Z - | = - Z X | = - X Z | - Z X = | Kết quả: = - dâu đen lê chuột kiwi,= - X Z
Quy tắc: * Z + X X | Z * + X | + Z*X | Z * + X | Kết quả: * ngựa + sư tử,* Z + X X
Quy tắc: Y Z ++ + X - | + Z Y X - + | + X - + Y Z | + Y - + X Z | Kết quả: + chim cánh cụt cò - + hải cẩu cá mập táo,+ X - + Y Z
Quy tắc: * + X | X * + | + X X * X | * + X | Kết quả: + đại bàng đại bàng * đại bàng,+ X X * X
Quy tắc: + - X X | + X - | - X + | - X + | Kết quả: + - cá mập chuột cá mập chuột,+ - X X
Quy tắc: + = Z Y | + = Y Z Y | = Z + Y | = Y + Z | Kết quả: + = cá voi việt quất ngựa vằn cá voi việt quất,+ = Y Z Y
Quy tắc: X - Y * | Y* - X Y | *X - Y | Y* - X | Kết quả: chuột * - chuột ngựa vằn nho,Y* - XY
Quy tắc: X + Z - + | X - X Z ++ | + + Z - X | + X Z - + | Kết quả: lê đại bàng - lê đại bàng cò dâu + +,X - X Z + +
Quy tắc: - Z + * X | X + * Z - | * X - Z + | X + Z * - | Kết quả: chuối dâu + đại bàng cò * -,X + Z * -
Quy tắc: Y * X + | + * YX | Y Y + * X | * Y X + | Kết quả: dấu đại bàng dấu đại bàng + * chuột sư tử,Y Y + * X
Quy tắc: Z * * X - | Z * * - X | * * Z X - | * X Z * - | Kết quả: * * sư tử kiwi -,* * Z X -
Quy tắc: X * Y - | * Y - X | - *X Y | X * Y - | Kết quả: sư tử * lê kiwi -,X * Y -
Quy tắc: + = Y | + Y = | = + Y Y | Y + = | Kết quả: = + dưa hấu dưa hấu,= + Y Y
Quy tắc: + Z Y X = + | X Y + = Z + | + X = + Y Z | + + = Z X Y | Kết quả: rắn hổ mang việt quất + = chuột trâu +,X Y + = Z +
Quy tắc: * + Y = Z | = Z Y * + | YZ = + * | + = Y*Z | Kết quả: + = đại bàng đào * hải cẩu hổ mang,+ = Y * Z
Quy tắc: = - Z Z Y | - = YZ | Z = - Y | - Z Y = | Kết quả: = - táo lê táo lê cá voi,= - Z Z Y
Quy tắc: Y X * = - | * X Y - = | = - * Y X | - Y * X = | Kết quả: cá mập táo ngựa * = -,Y X * = -
Quy tắc: Z X * + X * | * + Z * X | * X Z + * | + X Z * * | Kết quả: chim cánh cụt cò * + cò *,Z X * + X *
Quy tắc: Z X + Y - + | - X + Y Z + | - + X Z Y + | - + Z Y X + | Kết quả: chuối việt quất kiwi + chuột chuối - +,Z X + Y - +
Quy tắc: * + Y = Z | * = + Y Z | * + Y = Z | Y + Z * = | Kết quả: * = + dâu cá mập dâu,* = + Y Z
Quy tắc: = Y * X | = * X Y | * Y X = | Y = * X | Kết quả: = * trâu sư tử dâu,= * X Y
Quy tắc: * = YZ | YZ * = | = Z * Y | Z * Y = | Kết quả: sư tử * đại bàng blackberry =,Z * Y =
Quy luật: Y - Z = = | Z = Y - = | Y - = = Z | = = Z - Y | Kết quả: đại bàng - = = dưa hấu,Y - = = Z
Quy luật: Z X - Y = | X Y = - Z | Y - Z = X | X = Z Y - | Kết quả: cá voi sư tử lê - chuối =,Z X - Y =
Quy tắc: + Y Y * | Y + * | * + Y | + * Y | Kết quả: + đại bàng ngựa đại bàng *,+ Y Y *
Quy tắc: + X * = | = X * + | = X + * X | * + X = | Kết quả: = chuột cá mập + * chuột cá mập,= X + * X
Quy tắc: Y + * X | * Y + X | + * X Y | * X Y + | Kết quả: * hải cẩu ngựa vằn chuối +,* X Y +
Quy tắc: Z - = Z Y + | + = - YZ | YZ - = + | YZ = + - | Kết quả: hải cẩu ngựa vằn - = hải cẩu ngựa vằn đào +,Z - = Z Y +
Quy tắc: X * - | * X - | - X*X | X * - | Kết quả: - rắn hổ mang sư tử * rắn hổ mang sư tử,- X * X
Quy tắc: * * YZ | Y*Z* | YZ * * | Z Y * * Y | Kết quả: con dấu đào ngựa vằn * * con dấu đào,Z Y * * Y
Quy tắc: = X Z - | Z = X - | X - = Z | = X Z - | Kết quả: rắn hổ mang = đại bàng -,Z = X -
Quy tắc: * Z + = Y | * = YZ + | Z + Y * = | = YZ * + | Kết quả: * = lê chim cánh cụt kiwi dưa hấu +,* = YZ +
Quy tắc: * Z Y = X | = Y * Z X | YZ = * X | X Z = * Y | Kết quả: hải cẩu sư tử = * chim cánh cụt cò,YZ = * X
Quy tắc: + Y + * X | + + X Y * | X * Y ++ | Y + * + X | Kết quả: dưa hấu * dâu + +,X * Y + +
Quy tắc: X * - + Y | * - + YX | Y X * - + | Y - X + * | Kết quả: trâu cá mập * - + cá voi,X * - + Y
Quy tắc: - X Z = + | + - Z X = | + - X = Z | Z = + - X | Kết quả: kiwi = + - ngựa vằn,Z = + - X
Quy tắc: + - X Y | Y - X + | + X Y - X | Y + - X | Kết quả: + chim cánh cụt lê chuột - chim cánh cụt lê,+ X Y - X
Quy tắc: * Y = X = | = Y = * X | Y * = = X X | * = Y = X | Kết quả: việt quất * = = dưa hấu dưa hấu,Y * = = X X
Quy tắc: Y * X = | * Y = X | * = X Y | = * X Y | Kết quả: = * sư tử chim cánh cụt cò táo,= * X Y
Quy tắc: = Y X = | = Y X = | X Y = Y = | Y = X = | Kết quả: cò đại bàng = cò =,X Y = Y =
Quy tắc: X * * Y = | Y X = * * | = Y * * X | X * = Y * | Kết quả: trâu dâu*=nho sư tử*,X * = Y *
Quy tắc: = = Y = Z | = = = Z Z Y | = Z Y = = | = Y = = Z | Kết quả: = = = cò cò sư tử,= = = Z Z Y
Quy tắc: - Z - Y | - - Z Y | Z - - Y | - Y - Z | Kết quả: - - chim cánh cụt blueberry cá voi hổ mang,- - Z Y
Quy tắc: Y Z + + + | + Y Z ++ + | + Y Z ++ + | YZ + Z ++ | Kết quả: nho chim cánh cụt việt quất + việt quất + +,YZ + Z + +
Quy tắc: X - = Y = | = - = Y X | - X Y = = | = - = Y X | Kết quả: chim cánh cụt việt quất - = dâu cá mập =,X - = Y =
Quy tắc: Y Z + = | + = Z Y | = Z Y + | Y + = Z Y | Kết quả: sư tử chim cánh cụt + = đào dâu sư tử chim cánh cụt,Y + = Z Y
Quy tắc: * Z * Y = | Z Y = * * | = * Z Y * | = * Z Y * | Kết quả: = *chuối chim cánh cụt*,= * Z Y *
Quy tắc: * = Z Y - Y | = * - YZ | Y - = Z * | * = YZ - | Kết quả: * = trâu cá mập - trâu,* = Z Y - Y
Quy tắc: X = Z * = | Z X * = = | = X * Z = | * = X Z = | Kết quả: chuột ngựa vằn = chuột việt quất * =,X = Z * =
Quy tắc: = - X Z = | = Z = - X | = - X Z = | = X Z = - | Kết quả: = - chuột trâu nho =,= - X Z =
Quy tắc: - X Y * * | Y * * X - | * X Y - * | * - X * Y | Kết quả: - sư tử nho việt quất * *,- X Y * *
Quy tắc: = - Y + X Z | = Z - X + Y | Z + = Y - X | - Y + X Z = | Kết quả: - nho kiwi + ngựa vằn hổ mang =,- Y + X Z =
Quy tắc: X = - Z | - = X Z | - Z = X | Z X - = X | Kết quả: cò lê sư tử - = sư tử,Z X - = X
Quy tắc: - + Z | Z - + | Z Z - Z + | + - Z | Kết quả: chuối đào chuối đào - chuối đào +,Z Z - Z +
Quy tắc: X = = YZ | Z = X = Y | = Y = X Z | = X Z Y = | Kết quả: đào = cá mập dưa hấu = đào lê,Z = X = Y
Quy tắc: X + Y - Z | - Y X Z + | Y + Z - X | Z - Y + X | Kết quả: - cá voi ngựa vằn kiwi đào +,- Y X Z +
Quy tắc: * Z X - + | X + - Z * | X Z - * + | - X + Z * | Kết quả: chuối ngựa vằn + - hải cẩu *,X + - Z *
Quy tắc: + * * X Y | + * * Y X | X Y + * * | + * X Y * | Kết quả: + * * chuối cò kiwi,+ * * YX
Quy tắc: + Y * X + Y | + + X Y * | X * + + Y | Y + * + X | Kết quả: + chim cánh cụt * lê lê + chim cánh cụt,+ Y * X + Y
Quy tắc: + Z X - | - X + Z | - Z + X | Z Z + - X | Kết quả: trâu trâu + - ngựa sư tử,Z Z + - X
Quy tắc: Y = Y * | = * Y | = Y * | Y * = | Kết quả: rắn hổ mang = rắn hổ mang *,Y = Y *
Quy tắc: Z - + - | Z Z - - + | - Z + - | - Z - + | Kết quả: trâu trâu - - +,Z Z - - +
Quy tắc: Z X + * | Z * + X | X Z + * | * Z X + | Kết quả: chim cánh cụt * + cá voi kiwi,Z * + X
Quy tắc: + X + Y | + X Y + | + Y + X | + X + Y | Kết quả: + đào dâu + sư tử,+ X + Y
Quy tắc: + X + Z Y - | + - + Z X Y | X - + Y + Z | + - X Z Y + | Kết quả: chim cánh cụt kiwi - + cò nho + chim cánh cụt hải cẩu,X - + Y + Z
Quy tắc: - Y - Y | Y - - | - Y - | - - Y | Kết quả: - dưa hấu dâu đen - dưa hấu dâu đen,- Y - Y
Quy tắc: - X + | - X + | + - X | X - X + X | Kết quả: ngựa - ngựa + ngựa,X - X + X
Quy tắc: = Y Z - | Z - Y = | YZ = - | Y = - Z | Kết quả: sư tử chim cánh cụt = - chuột việt quất,Y = - Z
Quy tắc: = X X - Z | Z X = - | = Z - X | Z = - X | Kết quả: = trâu dưa hấu trâu dưa hấu - đại bàng,= X X - Z
Quy tắc: - * X Z | Z X * - | Z - * X | * - X Z | Kết quả: * - cò cá mập blackberry,* - X Z
Quy tắc: = * - X | X X - = * | = * X - | - * X = | Kết quả: dấu niêm phong - = *,X X - = *
Quy tắc: * Z * X Y | Z * Y X * | Y*X*Z | Y * Z X * | Kết quả: đại bàng * ngựa nho *,Z * Y X *
Quy tắc: = - Z Y | Z - = Y | Y - = Z | - YZ = | Kết quả: kiwi - = sư tử cá voi,Y - = Z
Quy tắc: Y + Z * | Y* + Z | Y* + Z | * Z + Y Y | Kết quả: * chuối ngựa + chim cánh cụt việt quất chim cánh cụt việt quất,* Z + Y Y
Quy tắc: Y Z + + | Y ++ Z | Y ++ Z | Z + Y + | Kết quả: táo + sư tử việt quất +,Z + Y +
Quy tắc: Y Y = Y * | * = Y | * = Y | * = Y | Kết quả: chim cánh cụt ngựa vằn chim cánh cụt ngựa vằn = chim cánh cụt ngựa vằn *,Y Y = Y *
Quy tắc: = X + | X = X + | X + = | X = + | Kết quả: dâu = dâu +,X = X +
Quy tắc: Y + Z X - | X - + Y Z | - + Z X Y | X + - YZ | Kết quả: - + chim cánh cụt chim cánh cụt blackberry sư tử dâu tây,- + Z X Y
Quy tắc: Z Y = - = | YZ - = = | = - = YZ | Y - = = Z | Kết quả: chuối - = = lê,Y - = = Z
Quy tắc: Y + + + Z | Z Y ++ + + | Y Z ++ + + | + Z + Z + Y | Kết quả: + chim cánh cụt + chim cánh cụt + chuột trâu,+ Z + Z + Y
Quy tắc: * * X Y = | X Y * = * | X Y = * * | = * X * Y | Kết quả: * * rắn hổ mang chim cánh cụt blackberry =,* * X Y =
Quy tắc: = Y Z = = | Z Y = = = | Y = = = Z | = Z = Y = | Kết quả: sư tử đào táo kiwi = = =,Z Y = = =
Quy tắc: * Y + X | X * Y + | X * Y X + | X + * Y | Kết quả: ngựa * ngựa hổ mang +,X * Y X +
Quy tắc: = * X X | = * X | X * = | * = X | Kết quả: = * rắn hổ mang đào rắn hổ mang,= * X X
Quy tắc: = X + | + = X | + X = | X X + = | Kết quả: dâu dâu + =,X X + =
Quy tắc: * Y - | * Y - Y Y | Y - * | * - Y | Kết quả: * seal - seal seal,* Y - Y Y
Quy tắc: X - Y * | - Y*X | * Y - Y X | X* - Y | Kết quả: * trâu - trâu cò sư tử,* Y - Y X
Quy tắc: + Y X = | = X Y + | X Y = + | + = Y X | Kết quả: = táo sư tử +,= X Y +
Quy tắc: Y = Z * | = Y * Z | * Z = Y | Z = * Y | Kết quả: = dâu tây * chuối đào,= Y * Z
Quy tắc: Z + = X + | X + = + Z | + + X Z = | + X = Z + | Kết quả: + + chim cánh cụt táo đại bàng nho =,++ X Z =
Quy tắc: = X - | X = - | = - X X | - = X | Kết quả: = - cò lê lê cò,= - X X
Quy tắc: X * Z = | * X Z = | X * X Z = | = * X Z | Kết quả: nho nho * cá mập táo nho nho =,X * X Z =
Quy tắc: + X Z - - | + - Z X - | - + Z X - Z | X + Z - - | Kết quả: - + cò ngựa táo - ngựa cò,- + Z X - Z
Quy tắc: Z + Y * | + Z Y* | Z Y * + | Y* + Z | Kết quả: lê cò nho * +,Z Y * +
Quy tắc: X - + Y Z | YZ - X + | Y - + Z X | X Z - Y + | Kết quả: Hải cẩu chuối - + chuột cống,Y - + Z X
Quy tắc: * - Z Z * | Z * - * | * Z - * | Z * * - | Kết quả: * - cò cò cò cò *,* - Z Z *
Quy tắc: = = YZ | = Z Y = | = Z Z Y = | YZ = = | Kết quả: = cá mập ngựa cá mập ngựa cò =,= Z Z Y =
Quy tắc: Z - = + X | X = + - Z | Z + - = X | Z X - + = | Kết quả: nho kiwi - + =,Z X - + =
Quy tắc: Y X Y * = = | = Y * X = | * = X Y = | X = Y * = | Kết quả: chuối dấu chuối * = =,Y X Y * = =
Quy tắc: X + Y = Y | X + = Y | + = Y X | X Y = + | Kết quả: chuột đại bàng + chuột táo = chuột táo,X + Y = Y
Quy tắc: Z Y + * X | Y Z X * + | YZ + * X | Z X Y * + | Kết quả: táo kiwi đào sư tử * +,YZ X * +
Quy tắc: Y = * Z | = Y * Z | * Z Y = | = Z Y * | Kết quả: lê lê = * ngựa vằn,Y = * Z
Quy tắc: = Z + X * | + = Z * X | * = X Z + | X + = Z * | Kết quả: = ngựa vằn cò + cá voi *,= Z + X *
Quy tắc: - - X Z * | * X Z - - | * Z - X - | - * Z X X - | Kết quả: - * ngựa vằn quả lê -,- * Z X X -
Quy tắc: - * Z * Y | *-Y*Z | - Z Y * * | - Y**Z | Kết quả: - trâu * * cá voi,- Y * * Z
Quy tắc: Y * Y X * * | X * * Y * | X * * Y * | * * Y * X | Kết quả: cá voi blackberry * cá voi blackberry cobra nho * *,Y * Y X * *
Quy tắc: * X Y * - | * X - * Y | * X - * Y | * * Y X - | Kết quả: * cá mập chuối - * chuối đào,* X - * Y
Quy tắc: Y = + - | + = Y - | - + = Y | Y Y Y + - = | Kết quả: táo chim cánh cụt táo chim cánh cụt táo chim cánh cụt + - =,Y Y Y + - =
Quy tắc: Y * - Y | Y - * | Y - * | - Y* | Kết quả: shark rat * - shark rat,Y* - Y
Quy tắc: X - + Y - | + - X - Y | X - Y - + | X + - - Y | Kết quả: ngựa vằn cò - táo - +,X - Y - +
Quy tắc: * X = | * = X | X * = | X * = X | Kết quả: chuối lê * = chuối lê,X * = X
Quy tắc: X Z + * * | X * * + Z | * X + * Z | X + * * Z | Kết quả: đào + * * lê cá voi,X + * * Z
Quy tắc: Y Z - = - X | Z - X Y - = | Y - Z - = X | - = - X Z Y | Kết quả: dưa hấu - hổ mang chúa chim cánh cụt - =,Z - X Y - =
Quy tắc: = Z + | + Z = | Z = + | Z Z + = | Kết quả: blackberry blackberry + =,Z Z + =
Quy tắc: X - = | - X = X | X - = | X - = | Kết quả: - cò = cò,- X = X
Quy tắc: + X Y + = | Y = + + X | Y = + X + | + X = + Y | Kết quả: + đào dâu = + chim cánh cụt,+ X = + Y
Quy tắc: * Y * Y | * Y * | * * Y | * * Y | Kết quả: * chuối cò * chuối cò,* Y * Y
Quy tắc: * X Z - | Z - * X | - X*Z | - Z*X | Kết quả: *trâu chuối -,* X Z -
Quy tắc: Y = - X | X - Y = | Y X - = | X = - Y | Kết quả: cá voi chuối việt quất - =,Y X - =
Quy tắc: = + Y X | Y X = + | X Y = + | X Y + = | Kết quả: ngựa đào việt quất + =,X Y + =
Quy tắc: Z = * X + | = X + Z X * | + Z X * = | X * = Z + | Kết quả: = đào + đào dâu trâu *,= X + Z X *
Quy tắc: X - Y * | X - * Y | Y X * - | * - Y Y X | Kết quả: * - sư tử cò,* - Y Y X
Quy tắc: X * = Y Y | Y = X * | Y = X * | * X = Y | Kết quả: ngựa * = đào đào,X * = Y Y
Quy tắc: X = + Y | X Y + = | + Y = X | X = + Y | Kết quả: blackberry táo cá mập + =,X Y + =
Quy tắc: + = Z | Z + = Z | = Z + | = + Z | Kết quả: kiwi + = kiwi,Z + = Z
Quy tắc: Y * * Y | Y * * | * * Y | * * Y | Kết quả: chim cánh cụt chim cánh cụt * * chim cánh cụt chim cánh cụt,Y * * Y
Quy tắc: = - X - Z | - X - Z = | - X = Z - | X X - - = Z | Kết quả: cá mập cá mập - - = sư tử chim cánh cụt,X X - - = Z
Quy tắc: * = Y = X Y | = X = * Y | = Y X * = | X = * Y = | Kết quả: * = đào = đào chuối,* = Y = X Y
Quy tắc: + * + Y | Y + * + | Y * + + | Y + * Y + | Kết quả: nho đào + * nho đào +,Y + * Y +
Quy tắc: * Z Z + | + * Z | +Z* | Z + * | Kết quả: *nho ngựa vằn nho ngựa vằn +,* Z Z +
Quy tắc: = + Y - Z | Z - = + Y | = Z Z - Y + | = + Y Z - | Kết quả: = ngựa ngựa - đại bàng +,= Z Z - Y +
Quy tắc: Y Y + = | = + Y | = + Y | + = Y | Kết quả: chuối dâu chuối dâu + =,Y Y + =
Quy tắc: + - - Y X | X Y + - - | Y - X - + | + X - Y - | Kết quả: đào - dâu - +,Y - X - +
Quy tắc: = Z + = | Z = Z Z = + | = = Z + | = + Z = | Kết quả: kiwi = kiwi kiwi = +,Z = Z Z = +
Quy tắc: * + * Y X | X * * Y + | + * X * Y | * Y * X + | Kết quả: dâu đen * * nho +,X * * Y +
Quy tắc: Z + * Y | Z * Y + | Z * Y + | YZ * + Y | Kết quả: rắn hổ mang đại bàng * + đại bàng,YZ * + Y
Quy tắc: + = Y X Y | Y X = + | + = Y X | = Y X + | Kết quả: + = dâu ngựa vằn ngựa vằn dâu ngựa vằn,+ = Y X Y
Quy tắc: = Y = * | Y * = = | = = * Y | = Y = Y * Y | Kết quả: = rắn hổ mang sư tử = rắn hổ mang sư tử * rắn hổ mang sư tử,= Y = Y * Y
Quy tắc: * Y = X - | = * Y X - | = * X - Y | Y Y = * - X | Kết quả: seal seal = * - cò dâu,Y Y = * - X
Quy tắc: Z Z + = * | Z + * = | Z * + = | + Z * = | Kết quả: chim cánh cụt chim cánh cụt chim cánh cụt + = *,Z Z + = *
Quy tắc: - - Y + | + - Y - Y Y | + Y - - | - - + Y | Kết quả: + - cá voi việt quất - cá voi việt quất cá voi việt quất,+ - Y - Y Y
Quy tắc: - - * Y Z | Z - - * Y | - Y*Z - | Y - - Z * | Kết quả: táo - - chim cánh cụt *,Y - - Z *
Quy tắc: X * * Y + | + * X * Y | * X + * Y Y | * + * YX | Kết quả: * chim cánh cụt cò + * seal seal seal seal,* X + * Y Y
Quy tắc: * - X Z | * - X Z | Z - * X | - X*Z | Kết quả: * - hải cẩu cá voi hổ mang việt quất,* - X Z
Quy tắc: Z + Y * + | + Y * Z + | Y + * Y Z + | Y * + Z + | Kết quả: ngựa chim cánh cụt + * chim cánh cụt ngựa chim cánh cụt +,Y + * Y Z +
Quy tắc: * X + | + * X X X | X * + | X + * | Kết quả: +* ngựa ngựa ngựa,+ * X X X
Quy tắc: = = Z - | = Z = - | Z = = Z - | = Z = - | Kết quả: quả việt quất = = quả việt quất -,Z = = Z -
Quy tắc: Z + * X | Z + * X | Z X + * | +ZX* | Kết quả: táo + * việt quất,Z + * X
Quy tắc: X * Z * | Z X * * Z | Z*X* | Z*X* | Kết quả: sư tử chuối kiwi * * chuối kiwi,Z X * * Z
Quy tắc: Y + * | + Y* | + Y* | Y * + Y | Kết quả: chuột lê * + chuột lê,Y * + Y
Quy tắc: + * X | X * + X | X + * | * X + | Kết quả: chuối táo * + chuối táo,X * + X
Quy tắc: = Y = Z = X | Y = = = Z X | X = Y = Z = | X = Y = Z = | Kết quả: blackberry = cá mập hổ mang = ngựa =,X = Y = Z =
Quy tắc: + = = Z | Z = = + Z | = = + Z | = = + Z | Kết quả: dâu = = + dâu,Z = = + Z
Quy luật: + Z - Y X | X - + Z Y | X Y + Z - | Y - Z X + | Kết quả: táo kiwi + táo -,X Y + Z -
Quy tắc: Z * Y X + = | Y X Z * = + | + X = Z * Y | Y + * X Z = | Kết quả: phong ấn ngựa vằn chuối chuột đào * = +,Y X Z * = +
Quy tắc: Y = = X | Y = X = | X = Y = X | X = Y = | Kết quả: ngựa = chim cánh cụt kiwi = ngựa,X = Y = X
Quy tắc: X = - = Z | = X = - Z | - X==Z | = - Z = X | Kết quả: = cá mập dâu = - sư tử việt quất,= X = - Z
Quy tắc: = = - Y | = - Y = | = - Y = | = - Y = Y | Kết quả: = - chim cánh cụt = chim cánh cụt,= - Y = Y
Quy tắc: - Y Z - | - - Z Y | - YZ - | - Z - Y | Kết quả: - - rắn hổ mang cò,- - Z Y
Quy tắc: Y = * Z | Y * Z = | = YZ * | YZ = * | Kết quả: chim cánh cụt sư tử dưa hấu chuối = *,YZ = *
Quy tắc: X = = | X = = X | = = X | = X = | Kết quả: hải cẩu = = lê hải cẩu,X = = X
Quy tắc: Y + Z * | Z * Y + | Y + * Z | YZ * + | Kết quả: sư tử lê + dâu đen *,Y + Z *
Quy tắc: + - Z Y - | Z - + Y - | - YZ - + | - YZ - + | Kết quả: - chuột chim cánh cụt - +,- YZ - +
Quy tắc: Z * = * | * Z = Z * | Z * = * | Z = * * | Kết quả: *quả lê = quả lê*,* Z = Z *
Quy tắc: Z = X - | Z = X - | - Z X = | - = X Z | Kết quả: ngựa vằn = nho -,Z = X -
Quy tắc: X = X Z - = | = Z = - X | X - = = Z | X Z = = - | Kết quả: trâu ngựa = trâu ngựa việt quất - =,X = X Z - =
Quy tắc: Y + - X * X | X - * Y + | Y + X * - | - Y* + X | Kết quả: trâu dâu + - ngựa * ngựa,Y + - X * X
Quy tắc: X - Y Z * | * X Z Y - | * X - Z Y | * Z X Y - | Kết quả: * đào sư tử cá voi cá mập đào -,* Z X Y -
Quy tắc: Z Y + = - | = Z - + Y | + - YZ = | = Z Y + - | Kết quả: = ngựa vằn - + việt quất,= Z - + Y
Quy tắc: * X Y = * | * = * Y X | * Y X * = | * X * = Y Y | Kết quả: *sư tử* = cá mập dâu cá mập dâu,* X * = Y Y
Quy tắc: * Y - Z = | - = * Z Y | Z Y - * = | Z = * Y - | Kết quả: ngựa vằn = * đại bàng -,Z = * Y -
Quy tắc: - X * Z + | + * Z X - | - X * + Z | - Z X * + | Kết quả: - ngựa * kiwi +,- X * Z +
Quy tắc: + = * Y | * Y + = | = Y + Y * Y | * = + Y | Kết quả: = cò + cò * cò,= Y + Y * Y
Quy tắc: - Y + = | - + Y = | - Y = + | Y Y = - + | Kết quả: việt quất việt quất = - +,Y Y = - +
Quy tắc: = = Z X + Y | = Z + = Y X | Y X Z + = = | = Y = Z + X | Kết quả: = = đào nho cá voi đào + sư tử chim cánh cụt,= = Z X + Y
Quy tắc: X Z = * | Z * Z X = | = X Z * | =X*Z | Kết quả: dưa hấu * ngựa dưa hấu =,Z * Z X =
Quy tắc: + * Y Z - | + Z - * Y | * YZ + - | Z Y - + Z * | Kết quả: ngựa vằn dưa hấu rắn hổ mang dâu - + ngựa vằn dưa hấu *,Z Y - + Z *
Quy tắc: * Z - Y | Z Y - * | Z * Y - | Z* - Y | Kết quả: táo hổ mang đào - *,Z Y - *
Quy tắc: Z = X + | = + Z X | Z + X = | X + = Z | Kết quả: kiwi + nho dâu đen =,Z + X =
Quy tắc: + Y X - = X | Y = X - + | = + - Y X | + Y - X = | Kết quả: + hổ mang đào sư tử - = sư tử,+ Y X - = X
Quy tắc: - X + + Z | + X Z + - | + Z + - X | X - + + Z | Kết quả: - sư tử táo + + đại bàng,- X ++ Z
