source,target
Quy tắc: Y + Z * | * + Z Y | + Z * Y Z | * Y + Z | Kết quả: + dâu tây * hải cẩu dâu tây,+ Z * Y Z
Quy tắc: X Y - * | * - Y X | - X Y * | Y X * - | Kết quả: đại bàng cá mập đại bàng * -,Y X * -
Quy tắc: + X * = | = X * + | * X = X + | = X * + | Kết quả: * chuột = chuột +,* X = X +
Quy tắc: Y = - Y | - = Y | - = Y | Y - = | Kết quả: táo ngựa vằn = - táo ngựa vằn,Y = - Y
Quy tắc: + * X Z | X Z * + | * + Z X | X * + Z | Kết quả: dưa hấu nho chuối shark * +,X Z * +
Quy tắc: + X + | + + X X X | + + X | + X + | Kết quả: + + Trâu cánh cụt Trâu Chim cánh cụt,+ + X X X
Quy tắc: Z * X + Y | Z + X * Y | Y Z + X * | X Z Y + * | Kết quả: ngựa vằn cò nho ngựa vằn +*,X Z Y + *
Quy tắc: Y = Y - - | Y = - - | = Y - - | - - Y = | Kết quả: chim cánh cụt = chim cánh cụt - -,Y = Y - -
Quy tắc: Y = = * X Z | * = Z X Y = | X * = Y Z = | Z = = X Y * | Kết quả: * = rắn hổ mang trâu đại bàng cò dưa hấu =,* = Z X Y =
Quy tắc: X = - Y | Y X = - | = X Y - | = Y X - | Kết quả: lê sư tử chuột = -,Y X = -
Quy tắc: X X + * | + * X | X + * | + * X | Kết quả: con dấu blackberry blackberry con dấu blackberry + *,X X + *
Quy tắc: = X * - | X = * - | * X - = | = X - * X | Kết quả: = táo - * táo,= X - * X
Quy tắc: X Y - - + | + - - X Y | - - + Y X | X - + Y - Y | Kết quả: kiwi đại bàng - + dưa hấu - dưa hấu,X - + Y - Y
Quy tắc: Z - * X - | Z X - * - | * X - Z - | * - Z - Z X | Kết quả: * - đào kiwi - kiwi đào trâu ngựa,* - Z - Z X
Quy tắc: * - Y | Y * - | Y * - Y | - * Y | Kết quả: ngựa vằn cò * - ngựa vằn cò,Y * - Y
Quy tắc: + Z - Y | + Z Y - | Z - + Y | - Z Y + Z | Kết quả: - Kiwi trâu + trâu,- Z Y + Z
Quy tắc: * * = Y X | X = Y * * | = * * X Y | = * * X Y | Kết quả: * * = dưa hấu cá mập dâu tây,* * = Y X
Quy tắc: = - Y | = Y - | - Y = | Y Y = Y - | Kết quả: blackberry blackberry = blackberry -,Y Y = Y -
Quy tắc: * Y + X | * Y + X | + * X Y | X Y * + | Kết quả: + * con cò kiwi sư tử,+ * X Y
Quy tắc: * X * Y * | * Y X * * | Y * X * * | * Y * * Y X | Kết quả: * chuột việt quất * * chuột quất hải cẩu chuột,* Y * * Y X
Quy tắc: * Z X X - | Z * X - | Z * - X | - * Z X | Kết quả: * Dưa hấu dưa hấu ngựa vằn -,* Z X X -
Quy tắc: X Z - Y = | X - Y = Z | Y X - Z = | Y X - = Z | Kết quả: nho dâu tây - ngựa vằn cò = nho,X - Y = Z
Quy tắc: Z = * = | Z = * = | Z = = * | Z = = * Z | Kết quả: trâu = = * trâu,Z = = * Z
Quy tắc: X Y * = + | Y X = * + | X + = Y * | = * Y X + Y | Kết quả: = * dâu việt quất + dâu đen,= * Y X + Y
Quy tắc: + = X Y | = + X Y | X Y = + | Y X + = | Kết quả: = + Hải cẩu rắn hổ mang đại bàng việt quất,= + X Y
Quy tắc: Y = * = X X | Y X = = * | = Y = X * | = X Y * = | Kết quả: dưa hấu = * = cò,Y = * = X X
Quy tắc: * * - X Y | X Y - * * | Y - * * X | X * Y - * Y | Kết quả: dưa hấu sư tử * trâu dâu đen - * trâu dâu đen,X * Y - * Y
Quy tắc: + + X X | + + X | X + + | + + X | Kết quả: + + chuột blackberry rat blackberry,+ + X X
Quy tắc: Z * + = | = Z Z + * Z | Z * + = | Z * + = | Kết quả: = lê + * lê,= Z Z + * Z
Quy tắc: Y + Z + | Y + + Z | + Z + Y | Y Y Z + + | Kết quả: rắn hổ mang rắn hổ mang con dấu táo + +,Y Y Z + +
Quy tắc: * Y * | Y * Y Y * | * Y * | * Y * | Kết quả: chuột cánh cụt * chuột cánh cụt chuột *,Y * Y Y *
Quy tắc: * X + | X X * + | X * + | * + X | Kết quả: nho blackberry nho blackberry * +,X X * +
Quy tắc: Z * * | * * Z Z | * Z * | Z * * | Kết quả: * * trâu dâu tây trâu,* * Z Z
Quy tắc: + Z Y * | Z + * Y | Z * Y + | Y Z * + Y | Kết quả: chuột táo dưa hấu * + táo dưa hấu,Y Z * + Y
Quy tắc: Y + X * * | + X Y * * | * + * Y X | + Y X * * | Kết quả: đào hải cẩu + đại bàng * *,Y + X * *
Quy tắc: = X Z * | Z * X = | Z * = X | * = Z X X | Kết quả: * = trâu đại bàng táo trâu táo,* = Z X X
Quy tắc: * X Z - X * | * - Z X * | Z X * - * | * Z - * X | Kết quả: * Kiwi Horse - Kiwi *,* X Z - X *
Quy tắc: Y x Z = + | Y + Z = X | = Y Z + X | X Z + = Y | Kết quả: = rắn hổ mang đại bàng + cá mập hải cẩu,= Y Z + X
Quy tắc: X - Z * * | Z * Z - X * | * Z X - * | - * Z X * | Kết quả: hải cẩu cò * hải cẩu - chim cánh cụt việt quất *,Z * Z - X *
Quy tắc: * + X Z | Z + * X | + X * X Z | Z * X + | Kết quả: + dâu tây * chim cánh cụt dâu tây,+ X * X Z
Quy tắc: + = Y Z = X | = Y Z + X = | Z x Y = = + | Z = + = X Y | Kết quả: dâu đen cá voi = + = cá voi cánh cụt,Z = + = X Y
Quy tắc: = Y = + | = + = Y | Y = = + | Y + = = Y | Kết quả: đào + = = đào,Y + = = Y
Quy tắc: - * Z = Y | Z * - = Y | = Z * - Y | - Z = * Y | Kết quả: sư tử * - = táo,Z * - = Y
Quy tắc: + + Y - X | Y - X + + | + X + - Y | + Y X + - | Kết quả: + ngựa vằn nho chuột + -,+ Y X + -
Quy tắc: X Y X - = | - X = Y | Y - X = | X - Y = | Kết quả: lê táo cá mập lê táo táo - =,X Y X - =
Quy tắc: * - Y Z + | Y + * Z - | Y - + Z * | Y + * Z - | Kết quả: quả việt quất lê + * chuột chim cánh cụt -,Y + * Z -
Quy tắc: Y Z * Y = | = Z Y * | Z * = Y | Y Z = * | Kết quả: cò việt quất dâu đen cá mập * cá mập blackberry =,Y Z * Y =
Quy tắc: X + + = Z | Z = + + X | Z = + + X | = X + Z + | Kết quả: cò dưa hấu = + + ngựa nho,Z = + + X
Quy tắc: + * X Z | X Z + * | * X Z + | X X * Z + | Kết quả: ngựa vằn chuối ngựa vằn chuối * kiwi việt quất +,X X * Z +
Quy tắc: = * = X Y | Y X = * = | X = * Y = | X * Y = = | Kết quả: ngựa vằn táo = * hải cẩu chuột =,X = * Y =
Quy tắc: Y = + - X | + = Y X - | - = Y + X | = - X + X Y | Kết quả: = - cò + ngựa cò,= - X + X Y
Quy tắc: * Z Y * + X | X Y + * Z * | * + * Y X Z | Z X Y * + * | Kết quả: * + * kiwi dâu tây rắn hổ mang ngựa,* + * Y X Z
Quy tắc: + - Y Z * | - + Z * Y | * Y Z - + | Z Y - * + | Kết quả: - + đào đào * rắn hổ mang cá voi,- + Z * Y
Quy tắc: + X + X - | - + + X | + + - X | - X + + | Kết quả: + cá mập + cá mập -,+ X + X -
Quy tắc: X + + Z = | + = X + Z Z | + X = + Z | Z X + + = | Kết quả: + = sư tử + ngựa nho ngựa,+ = X + Z Z
Quy tắc: Y = * X | * X Y = | = * Y X | * = Y X | Kết quả: * = ngựa vằn táo blackberry ngựa,* = Y X
Quy tắc: Y + + Z + | + Z Y + + | + + Z Y + | + Z + + Y | Kết quả: + chuột dâu đen + + ngựa vằn,+ Z + + Y
Quy tắc: Z + + Y | + Y + Z | Y + Z + Y | Y Z + + | Kết quả: chuột cá mập + sư tử + chuột cá mập,Y + Z + Y
Quy tắc: Z + - Z Y - | + Y - - Z | - - Y Z + | + - Y - Z | Kết quả: rắn hổ mang + - rắn hổ mang blackberry nho -,Z + - Z Y -
Quy tắc: Y Z = + | Y + Z = | = Z Y + | Y Z + = | Kết quả: nho kiwi + cá mập đào =,Y + Z =
Quy tắc: - + X Z = | + = X Z - | X - + Z = Z | + Z - X = | Kết quả: chuối - + lê = lê,X - + Z = Z
Quy tắc: + - Z Y | - + Z Y | + Y Z - | - Z + Y | Kết quả: + - cá mập cá mập cò,+ - Z Y
Quy tắc: X + + - Z | X - + Z + | + X + Z - | - + + Z X | Kết quả: + chuối trâu + việt quất đại bàng -,+ X + Z -
Quy tắc: Z * = | Z * = Z | * Z = | * Z = | Kết quả: ngựa * = ngựa,Z * = Z
Quy tắc: Y * = X | X Y = * | X = Y * | X * = Y | Kết quả: kiwi = chuột việt quất *,X = Y *
Quy tắc: - = Z - X | - = - X Z | - - = Z Z X | X - Z - = | Kết quả: - - = cò cò chuối,- - = Z Z X
Quy tắc: Z Y + * | + * Z Y | Y + Z * | Y Z * + | Kết quả: + * trâu cò kiwi,+ * Z Y
Quy tắc: = Z = - Y | = Z Y - = | = - Z Y = | - Y Z = = | Kết quả: = táo = - đào nho,= Z = - Y
Quy tắc: Z = + | + = Z Z | Z = + | = + Z | Kết quả: + = dưa hấu,+ = Z Z
Quy tắc: X * - Y Y = | * - X = Y | = X - * Y | Y = X - * | Kết quả: chim cánh cụt * - ngựa vằn =,X * - Y Y =
Quy tắc: Y - = Z | Y = Z - | Z = Y - Z | Y - = Z | Kết quả: đại bàng nho = nho dưa hấu - đại bàng nho,Z = Y - Z
Quy tắc: * Z - Y | Y * - Z | Z * - Y | Z - * Y | Kết quả: blackberry * - đào đào,Z * - Y
Quy tắc: = + X + Y | = + Y + X | + Y = X + | = Y + + X | Kết quả: + dưa hấu = đại bàng sư tử +,+ Y = X +
Quy tắc: + Y * = | = Y * + | = * + Y | * = Y + Y | Kết quả: * = chuối blackberry + chuối blackberry,* = Y + Y
Quy tắc: Y Z - = * | = Y - Z * | - Z * Y = | * Z - Y = | Kết quả: = nho - ngựa *,= Y - Z *
Quy tắc: = Y - Z - | Z = - Y - | Y - Z = - | = - - Y Z | Kết quả: = - - con dấu táo đại bàng cò,= - - Y Z
Quy tắc: Y * = = | Y = = * | = * Y Y = | = = * Y | Kết quả: = * chim cánh cụt lê lê =,= * Y Y =
Quy tắc: Z * - Y Y | - Y Z * | Y * Z - | Y * - Z | Kết quả: cá mập * - kiwi kiwi,Z * - Y Y
Quy tắc: - + - X | + - X - | - - + X X | - + X - | Kết quả: - - + cá mập chuối cá mập chuối,- - + X X
Quy tắc: - * Z Y | Z * Y - | Y Z - * | * Z - Y | Kết quả: * Cò - dâu tây,* Z - Y
Quy tắc: + = Z X | Z = + X | Z X + = | Z = + X | Kết quả: cá voi dâu tây = + nho,Z = + X
Quy tắc: - * X Z | Z X - * | Z - * X | X * - Z | Kết quả: sư tử voi sư tử - *,Z X - *
Quy tắc: - Y = X Z | X = Y - Z | = X Y - Z | - Z Y = X | Kết quả: - đào = cá mập đại bàng dưa hấu,- Y = X Z
Quy tắc: + - X - | + - - X | + - - X | - + - X X X | Kết quả: - + - ngựa ngựa,- + - X X X
Quy tắc: X * - | - * X | * X X - X | - * X | Kết quả: * táo táo - táo,* X X - X
Quy tắc: = * + Y | * + Y Y = | * Y + = | Y = * + | Kết quả: * + đại bàng đại bàng đại bàng =,* + Y Y =
Quy tắc: = X Y * | = Y * X | * X = Y | X * = Y | Kết quả: * blackberry lion = lê chuột,* X = Y
Quy tắc: Y - = Z | Z = - Y | - Z = Y | - Z = Y | Kết quả: - rắn hổ mang blackberry = lê trâu,- Z = Y
Quy tắc: Y - Z Y * - | Y * - Z - | Z - Y * - | Y Z - - * | Kết quả: cá voi - cá voi ngựa * -,Y - Z Y * -
Quy tắc: - X X = X + | - X + = | X - + = | + X = - | Kết quả: - đại bàng đại bàng = đại bàng +,- X X = X +
Quy tắc: * * Y Y Y | * * Y | * * Y | Y * * | Kết quả: * * chuối chuối,* * Y Y
Quy tắc: Z - - X | X - - Z | Z X - - | X Z - - | Kết quả: đại bàng - - ngựa blackberry,X - - Z
Quy tắc: * Y Y + | * Y + | * Y + | * Y + | Kết quả: * ngựa vằn dâu tây +,* Y Y +
Quy tắc: Y + = - X | Y X = - + | Y = X - + | + = X - Y | Kết quả: cá voi voi + = - cò chuột,Y + = - X
Quy tắc: + + X Z | X Z + + | X Z X + + | Z X + + | Kết quả: việt quất blackberry dưa hấu việt quất + +,X Z X + +
Quy tắc: * X Z * | X * Z * | Z X * * | * Z * X | Kết quả: đại bàng việt quất đào * *,Z X * *
Quy tắc: = + Y X | X + Y = | X Y X + = | Y = X + | Kết quả: việt quất dâu tây táo blackberry việt quất dâu tây + =,X Y X + =
Quy tắc: X * Z - | Z - X * | Z * X - | X - * Z | Kết quả: đại bàng - * chuối,X - * Z
Quy tắc: Y X Y - - * | X Y - * - | - * X - Y | X - Y * - | Kết quả: dưa hấu sư tử chuột dâu tây dưa hấu sư tử - - *,Y X Y - - *
Quy tắc: = Z - X * | = X Z * - | X * - Z = | = X * - Z | Kết quả: = chuối sư tử * -,= X Z * -
Quy tắc: Z + + Y | Z + + Y | + + Y Z | Y + Z + | Kết quả: chuột trâu + + chim cánh cụt nho,Z + + Y
Quy tắc: Y * * X + | X Y * * + | + * X Y * | X Y * + * | Kết quả: đại bàng trâu ngựa * * +,X Y * * +
Quy tắc: + X Z = Y = | Z Y = + X = | Y = = Z + X | + Y Z = X = | Kết quả: nho = = chuối + cá voi lê,Y = = Z + X
Quy tắc: + = X | + = X X | + = X | X = + | Kết quả: + = dâu tây nho,+ = X X
Quy tắc: Y * = X | = Y * X | Y * = X | * Y X = | Kết quả: đào * = táo kiwi,Y * = X
Quy tắc: - + X Y = | - X Y = + | X - = + Y | - = Y X + | Kết quả: - cò cò kiwi kiwi = +,- X Y = +
Quy tắc: X - Z * | X Z - * | Z X * - | X Z * - | Kết quả: táo chim cánh cụt táo - *,X Z - *
Quy tắc: - Y Z - = | Z Z = Y - - | - Z Y = - | = Y - - Z | Kết quả: cò chim cánh cụt cò chim cánh cụt = cá voi - -,Z Z = Y - -
Quy tắc: = = Z X - | - Z = X = | = X = - X Z | = Z X = - | Kết quả: = cò = - hải cẩu cò,= X = - X Z
Quy tắc: * Y - = | * - = Y | * - = Y | = - Y Y * | Kết quả: = - cò ngựa cò ngựa *,= - Y Y *
Quy tắc: - X Z + | X + Z - | X Z + - | Z - + X | Kết quả: cá voi đào táo + -,X Z + -
Quy tắc: - Y * | Y * - | Y * - | - * Y Y | Kết quả: - * cò cò,- * Y Y
Quy tắc: Z Y = + | + Y Z = | Z + Y = | + Z = Y | Kết quả: + cò dâu đen lê =,+ Y Z =
Quy tắc: Y * + - | * + - Y | - Y Y * + | + - Y * | Kết quả: - con dấu * +,- Y Y * +
Quy tắc: - = Z | Z = - | = Z - Z | - = Z | Kết quả: = hải cẩu sư tử - hải cẩu sư tử,= Z - Z
Quy tắc: + X Z * | X Z + * | X Z * + | X Z * + | Kết quả: đại bàng lê blackberry chuối + *,X Z + *
Quy tắc: - - X | - - X X | - X - | - X - | Kết quả: - - ngựa táo,- - X X
Quy tắc: + Z Z Z = | + = Z | + = Z | Z + = | Kết quả: + trâu trâu =,+ Z Z Z =
Quy tắc: + Y + Y * | * + Y + | * + Y + | * + Y + | Kết quả: + việt quất + việt quất *,+ Y + Y *
Quy tắc: = Y Y * * | * * = Y | * * Y = | * Y * = | Kết quả: = cá voi * *,= Y Y * *
Quy tắc: = - = X | X = = - X X | X - = = | X = - = | Kết quả: cò việt quất = = - cò việt quất cò việt quất,X = = - X X
Quy tắc: + X + Y + | X + + + Y | + + X Y + | + + Y X + | Kết quả: + + dâu nho chim cánh cụt +,+ + X Y +
Quy tắc: + = Z | Z Z = + | Z = + | = + Z | Kết quả: sư tử sư tử = +,Z Z = +
Quy tắc: Z - - Y | Z - - Y | - Z Y - | Z - Y - | Kết quả: rắn hổ mang cánh cụt - - dưa hấu,Z - - Y
Quy tắc: * + + Y X | X + + Y * | X * + Y + | * + Y + X | Kết quả: * + cò dâu đen + kiwi,* + Y + X
Quy tắc: - X Z - | X Z - - | - X - Z | Z X - - | Kết quả: ngựa vằn cá mập đào - -,X Z - -
Quy tắc: - = Z Y | Y = Z - Z | = Z - Y | Z - = Y | Kết quả: việt quất = đại bàng - đại bàng,Y = Z - Z
Quy tắc: + Z Y * | Y Z + * | Y * + Z | + Z Y Y * | Kết quả: + Kiwi sư tử nho việt quất nho việt quất *,+ Z Y Y *
Quy tắc: - * Z * X | X * - Z * | Z * * - X | * Z - X * | Kết quả: rắn hổ mang * * - cò dâu đen,Z * * - X
Quy tắc: + Z X - | Z - Z + X | X + Z - | - + X Z | Kết quả: táo - táo + cá mập ngựa,Z - Z + X
Quy tắc: - + X + Y | X - + Y + | - + X Y + | X + - + Y | Kết quả: - + việt quất + chuột ngựa,- + X + Y
Quy tắc: - Z = = X | Z X - = = | Z - = = X | - = = Z X | Kết quả: cá mập táo hổ mang đào - = =,Z X - = =
Quy tắc: X = * Y - | - Y X * = | - = Y X * | Y = X Y - * | Kết quả: chuột blackberry = cá voi cá voi chuột blackberry - *,Y = X Y - *
Quy tắc: + Y Y * | + * Y | * + Y | + * Y | Kết quả: + kiwi kiwi *,+ Y Y *
Quy tắc: - * X X + | X + - * | - * + X | - + X * | Kết quả: - * Kiwi Shark Kiwi Shark +,- * X X +
Quy tắc: = = Y Z X - | = Y - X Z = | Z = - X = Y | - = X = Z Y | Kết quả: = trâu táo - ngựa dưa hấu sư tử =,= Y - X Z =
Quy tắc: + X - Z | Z - + X | Z X + - | + Z X - | Kết quả: chuối ngựa đào + -,Z X + -
Quy tắc: X - + Z - | - Z - Z X + | - X + - Z | X - - + Z | Kết quả: - Đào ngựa vằn - Dưa hấu đào ngựa vằn +,- Z - Z X +
Quy tắc: Z = = | Z = Z Z = | Z = = | = = Z | Kết quả: đào trâu = trâu đào trâu đào =,Z = Z Z =
Quy tắc: Y = - + X | = - X + Y | - X = Y + | - X Y + = | Kết quả: - táo việt quất = nho +,- X = Y +
Quy tắc: Y - Z * - Z | Y - * Z - | Z - - * Y | Z * Y - - | Kết quả: dâu tây ngựa - chuối * - chuối,Y - Z * - Z
Quy tắc: Z - * | - Z * | Z Z * - | - * Z | Kết quả: con dấu ngựa vằn hải cẩu * -,Z Z * -
Quy tắc: - = Z | = Z - | - Z = Z Z | Z - = | Kết quả: - lê nho = lê nho lê,- Z = Z Z
Quy tắc: - - + X Z Y | Y - Z X + - | Y - + - Z X | Y + X - Z - | Kết quả: rắn hổ mang - chim cánh cụt cá mập quả việt quất nho + -,Y - Z X + -
Quy tắc: X - - = Z | - X = - Z | = X - Z - | - - X = Z | Kết quả: - - chuột = rắn hổ mang,- - X = Z
Quy tắc: X = * Y * | X * Y * = | X * Y * = | Y * = * X | Kết quả: nho * đại bàng cá voi * =,X * Y * =
Quy tắc: X + * Y | X + * Y | + Y X * | * X + Y | Kết quả: dâu tây + * rắn hổ mang nho,X + * Y
Quy tắc: * + * Y | * * + Y | + Y * * | * + Y * Y | Kết quả: * + cá voi * cá voi,* + Y * Y
Quy tắc: - * Y X | X - * Y Y | * X - Y | * Y X - | Kết quả: đại bàng - * cá mập lê lê cá mập,X - * Y Y
Quy tắc: + Z - Y | + Y Z - | + Y * = | Z - + Y | Kết quả: + Hải cẩu trâu - chim cánh cụt,+ Y - Z
Quy tắc: - = Z - | - Z = - | Z = - - | - - Z Z = | Kết quả: - - đại bàng rắn hổ mang đại bàng =,- - Z Z =
Quy tắc: X X = Z - | = X Z - | = Z - X | Z = - X | Kết quả: cá mập cá mập = dâu đào -,X X = Z -
Quy tắc: Z * Y - = | Y Z = * - | = Z Y - * | Y * - Z = | Kết quả: = cá mập chuối sư tử sư tử - *,= Z Y - *
Quy tắc: Y - - = X Z | Y - Z X - = | Y = Z - - X | - X = Y - Z | Kết quả: - hải cẩu = cá voi trâu - trâu hổ mang,- X = Y - Z
Quy tắc: X = Y = * | Y = * = X | = Y X * = | X = = X * Y | Kết quả: nho = = nho * ngựa vằn,X = = X * Y
Quy tắc: + X + Z | + + Z X Z | Z + + X | + + Z X | Kết quả: + + Đại bàng chuột chim cánh cụt đại bàng,+ + Z X Z
Quy tắc: Y * X + | * Y + X | * X Y + | X + * Y | Kết quả: * dưa hấu dưa hấu đào +,* X Y +
Quy tắc: X - * Y | X Y * - | * Y - Y X | - X * Y | Kết quả: * Lion strawberry - lion strawberry seal strawberry,* Y - Y X
Quy tắc: X * Z Y - + | X Z + - * Y | - * Y + Z X | Z Y * + X - | Kết quả: lê việt quất * chim cánh cụt sư tử - +,X * Z Y - +
Quy tắc: + X - Z | Z X + - | X Z + - | X - Z + | Kết quả: dâu tây - dưa hấu +,X - Z +
Quy tắc: - X Z = | X - = Z | X = Z - | X - Z = | Kết quả: lê = cá mập -,X = Z -
Quy tắc: Y - + + X Y | + + X - Y | + + Y X - | X + - Y + | Kết quả: dưa hấu - + + dưa hấu việt quất nho,Y - + + X Y
Quy tắc: Y X - = * Z | Y X Z * - = | X Z - * Y = | Y = - * X Z | Kết quả: cá mập = - * chuột sư tử cá voi,Y = - * X Z
Quy tắc: = * * X Z | X * Z * = | X * = * X Z | Z * X = * | Kết quả: lê chuột * = * trâu lê chuột,X * = * X Z
Quy tắc: + + - X Y | + X - Y + | + - Y + X | + Y X + - | Kết quả: + chuối - cá mập lê +,+ X - Y +
Quy tắc: * + Z * | * Z * Z + | Z * + * | Z * * + | Kết quả: * Cò sư tử * Cò sư tử +,* Z * Z +
Quy tắc: * = = Y X | = = * X Y | = X Y * = | * = = Y X X | Kết quả: * = = trâu đào lê trâu đào,* = = Y X X
Quy tắc: Z * + - Z | + Z * - | - + * Z | + * - Z | Kết quả: cá voi * + - cá voi,Z * + - Z
Quy tắc: + Y * Z + | * Y Z + + | Z Y * + + | + Z Y * + | Kết quả: + ngựa vằn * nho dưa hấu +,+ Y * Z +
Quy tắc: Y Z = * X | = Z X * Y | * X Z Y = | Z = Y * X | Kết quả: hải cẩu ngựa vằn = * trâu lê,Y Z = * X
Quy tắc: Z Y = * + X | + Z x Y = * | Y x Z = * + | Y + = * X Z | Kết quả: hải cẩu trâu cá mập = * + ngựa vằn,Z Y = * + X
Quy tắc: + * Y Z | + Y Z * | Y Z * + Z | * Y + Z | Kết quả: kiwi táo lê * + lê táo,Y Z * + Z
Quy tắc: X - Y Z + - | Y + Z X - - | X + - Y - Z | Z - - + Y X | Kết quả: cá voi - - + hải cẩu quả việt quất táo,Z - - + Y X
Quy tắc: * = X Z * X | * * X Z = | Z * X * = | * * X = Z | Kết quả: * = táo blackberry chuối sư tử * táo blackberry,* = X Z * X
Quy tắc: Y - X + * Z | Z + Y X * - | + * - X Z Y | Z + - X * Y | Kết quả: cá voi + - cá mập đào * chuột,Z + - X * Y
Quy tắc: * Z - | - * Z | - * Z | Z * - Z | Kết quả: táo * - táo,Z * - Z
"Quy tắc: * * = Y | = * Y * | * = * Y Y | * * = Y | Kết quả: * = * việt quất, chuối, việt quất, chuối",* = * Y Y
Quy tắc: Z = - X X * | Z - X * = | Z X = - * | = Z - X * | Kết quả: kiwi rắn hổ mang = - kiwi chim cánh cụt chim cánh cụt *,Z = - X X *
Quy tắc: + X + Z Y | + + X Y Z | + Z X Y + | + + Z X Y | Kết quả: + + chuối chim cánh cụt trâu,+ + Z X Y
Quy tắc: + - Y X * | Y + * X - | - X Y + * | X + Y - * | Kết quả: dưa hấu + * chim cánh cụt cá mập -,Y + * X -
Quy tắc: Z - = X Y = | Y = = - Z X | Z X = Y - = | Y Z = - X = | Kết quả: lê hải cẩu táo = ngựa vằn - =,Z X = Y - =
Quy tắc: * + Z Z X * | + Z X * * | + * X * Z | Z X * * + | Kết quả: * + Cá mập đào sư tử *,* + Z Z X *
Quy tắc: = Y - - Z | = Y - - Z | Y = - - Z | - Z Y - = | Kết quả: = táo - - táo trâu,= Y - - Z
Quy tắc: Y = + Y = | = + Y = | = Y + = | Y + = = | Kết quả: lê dâu = + lê dâu =,Y = + Y =
Quy tắc: X + * | X + * X | + * X | + X * | Kết quả: kiwi + * kiwi,X + * X
Quy tắc: - = X Y X + | Y X - + = | Y X - = + | X - + = Y | Kết quả: - = đại bàng dưa hấu lê dưa hấu dưa hấu +,- = X Y X +
Quy tắc: + + X Y Y + | + + + Y X | X + + + Y | Y + + + X | Kết quả: + + đào đào việt quất +,+ + X Y Y +
Quy tắc: X Z * = Y | Z * X Y = | * X = Z Y | = X Z * Y | Kết quả: = con dấu kiwi ngựa kiwi * chuột cánh cụt,= X Z * Y
Quy tắc: Z X = + | = + Z X | = + Z X | Z + = X | Kết quả: chuột trâu chuột nho = +,Z X = +
Quy tắc: * Y = Z | Y * = Z | Z Y * = | = Z Y * | Kết quả: = ngựa vằn lê kiwi rắn hổ mang *,= Z Y *
Quy tắc: X * - | * X - | X * - | X - * X | Kết quả: trâu - * trâu,X - * X
Quy tắc: = + + X Z | Z + X + = | = X + Z + | + = Z + X | Kết quả: táo nho + ngựa vằn đào + =,Z + X + =
Quy tắc: Y X * Y - | Y * X - | Y * X - | Y - * X | Kết quả: trâu ngựa vằn chuối blackberry * dâu đen chuối -,Y X * Y -
Quy tắc: + - Y X | - + Y X | - + X Y | X - + Y Y | Kết quả: cá mập cá mập - + trâu kiwi trâu kiwi,X - + Y Y
Quy tắc: Y - Z * Y = | Z - = Y * | Z Y - * = | = - Z Y * | Kết quả: đào cá mập - chuột táo * đào cá mập =,Y - Z * Y =
Quy tắc: * - Y | Y * - | Y - * | Y * - Y | Kết quả: trâu đào * - trâu đào,Y * - Y
Quy tắc: X + Y - | X Y + - | X + - Y | X - Y + | Kết quả: đào + - hải cẩu chuột,X + - Y
Quy tắc: = Z * + X | Z + = * X | X * + = Z | + * Z X = | Kết quả: + * sư tử dâu trâu =,+ * Z X =
Quy tắc: Y * X + Y * | + * X * Y | X + Y * * | + * * Y X | Kết quả: kiwi chuột * cá mập + kiwi chuột *,Y * X + Y *
Quy tắc: Y X = = Z | Y = X Z = | Z Y = X = | X = = Z Y | Kết quả: kiwi đào dâu tây blackberry = dưa hấu blackberry =,Z Y = X =
Quy tắc: = X + Z + | + + X = Z | + + Z = X | + = + X Z | Kết quả: = lê cá mập + việt quất trâu +,= X + Z +
Quy tắc: X - + Z Z | - Z X + | - Z X + | - Z + X | Kết quả: đại bàng sư tử - + trâu trâu,X - + Z Z
Quy tắc: Y Y Z = * + | Y + * = Z | * Z = + Y | = Z * + Y | Kết quả: chuối ngựa chuối táo = * +,Y Y Z = * +
Quy tắc: - X - = | = - X - | = - X - | X = - - X | Kết quả: chuột hổ mang = - - chuột hổ mang,X = - - X
Quy tắc: + Z Y - | - Z Y + | - Y Y + Z | + - Y Z | Kết quả: - đào cá voi đào + dâu đen,- Y Y + Z
Quy tắc: + X - Z | + Z - X | + Z X - | X Z + - | Kết quả: + blackberry - chim cánh cụt,+ X - Z
Quy tắc: - Z - - Y | - Y - Z - | Y - - - Z | Y - - - Z Y | Kết quả: rắn hổ mang ngựa vằn - - - rắn hổ mang dâu tây đào,Y - - - Z Y
Quy tắc: X + - X X | - + X | X + - | - + X | Kết quả: lê + - lê lê,X + - X X
Quy tắc: Y Z - = = X | = = X - Y Z | = = Y X - Z | Z = Y = X - | Kết quả: = = rắn hổ mang blackberry - nho đại bàng,= = Y X - Z
Quy tắc: X + Z + Z | X + Z + | X + + Z | + + Z X | Kết quả: chim cánh cụt + chim cánh cụt + chim cánh cụt,X + Z + Z
Quy tắc: - Y X - + | Y X + - - | X Y - - X + | X - Y + - | Kết quả: dưa hấu dưa hấu - - dưa hấu +,X Y - - X +
Quy tắc: - X - Y Z | Z - Y X - | Y - - X Z | Z X - - Y | Kết quả: ngựa - - ngựa cá mập dâu tây,Y - - X Z
