question,target
"Nếu một to và tròn, thì xấu.
Nếu một buồn và nhỏ, thì thật đáng sợ.
Nếu một chậm và trẻ, thì đã già.
Nếu một lạnh, thì có màu đỏ.
Nếu một hạnh phúc, thì nóng.
Điều:
lạnh và tròn.
Những điều sau đây có thể được xác định về:",có màu đỏ.
"Nếu một cây nhàm chán hoặc xanh, thì cây mềm.
Nếu một cây già, thì cây buồn.
Nếu một cây nhỏ và nóng, thì cây xấu.
Nếu một cây tốt và sạch sẽ, thì cây chậm.
Nếu một cái cây yếu, thì cây thật đáng sợ.
Điều:
Cây buồn và nóng.
Những điều sau đây có thể được xác định về cây:",Sự không có.
"Nếu một bông hoa hướng dương đã già, thì hoa hướng dương tròn.
Nếu một bông hoa hướng dương đẹp và lạnh, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương nhanh và yếu, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương là xấu.
Nếu một bông hoa hướng dương hạnh phúc hay nhàm chán, thì hoa hướng dương mềm.
Điều:
Hoa hướng dương vừa vui vừa buồn.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương mềm mại.
"Nếu một con voi già, thì con voi rất khỏe.
Nếu một con voi đáng sợ và lạnh lùng, thì con voi tròn.
Nếu một con voi nhỏ và nhàm chán, thì con voi còn nhỏ.
Nếu một con voi có màu tím, thì con voi mềm.
Nếu một con voi hạnh phúc hay xinh đẹp, thì con voi đang buồn.
Điều:
Con voi nóng và nhỏ.
Những điều sau đây có thể được xác định về con voi:",Sự không có.
"Nếu Alice có màu xanh, thì Alice đã già.
Nếu Alice yếu đuối và nhàm chán, thì Alice to lớn.
Nếu Alice hạnh phúc, thì Alice thật đáng sợ.
Nếu Alice nhỏ, thì Alice sạch sẽ.
Nếu Alice nóng và buồn, thì Alice thật xinh đẹp.
Điều:
Alice đã già và hạnh phúc.
Những điều sau đây có thể được xác định về Alice:",Alice thật đáng sợ.
"Nếu Frank có màu xanh, thì Frank nhanh.
Nếu Frank lớn, thì Frank thật nhàm chán.
Nếu Frank buồn và già, thì Frank mạnh mẽ.
Nếu Frank có màu tím, thì Frank có màu đỏ.
Nếu Frank hạnh phúc, thì Frank sạch sẽ.
Điều:
Frank sạch sẽ và đáng sợ.
Những điều sau đây có thể được xác định về Frank:",Sự không có.
"Nếu một cây anh túc lạnh và mạnh, thì cây anh túc rất đẹp.
Nếu một cây anh túc sạch, thì cây anh túc nhỏ.
Nếu một cây anh túc to và nhàm chán, thì cây anh túc còn non.
Nếu một cây anh túc buồn, thì cây anh túc hạnh phúc.
Nếu một cây anh túc nóng hoặc màu xanh lá cây, thì cây anh túc có màu tím.
Điều:
Cây anh túc mạnh và nóng.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc có màu tím.
"Nếu một cây già và nhàm chán, thì cây có màu xanh.
Nếu một cây mềm và xanh, thì cây rất đẹp.
Nếu một cây tròn, thì cây thật đáng sợ.
Nếu một cái cây nhỏ, thì cây đó thông minh.
Nếu một cây sạch hoặc hạnh phúc, thì cây lớn.
Điều:
Cây sạch sẽ và hạnh phúc.
Những điều sau đây có thể được xác định về cây:",Cây to.
"Nếu Carol già, thì Carol rất đẹp.
Nếu Carol nóng, thì Carol có màu đỏ.
Nếu Carol xấu, thì Carol buồn.
Nếu Carol lạnh lùng, thì Carol rất thông minh.
Nếu Carol yếu đuối, thì Carol hạnh phúc.
Điều:
Carol mạnh mẽ và già nua.
Những điều sau đây có thể được xác định về Carol:",Carol thật xinh đẹp.
"Nếu một cây anh túc nhàm chán hoặc mềm, thì cây anh túc yếu.
Nếu một cây anh túc nhỏ và đỏ, thì cây anh túc rất buồn.
Nếu một cây anh túc trẻ và đẹp, thì cây anh túc đã già.
Nếu một cây anh túc đáng sợ hoặc tốt, thì cây anh túc có màu tím.
Nếu một cây anh túc chậm, thì cây anh túc là xấu.
Điều:
Cây anh túc nhỏ và đỏ.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc buồn.
"Nếu một con hổ đẹp, thì con hổ hạnh phúc.
Nếu một con hổ mềm, thì con hổ lớn.
Nếu một con hổ nhanh và xấu, thì con hổ có màu xanh.
Nếu một con hổ nhàm chán, thì con hổ sạch sẽ.
Nếu một con hổ nóng hoặc nhỏ, thì con hổ tròn.
Điều:
Con hổ nhàm chán và xấu.
Những điều sau đây có thể được xác định về hổ:",Con hổ sạch sẽ.
"Nếu một cây anh túc hạnh phúc, thì cây anh túc là xấu.
Nếu một cây anh túc mạnh, thì cây anh túc nhỏ.
Nếu một cây anh túc nóng hoặc thông minh, thì cây anh túc thật nhàm chán.
Nếu một cây anh túc già hoặc đáng sợ, thì cây anh túc có màu xanh lá cây.
Nếu một cây anh túc buồn và tốt, thì cây anh túc tròn.
Điều:
Cây anh túc thật đáng sợ và nhanh chóng.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc có màu xanh lá cây.
"Nếu một con voi yếu, thì con voi thật nhàm chán.
Nếu một con voi già và chậm, thì con voi có màu xanh.
Nếu một con voi sạch sẽ, thì con voi mềm.
Nếu một con voi mạnh mẽ, thì con voi là tốt.
Nếu một con voi lạnh, thì con voi có màu xanh lá cây.
Điều:
Con voi có màu xanh lam và xanh lá cây.
Những điều sau đây có thể được xác định về con voi:",Sự không có.
"Nếu Dan nóng bỏng hoặc thông minh, thì Dan xấu.
Nếu Dan nhàm chán hoặc hạnh phúc, thì Dan có màu đỏ.
Nếu Dan yếu đuối hoặc mềm mại, thì Dan rất đẹp.
Nếu Dan lớn hoặc chậm, thì Dan có màu xanh.
Nếu Dan lạnh, thì Dan có màu xanh lá cây.
Điều:
Dan chậm và đỏ.
Những điều sau đây có thể được xác định về Dan:",Dan có màu xanh.
"Nếu một con hà mã có màu xanh, thì hà mã có màu tím.
Nếu một con hà mã yếu đuối và buồn bã, thì hà mã rất khỏe.
Nếu một con hà mã mềm hoặc chậm, thì hà mã rất thông minh.
Nếu một con hà mã tròn, thì hà mã lớn.
Nếu một con hà mã sạch hoặc nóng, thì hà mã đã già.
Điều:
Hà mã chậm và xấu.
Những điều sau đây có thể được xác định về hà mã:",Hà mã rất thông minh.
"Nếu một con gấu trúc tròn, thì gấu trúc lớn.
Nếu một con gấu trúc còn nhỏ, thì gấu trúc rất đẹp.
Nếu một con gấu trúc có màu xanh lá cây, thì gấu trúc nóng.
Nếu một con gấu trúc đáng sợ hoặc nhanh chóng, thì gấu trúc có màu đỏ.
Nếu một con gấu trúc yếu và sạch sẽ, thì gấu trúc nhỏ.
Điều:
Gấu trúc sạch sẽ và nhỏ.
Những điều sau đây có thể được xác định về gấu trúc:",Sự không có.
"Nếu Carol sạch sẽ, thì Carol đã già.
Nếu Carol có màu xanh lam và xanh lá cây, thì Carol mềm mại.
Nếu Carol buồn và yếu đuối, thì Carol nóng bỏng.
Nếu Carol nhàm chán hoặc tồi tệ, thì Carol chậm chạp.
Nếu Carol nhỏ, thì Carol lớn.
Điều:
Carol to lớn và nhàm chán.
Những điều sau đây có thể được xác định về Carol:",Carol chậm chạp.
"Nếu một bông hoa hướng dương có màu xanh lá cây hoặc nhàm chán, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương già hoặc khỏe, thì hoa hướng dương nóng.
Nếu một bông hoa hướng dương hạnh phúc hay chậm chạp, thì hoa hướng dương sạch.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương đáng sợ và yếu đuối, thì hoa hướng dương rất đẹp.
Điều:
Hoa hướng dương xấu và già.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương nóng.
"Nếu Carol thông minh, thì Carol chậm chạp.
Nếu Carol xanh hoặc nhàm chán, thì Carol là tốt.
Nếu Carol sạch sẽ, thì Carol còn nhỏ.
Nếu Carol xấu, thì Carol yếu đuối.
Nếu Carol trẻ trung và xinh đẹp, thì Carol có màu đỏ.
Điều:
Carol nhanh chóng và hạnh phúc.
Những điều sau đây có thể được xác định về Carol:",Sự không có.
"Nếu Dan mạnh mẽ và xinh đẹp, thì Dan thông minh.
Nếu Dan nhàm chán, thì Dan lạnh lùng.
Nếu Dan đáng sợ hoặc màu xanh, thì Dan tròn.
Nếu Dan vui vẻ và mềm mại, thì Dan còn trẻ.
Nếu Dan nhanh, thì Dan sạch sẽ.
Điều:
Dan tốt và đáng sợ.
Những điều sau đây có thể được xác định về Dan:",Dan tròn.
"Nếu một cây bồ công anh có màu xanh lá cây hoặc yếu, thì bồ công anh rất đẹp.
Nếu bồ công anh có màu xanh, thì bồ công anh có màu đỏ.
Nếu bồ công anh sạch, thì bồ công anh có màu tím.
Nếu bồ công anh lạnh, thì bồ công anh chậm.
Nếu một cây bồ công anh còn trẻ, thì bồ công anh là tốt.
Điều:
Bồ công anh thông minh và lạnh.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh chậm.
"Nếu một con hổ lớn, thì con hổ chậm.
Nếu một con hổ đẹp, thì con hổ thật nhàm chán.
Nếu một con hổ xấu hoặc tím, thì con hổ còn nhỏ.
Nếu một con hổ đáng sợ, thì con hổ rất nhanh.
Nếu một con hổ có màu xanh lá cây, thì con hổ là tốt.
Điều:
Con hổ đáng sợ và già.
Những điều sau đây có thể được xác định về hổ:",Con hổ rất nhanh.
"Nếu một bông hồng yếu hoặc tím, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng xấu, thì hoa hồng thật nhàm chán.
Nếu một bông hồng nóng, thì hoa hồng đã già.
Nếu một bông hồng chậm và to, thì hoa hồng có màu xanh.
Nếu một bông hồng có màu đỏ hoặc đáng sợ, thì hoa hồng là thông minh.
Điều:
Hoa hồng có màu tím và mạnh mẽ.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có màu xanh lá cây.
"Nếu Frank còn trẻ, thì Frank yếu đuối.
Nếu Frank tròn, thì Frank nóng.
Nếu Frank có màu xanh lá cây hoặc già, thì Frank có màu xanh lam.
Nếu Frank buồn, thì Frank sạch sẽ.
Nếu Frank thông minh, thì Frank rất lớn.
Điều:
Frank buồn và nóng.
Những điều sau đây có thể được xác định về Frank:",Frank sạch sẽ.
"Nếu một cái cây đẹp, thì cây có màu đỏ.
Nếu một cái cây buồn, thì cây là tốt.
Nếu một cây yếu và sạch, thì cây mềm.
Nếu một cây nóng và nhỏ, thì cây có màu xanh.
Nếu một cây chậm hoặc tròn, thì cây to.
Điều:
Cây chậm và sạch.
Những điều sau đây có thể được xác định về cây:",Cây to.
"Nếu một con sóc lạnh, thì con sóc có màu tím.
Nếu một con sóc đáng sợ và hạnh phúc, thì con sóc yếu.
Nếu một con sóc già, thì con sóc buồn.
Nếu một con sóc đẹp và tốt, thì con sóc nóng.
Nếu một con sóc chậm, thì con sóc có màu xanh.
Điều:
Con sóc chậm và nhỏ.
Những điều sau đây có thể được xác định về con sóc:",Con sóc có màu xanh.
"Nếu một con sư tử lạnh và tròn, thì sư tử yếu.
Nếu một con sư tử có màu đỏ, thì sư tử là tốt.
Nếu một con sư tử nhàm chán hoặc sạch sẽ, thì sư tử mềm.
Nếu một con sư tử mạnh mẽ, thì sư tử là xấu.
Nếu một con sư tử trẻ hoặc thông minh, thì sư tử hạnh phúc.
Điều:
Con sư tử tròn và đỏ.
Những điều sau đây có thể được xác định về sư tử:",Con sư tử là tốt.
"Nếu Alice có màu xanh, thì Alice nóng.
Nếu Alice buồn và yếu đuối, thì Alice có màu tím.
Nếu Alice có màu đỏ và tròn, thì Alice nhỏ.
Nếu Alice chậm và già, thì Alice có màu xanh lá cây.
Nếu Alice mạnh mẽ và nhanh nhẹn, thì Alice to lớn.
Điều:
Alice mạnh mẽ và nhanh nhẹn.
Những điều sau đây có thể được xác định về Alice:",Alice to lớn.
"Nếu Alice lớn, thì Alice xấu.
Nếu Alice xinh đẹp, thì Alice có màu xanh lá cây.
Nếu Alice nóng hoặc sạch, thì Alice có màu tím.
Nếu Alice tốt hay đáng sợ, thì Alice yếu đuối.
Nếu Alice chậm chạp, thì Alice hạnh phúc.
Điều:
Alice mềm mại và nóng bỏng.
Những điều sau đây có thể được xác định về Alice:",Alice có màu tím.
"Nếu Frank mạnh, thì Frank chậm.
Nếu Frank nhanh, thì Frank rất đẹp.
Nếu Frank là màu đỏ, thì Frank là xấu.
Nếu Frank có màu xanh lá cây, thì Frank đang buồn.
Nếu Frank còn trẻ, thì Frank tròn.
Điều:
Frank tròn trịa và thông minh.
Những điều sau đây có thể được xác định về Frank:",Sự không có.
"Nếu Dan mềm mại hay chậm chạp, thì Dan thật nhàm chán.
Nếu Dan nóng, thì Dan yếu.
Nếu Dan tốt hay mạnh, thì Dan lớn.
Nếu Dan lạnh hoặc tím, thì Dan còn trẻ.
Nếu Dan đỏ mặt và hạnh phúc, thì Dan thông minh.
Điều:
Dan nóng bỏng và trẻ trung.
Những điều sau đây có thể được xác định về Dan:",Dan yếu đuối.
"Nếu một cây anh túc nóng, thì cây anh túc là tốt.
Nếu một cây anh túc đã già, thì cây anh túc rất đẹp.
Nếu một cây anh túc thông minh hoặc mềm, thì cây anh túc rất mạnh.
Nếu một cây anh túc hạnh phúc, thì cây anh túc có màu đỏ.
Nếu một cây anh túc lạnh, thì cây anh túc có màu xanh.
Điều:
Cây anh túc trẻ và già.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc rất đẹp.
"Nếu một bông hồng chậm, thì hoa hồng mềm.
Nếu một bông hồng còn non, thì hoa hồng có màu đỏ.
Nếu một bông hồng hạnh phúc, thì hoa hồng rất đẹp.
Nếu một bông hồng nóng, thì hoa hồng có màu xanh.
Nếu một bông hồng nhàm chán, thì hoa hồng buồn.
Điều:
Hoa hồng trẻ và to.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có màu đỏ.
"Nếu một con nhím tròn, thì con nhím rất khỏe.
Nếu một con nhím nhàm chán, thì con nhím chậm.
Nếu một con nhím nóng, thì con nhím là tốt.
Nếu một con nhím có màu tím, thì con nhím rất vui.
Nếu một con nhím mềm và to, thì con nhím còn nhỏ.
Điều:
Con nhím nóng và to.
Những điều sau đây có thể được xác định về con nhím:",Con nhím là tốt.
"Nếu Bob to lớn và nóng bỏng, thì Bob là tốt.
Nếu Bob có màu xanh và sạch sẽ, thì Bob có màu đỏ.
Nếu Bob xinh đẹp và tím tái, thì Bob yếu đuối.
Nếu Bob buồn, thì Bob rất thông minh.
Nếu Bob có màu xanh lá cây, thì Bob thật nhàm chán.
Điều:
Bob xinh đẹp và buồn bã.
Những điều sau đây có thể được xác định về Bob:",Bob rất thông minh.
"Nếu một con mèo sạch sẽ, thì con mèo còn nhỏ.
Nếu một con mèo nhỏ, thì con mèo có màu đỏ.
Nếu một con mèo thông minh, thì con mèo thật đáng sợ.
Nếu một con mèo buồn hoặc tròn, thì con mèo đã già.
Nếu một con mèo đẹp, thì con mèo lớn.
Điều:
Con mèo sạch sẽ và đỏ.
Những điều sau đây có thể được xác định về con mèo:",Con mèo còn nhỏ.
"Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương đã già.
Nếu một bông hoa hướng dương tốt, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương có màu đỏ.
Nếu một bông hoa hướng dương to và nóng, thì hoa hướng dương thật nhàm chán.
Điều:
Hoa hướng dương nóng và tím.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương thật đáng sợ.
"Nếu một con gấu xấu, thì con gấu có màu tím.
Nếu một con gấu sạch sẽ, thì con gấu tròn.
Nếu một con gấu già, thì con gấu rất khỏe.
Nếu một con gấu nóng, thì con gấu rất đẹp.
Nếu một con gấu thông minh và chậm chạp, thì con gấu có màu xanh.
Điều:
Con gấu sạch và đỏ.
Những điều sau đây có thể được xác định về con gấu:",Con gấu tròn.
"Nếu một bông hồng tròn, thì hoa hồng nhỏ.
Nếu một bông hồng có màu xanh lá cây, thì hoa hồng sạch.
Nếu một bông hồng thông minh, thì hoa hồng buồn.
Nếu một bông hồng hạnh phúc và trẻ trung, thì hoa hồng lớn.
Nếu một bông hồng mạnh mẽ, thì hoa hồng thật nhàm chán.
Điều:
Hoa hồng mềm và tốt.
Những điều sau đây có thể được xác định về hoa hồng:",Sự không có.
"Nếu một con hươu cao cổ có màu xanh và sạch, thì hươu cao cổ nóng.
Nếu một con hươu cao cổ tròn, thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ già, thì hươu cao cổ là xấu.
Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ còn non.
Nếu một con hươu cao cổ buồn và yếu, thì hươu cao cổ mềm.
Điều:
Hươu cao cổ là tốt và lớn.
Những điều sau đây có thể được xác định về hươu cao cổ:",Sự không có.
"Nếu một bông hồng có màu xanh hoặc nhàm chán, thì hoa hồng đã già.
Nếu một bông hồng nóng, thì hoa hồng hạnh phúc.
Nếu một bông hồng đẹp, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng lớn hoặc tốt, thì hoa hồng tròn.
Nếu một bông hồng mềm hoặc nhỏ, thì hoa hồng chậm.
Điều:
Hoa hồng rất đẹp và to.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng có màu xanh lá cây và tròn.
"Nếu một cây bồ công anh có màu tím, thì bồ công anh là thông minh.
Nếu một cây bồ công anh nóng hoặc nhỏ, thì bồ công anh rất mạnh.
Nếu một cây bồ công anh sạch, thì bồ công anh mềm.
Nếu một cây bồ công anh chậm hoặc đáng sợ, thì bồ công anh có màu đỏ.
Nếu một cây bồ công anh già và to, thì bồ công anh còn non.
Điều:
Bồ công anh buồn và nóng.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh rất mạnh.
"Nếu chuột già hoặc mềm thì chuột nóng.
Nếu một con chuột lớn, thì con chuột tròn.
Nếu một con chuột có màu xanh lá cây, thì con chuột rất đẹp.
Nếu một con chuột nhàm chán hoặc nhanh, thì chuột có màu xanh.
Nếu một con chuột xấu và nhỏ, thì con chuột còn trẻ.
Điều:
Con chuột to và xấu.
Những điều sau đây có thể được xác định về chuột:",Chuột tròn.
"Nếu một cây bồ công anh tròn, thì bồ công anh rất mạnh.
Nếu một cây bồ công anh già hay trẻ, thì bồ công anh thật đáng sợ.
Nếu bồ công anh lạnh, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh có màu xanh lá cây và yếu, thì bồ công anh rất nhanh.
Nếu một cây bồ công anh hạnh phúc hoặc đỏ, thì bồ công anh sạch.
Điều:
Bồ công anh trẻ và xanh.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh thật đáng sợ.
"Nếu một bông hoa hướng dương nhanh hoặc hạnh phúc, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương sạch hoặc lạnh, thì hoa hướng dương thật nhàm chán.
Nếu một bông hoa hướng dương buồn hoặc yếu, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương mạnh mẽ và trẻ, thì hoa hướng dương rất to.
Nếu một bông hoa hướng dương tốt, thì hoa hướng dương có màu xanh lá cây.
Điều:
Hoa hướng dương thật đáng sợ và buồn bã.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương có màu tím.
"Nếu một cây anh túc vui hay buồn, thì cây anh túc nóng.
Nếu một cây anh túc lớn, thì cây anh túc nhanh.
Nếu một cây anh túc chậm, thì cây anh túc còn non.
Nếu một cây anh túc có màu đỏ hoặc nhỏ, thì cây anh túc sạch.
Nếu một cây anh túc đẹp hoặc khỏe, thì cây anh túc rất thông minh.
Điều:
Cây anh túc chậm và sạch sẽ.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc còn trẻ.
"Nếu Alice có màu xanh lá cây, thì Alice buồn.
Nếu Alice hạnh phúc, thì Alice có màu tím.
Nếu Alice có màu đỏ, thì Alice đã già.
Nếu Alice mềm hoặc xấu, thì Alice tròn.
Nếu Alice chậm, thì Alice mạnh mẽ.
Điều:
Alice già và buồn.
Những điều sau đây có thể được xác định về Alice:",Sự không có.
"Nếu một cây bồ công anh buồn, thì bồ công anh tròn.
Nếu một cây bồ công anh là đáng sợ, thì bồ công anh nhỏ.
Nếu một cây bồ công anh già và xấu, thì bồ công anh có màu tím.
Nếu một cây bồ công anh mềm, thì bồ công anh là tốt.
Nếu một cây bồ công anh trẻ hoặc lạnh, thì bồ công anh thật nhàm chán.
Điều:
Bồ công anh có màu xanh và buồn.
Những điều sau đây có thể được xác định về bồ công anh:",Bồ công anh tròn.
"Nếu Frank buồn, thì Frank rất đẹp.
Nếu Frank thông minh, thì Frank hạnh phúc.
Nếu Frank sạch sẽ, thì Frank lạnh.
Nếu Frank đáng sợ và nhỏ bé, thì Frank có màu tím.
Nếu Frank mềm mại, thì Frank nhàm chán.
Điều:
Frank thông minh và chậm chạp.
Những điều sau đây có thể được xác định về Frank:",Frank hạnh phúc.
"Nếu Erin yếu, thì Erin sạch sẽ.
Nếu Erin xinh đẹp hay trẻ, thì Erin đã già.
Nếu Erin buồn hoặc lạnh, thì Erin thật đáng sợ.
Nếu Erin giỏi, thì Erin nhanh.
Nếu Erin có màu đỏ, thì Erin mềm mại.
Điều:
Erin có màu xanh và nóng.
Những điều sau đây có thể được xác định về Erin:",Sự không có.
"Nếu một cây buồn, thì cây tròn.
Nếu một cây khỏe hoặc xanh, thì cây đã già.
Nếu một cây có màu tím và sạch, thì cây hạnh phúc.
Nếu một cây nhàm chán, thì cây mềm.
Nếu một cây nhỏ hoặc chậm, thì cây nóng.
Điều:
Cây mềm và nhỏ.
Những điều sau đây có thể được xác định về cây:",Cây nóng.
"Nếu Dan nhỏ, thì Dan thật đáng sợ.
Nếu Dan mềm, thì Dan có màu xanh lá cây.
Nếu Dan tròn hoặc xanh, thì Dan rất đẹp.
Nếu Dan thông minh hay buồn bã, thì Dan lạnh lùng.
Nếu Dan hạnh phúc và tím tái, thì Dan nhàm chán.
Điều:
Dan già và tròn.
Những điều sau đây có thể được xác định về Dan:",Dan rất đẹp.
"Nếu một cây anh túc lạnh, thì cây anh túc rất vui.
Nếu một cây anh túc nhanh, thì cây anh túc rất mạnh.
Nếu một cây anh túc nhỏ, thì cây anh túc tròn.
Nếu một cây anh túc là tốt, thì cây anh túc đã già.
Nếu một cây anh túc thông minh hoặc nóng, thì cây anh túc mềm.
Điều:
Cây anh túc nhỏ và xấu.
Những điều sau đây có thể được xác định về cây anh túc:",Cây anh túc tròn.
"Nếu một bông hồng có màu đỏ, thì hoa hồng nhỏ.
Nếu một bông hồng mềm, thì hoa hồng là thông minh.
Nếu một bông hồng nhanh, thì hoa hồng buồn.
Nếu một bông hồng còn non thì hoa hồng đã già.
Nếu một bông hồng đẹp hoặc nóng, thì hoa hồng chậm.
Điều:
Hoa hồng có màu đỏ và xanh lá cây.
Những điều sau đây có thể được xác định về hoa hồng:",Hoa hồng nhỏ.
"Nếu Alice tốt, thì Alice nhanh.
Nếu Alice hạnh phúc hoặc thông minh, thì Alice tròn.
Nếu Alice xấu, thì Alice có màu đỏ.
Nếu Alice nhàm chán hoặc già nua, thì Alice buồn.
Nếu Alice sạch sẽ và trẻ trung, thì Alice có màu tím.
Điều:
Alice có màu xanh lá cây và nhỏ.
Những điều sau đây có thể được xác định về Alice:",Sự không có.
"Nếu một con voi sạch sẽ, thì con voi rất khỏe.
Nếu một con voi yếu, thì con voi buồn.
Nếu một con voi lạnh hoặc chậm, thì con voi rất nhanh.
Nếu một con voi xấu, thì con voi rất đẹp.
Nếu một con voi có màu xanh lá cây hoặc đáng sợ, thì con voi đã già.
Điều:
Con voi xấu và yếu.
Những điều sau đây có thể được xác định về con voi:",Con voi buồn và đẹp.
"Nếu Alice lạnh, thì Alice thật đáng sợ.
Nếu Alice có màu đỏ và nhỏ, thì Alice mềm.
Nếu Alice chậm chạp và hạnh phúc, thì Alice thông minh.
Nếu Alice xinh đẹp và trẻ trung, thì Alice có màu xanh.
Nếu Alice mạnh mẽ, thì Alice đã già.
Điều:
Alice mạnh mẽ và chậm chạp.
Những điều sau đây có thể được xác định về Alice:",Alice đã già.
"Nếu một bông hoa hướng dương thông minh, thì hoa hướng dương mềm.
Nếu một bông hoa hướng dương nhanh và chậm, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương buồn, thì hoa hướng dương đã già.
Nếu một bông hoa hướng dương có màu đỏ và nhàm chán, thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương tròn.
Điều:
Hoa hướng dương rất đẹp và thông minh.
Những điều sau đây có thể được xác định về hướng dương:",Hoa hướng dương mềm mại.
"Nếu một con nhím mềm hoặc tốt, thì con nhím sạch sẽ.
Nếu một con nhím buồn hoặc xanh, thì con nhím rất khỏe.
Nếu một con nhím còn nhỏ, thì con nhím tròn.
Nếu một con nhím có màu tím và lạnh, thì con nhím có màu đỏ.
Nếu một con nhím to và thông minh, thì con nhím là xấu.
Điều:
Con nhím buồn và to.
Những điều sau đây có thể được xác định về con nhím:",Con nhím rất khỏe.
"Nếu Bob xấu và thông minh, thì Bob tốt.
Nếu Bob chậm chạp và sạch sẽ, thì Bob thật nhàm chán.
Nếu Bob có màu xanh lá cây, thì Bob có màu đỏ.
Nếu Bob yếu đuối và nhỏ bé, thì Bob đã già.
Nếu Bob nóng hoặc buồn, thì Bob lạnh.
Điều:
Bob nóng bỏng và mạnh mẽ.
Những điều sau đây có thể được xác định về Bob:",Bob lạnh lùng.
"Nếu một con hươu cao cổ có màu đỏ hoặc nóng, thì hươu cao cổ rất đẹp.
Nếu một con hươu cao cổ tròn hoặc trẻ, thì hươu cao cổ thật nhàm chán.
Nếu một con hươu cao cổ đáng sợ hoặc buồn bã, thì hươu cao cổ rất nhanh.
Nếu một con hươu cao cổ sạch hoặc tốt, thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ có màu xanh lá cây và mềm mại, thì hươu cao cổ yếu.
Điều:
Hươu cao cổ già và trẻ.
Những điều sau đây có thể được xác định về hươu cao cổ:",Hươu cao cổ thật nhàm chán.
"Nếu Erin yếu đuối hoặc đáng sợ, thì Erin chậm chạp.
Nếu Erin nóng và xanh lá cây, thì Erin có màu xanh lam.
Nếu Erin xấu, thì Erin nhanh.
Nếu Erin có màu tím, thì Erin nhỏ.
Nếu Erin hạnh phúc và trẻ trung, thì Erin tốt.
Điều:
Erin hạnh phúc và trẻ trung.
Những điều sau đây có thể được xác định về Erin:",Erin là tốt.
"Nếu Alice to lớn và nóng bỏng, thì Alice buồn.
Nếu Alice xinh đẹp và đỏ, thì Alice tốt.
Nếu Alice nhanh, thì Alice hạnh phúc.
Nếu Alice mềm, thì Alice có màu xanh lá cây.
Nếu Alice già, thì Alice mạnh mẽ.
Điều:
Alice to và xanh.
Những điều sau đây có thể được xác định về Alice:",Sự không có.
"Nếu một xấu hoặc đỏ, thì thông minh.
Nếu một có màu xanh và lớn, thì có màu tím.
Nếu một sạch sẽ hoặc mạnh mẽ, thì thật đáng sợ.
Nếu một tốt và nhỏ, thì nóng.
Nếu một buồn hoặc trẻ, thì đã già.
Điều:
mạnh mẽ và xinh đẹp.
Những điều sau đây có thể được xác định về:",thật đáng sợ.
"Nếu Alice nhàm chán, thì Alice có màu xanh.
Nếu Alice xấu và to lớn, thì Alice lạnh.
Nếu Alice già, thì Alice tròn.
Nếu Alice nhỏ, thì Alice thông minh.
Nếu Alice buồn và mềm mại, thì Alice yếu đuối.
Điều:
Alice nhanh và chậm.
Những điều sau đây có thể được xác định về Alice:",Sự không có.
