source,target
Quy tắc: * Y - * | * Y - Y * | * Y * - | - Y * * | Kết quả: * chuối lê - chuối lê *,* Y - Y *
Quy tắc: Z Y + = - | = - Y Z + | + = Z - Y | + = Z - Y | Kết quả: + = trâu dưa hấu - dâu cá voi,+ = Z - Y
Quy tắc: + = - Y X | = - X Y + | = Y X + - | Y - X + = | Kết quả: táo - ngựa blackberry + =,Y - X + =
Quy tắc: Z * X + = | + Z * = X | + = Z * X | + X = Z X * | Kết quả: + dâu đen = đại bàng sư tử dâu tây blackberry *,+ X = Z X *
Quy tắc: X * + = Y Z | * = Y Z X + | + Y = X Z * | * Z + Y = X | Kết quả: + ngựa dâu = đào chim cánh cụt lê *,+ Y = X Z *
Quy tắc: - X Z * | * - Z X | * - X Z | Z - * X | Kết quả: cá voi chuột - * sư tử,Z - * X
Quy tắc: X * = + Z | * = + X Z | * X = Z + | = X + Z * | Kết quả: = dưa hấu + trâu dâu *,= X + Z *
Quy tắc: - * - Y | Y - - * Y | - - * Y | * Y - - | Kết quả: chuối - - * chuối,Y - - * Y
Quy tắc: Z X * Y - | * Y X Z - | Y - X Z * | X Y Z * - | Kết quả: đại bàng dưa hấu chuột * cò dưa hấu -,Z X * Y -
Quy tắc: - - Z Z | - - Z | Z - - | Z - - | Kết quả: - - cá mập cá mập,- - Z Z
Quy tắc: Y + = | + Y = | = Y + | = Y + Y Y | Kết quả: = kiwi + kiwi kiwi,= Y + Y Y
Quy tắc: = X = = Z | = = Z X = | = X = Z = | = = X = Z | Kết quả: = = cò chuối = sư tử voi,= = X = Z
Quy tắc: * X Z * | X * * Z | Z Z * X * | Z X * * | Kết quả: hải cẩu ngựa vằn hải cẩu * chuột táo *,Z Z * X *
Quy tắc: Y - X * | - * X Y | * Y - X | * X - Y | Kết quả: * blackberry - sư tử chuối,* Y - X
Quy tắc: * Z Z * | * Z * | * * Z | * * Z | Kết quả: * Kiwi Kiwi *,* Z Z *
Quy tắc: - = * Z | = * - Z | = - Z * | = Z Z * - | Kết quả: = việt quất * -,= Z Z * -
Quy tắc: Y - - + X | - X + Y - | Y - X + - | - + X Y - | Kết quả: - ngựa táo + cá voi hổ mang -,- X + Y -
Quy tắc: * * X Y | Y * * X | X * Y * X | * * X Y | Kết quả: ngựa vằn * ngựa vằn lê * ngựa vằn,X * Y * X
Quy tắc: - = = X Y | Y = X Y = - | Y - = = X | X Y - = = | Kết quả: con dấu = hải cẩu cá voi = -,Y = X Y = -
Quy tắc: = * * X Z | * = X Z * | = Z X * * | = X * * Z | Kết quả: = * * đại bàng cá mập,= * * X Z
Quy tắc: = X Z - | X Z - = | Z - X = | X = - Z | Kết quả: táo hổ mang - =,X Z - =
Quy tắc: Y = Z = = | Z = = = Y | = Z = = Y | = Y Z = = | Kết quả: lê = = = đào cò,Z = = = Y
Quy tắc: Y Z - + = | Y + = Z - | Y + = Z - | + Z - = Y | Kết quả: + lê ngựa - = đào nho,+ Z - = Y
Quy tắc: + * X | + X * | * X + | X + X * | Kết quả: cò + cò *,X + X *
Quy tắc: + Y Z - | - Y Z + | Y - Z + | Z + Y - | Kết quả: nho - chuối +,Y - Z +
Quy tắc: Y - Z - * | * - Y Z - | Z - Y - Y * | - Z - * Y | Kết quả: cò - cá voi - cá voi *,Z - Y - Y *
Quy tắc: Z = X + | + = Z X | X = Z + | + X = Z | Kết quả: + = rắn hổ mang dâu đen cá mập,+ = Z X
Quy tắc: Z - Y * + X | - Y X + * Z | + - * Z Y X | Z Y + - * X | Kết quả: hải cẩu rắn hổ mang - cá mập * + cá voi,Z - Y * + X
Quy tắc: - Y Y - Y | - Y - | - Y - | Y - - | Kết quả: - nho nho - nho,- Y Y - Y
Quy tắc: * = * Y | = Y * * | = * * Y | Y * * Y = Y | Kết quả: chim cánh cụt ngựa vằn * * chim cánh cụt ngựa vằn = chim cánh cụt ngựa vằn,Y * * Y = Y
Quy tắc: + = Y - Z | Y + Z = - Z | - + Z = Y | + Y - = Z | Kết quả: blackberry + cò = - cò,Y + Z = - Z
Quy tắc: - - X * Z | X - * Z - | - X - * Z | - Z X - * | Kết quả: ngựa vằn cá mập - * ngựa vằn -,X - * Z -
Quy tắc: * Z - - X | * X - Z - | X * Z - - | - * X - Z | Kết quả: lê trâu * kiwi đại bàng - -,X * Z - -
Quy tắc: + Z * Z - | + Z * - | + Z * - | Z * - + | Kết quả: + cá mập * cá mập -,+ Z * Z -
Quy tắc: X + + + Z | + + Z X + | Z + + X + | + + Z + X | Kết quả: ngựa vằn + + trâu +,Z + + X +
Quy tắc: X * Z = + | + = Z X * | X + = Z * | * + = X Z | Kết quả: chim cánh cụt + = táo trâu *,X + = Z *
Quy tắc: Y + - = X | + Y - X = | + = Y - X | - + = Y X | Kết quả: ngựa voi + - = kiwi,Y + - = X
Quy tắc: * + Z + | + * Z + | Z + * Z + Z | + + Z * | Kết quả: đào dâu + * đào dâu + đào dâu tây,Z + * Z + Z
Quy tắc: - * Z | * - Z | - Z Z * | - Z * | Kết quả: - đào đào *,- Z Z *
Quy tắc: Z X = - Y = | = = - X Z Y | X Z Y = = - | Z = = X - Y | Kết quả: = = - cò ngựa vằn dâu táo,= = - X Z Y
Quy tắc: X = Z = - | X Z = - = | X Z = = - | Z X = - = | Kết quả: chuột cánh cụt rắn hổ mang = - =,Z X = - =
Quy tắc: = * Z X | Z = * X | X = * Z Z | = * X Z | Kết quả: cá mập cò = * việt quất,X = * Z Z
Quy tắc: - Z * - | - Z * - | Z - * Z - | - * Z - | Kết quả: đại bàng hải cẩu - * đại bàng hải cẩu -,Z - * Z -
Quy tắc: - X Y = | - Y X = | - Y X = | = X - Y X | Kết quả: = ngựa lê - ngựa lê chuột,= X - Y X
Quy tắc: * - X Y - | - - Y X * | * - Y - X | X Y - * - | Kết quả: sư tử sư tử ngựa vằn - * -,X Y - * -
Quy tắc: X Z - = Y + | Z = Y X - + | X = + Z - Y | - Z X + = Y | Kết quả: - Rắn hổ mang cá voi trâu + = dâu tây,- Z X + = Y
Quy tắc: + Y X = | X = Y + Y | + = Y X | + X = Y | Kết quả: lê cá mập = chuối đen + chuối đen,X = Y + Y
Quy tắc: - Z Y = Y | - = Y Z | Z = - Y | Z Y = - | Kết quả: - rắn hổ mang cá mập blackberry = dâu đen,- Z Y = Y
Quy tắc: Z = Y = | Z Y = = | Z = Y = | = = Y Z | Kết quả: chuối sư tử việt quất = =,Z Y = =
Quy tắc: Z * X Z + - | X + - * Z | X - + Z * | + X Z - * | Kết quả: con dấu * hải cẩu chuối cá mập + -,Z * X Z + -
Quy tắc: X - * * | * - X * | X * * - | - * X * X | Kết quả: - * lê * lê,- * X * X
Quy tắc: - + X Z | + Z X - | + X Z - | Z X - + | Kết quả: rắn hổ mang đào - +,Z X - +
Quy tắc: - Y Z + * | Y - Y Z * + | + * Z - Y | Z - + * Y | Kết quả: rắn hổ mang trâu - cá voi hổ mang trâu * +,Y - Y Z * +
Quy tắc: X Z - - Y + | - - Z X + Y | Y X Z + - - | Y + X - Z - | Kết quả: blackberry + chuột chim cánh cụt - dâu tây -,Y + X - Z -
Quy tắc: * - X Y + Z | - + Y * X Z | Z + - Y * X | Z X Y - * + | Kết quả: - + quả việt quất lê * nho ngựa vằn đại bàng,- + Y * X Z
Quy tắc: X = - Z - | = Z - - X | = X - - Z | - Z - = X | Kết quả: = việt quất - - đào chuối,= X - - Z
Quy tắc: Y = X + | X = Y + | Y + = X | = X Y + | Kết quả: sư tử = dâu tây +,X = Y +
Quy tắc: Y - Z - | - Z Y - | - - Z Y | Z - Y - | Kết quả: dưa hấu - lê chim cánh cụt -,Y - Z -
Quy tắc: Z - - X + | + Z X - - | - + - Z X X | Z - X - + | Kết quả: - + - cò ngựa nho cò ngựa,- + - Z X X
Quy tắc: * - = Z | * Z = - | * Z - = | Z - = * Z | Kết quả: kiwi - = * kiwi,Z - = * Z
Quy tắc: + Z Z - X | X Z + - | Z + - X | + - Z X | Kết quả: + Rắn hổ mang chuột - Trâu cánh cụt,+ Z Z - X
Quy tắc: = = X * Y | X * = Y = | X = Y = * Y | = = * X Y | Kết quả: chim cánh cụt nho = con dấu = * con dấu,X = Y = * Y
Quy tắc: + Z Y = | = Z + Z Y | Z + = Y | + Y = Z | Kết quả: = nho + đại bàng cánh cụt nho,= Z + Z Y
Quy tắc: = Y = + Z | = = + Y Z | Z Y = Z = + | + Y = = Z | Kết quả: sư tử chim cánh cụt = chim cánh cụt = +,Z Y = Z = +
Quy tắc: + Z X + Y | Y + + X Z | Z X + + Y | Z X + + Y | Kết quả: đại bàng táo chuối + + cá voi,Z X + + Y
Quy tắc: + Z * X | Z * X + | X Z + Z * | * + Z X | Kết quả: rắn hổ mang sư tử dâu đen + dâu đen *,X Z + Z *
Quy tắc: * Y = X | Y = X * | X * Y = | X = * Y | Kết quả: chuối = * ngựa vằn kiwi,X = * Y
Quy tắc: + X - Z * | * X - + Z | - Z * + X | X * - + Z | Kết quả: việt quất * - + sư tử,X * - + Z
Quy tắc: X - * * Z | * Z - X * X | Z X * - * | * Z - * X | Kết quả: * Dưa hấu - chim cánh cụt rắn hổ mang * Chim cánh cụt rắn hổ mang,* Z - X * X
Quy tắc: * Y - + | - Y + * Y | + - * Y | + Y * - | Kết quả: - dưa hấu + * dưa hấu,- Y + * Y
Quy tắc: Y X = Z + | X Z Y = + | Z + = X Y | X Y Z = + | Kết quả: chuối ngựa = rắn hổ mang +,Y X = Z +
Quy tắc: = Y Y X = + | + Y = = X | = = X Y + | Y = = X + | Kết quả: = cá voi chuối = +,= Y Y X = +
Quy tắc: * X - = Z | - X Z * = | = - * x x z | * - X = Z | Kết quả: = - * Ngựa vằn hải cẩu,= - * X X Z
Quy tắc: X X Z * + | * + Z X | + Z * X | Z X + * | Kết quả: dưa hấu dưa hấu đào * +,X X Z * +
Quy tắc: * + Z X Y | Z X Y * + | + Z * Y X | * Z + Y X | Kết quả: * hải cẩu trâu + kiwi ngựa táo,* Z + Y X
Quy tắc: * + + Z Y Y | + + Y * Z | + Z Y + * | + * + Y Z | Kết quả: * + + ngựa táo blackberry blackberry,* + + Z Y Y
Quy tắc: Z * + X | * + Z X | + X Z * | + Z X * X | Kết quả: + đào đào ngựa vằn * đào đào,+ Z X * X
Quy tắc: - Z - X | - - X Z | - - Z X | - - Z X Z | Kết quả: - - nho đại bàng nho,- - Z X Z
Quy tắc: + Y = + X | + X = Y + | + = X Y + | X Y + + = | Kết quả: + sư tử đại bàng = đại bàng +,+ X = Y +
Quy tắc: Y X - * - | - X * Y - | * - - Y X | - Y * - X | Kết quả: - hải cẩu * cò rắn hổ mang -,- X * Y -
Quy tắc: - - X = Y | - = X - Y | X - = - Y | - - = Y X X | Kết quả: - - = sư tử táo cò,- - = Y X X
Quy tắc: Y * X + * Z | Z + X * * Y | + * X Z * Y | * + Y X Z * | Kết quả: * + dưa hấu dâu tây cá mập lê *,* + Y X Z *
Quy tắc: * X = + Y | X = + * Y | = * + Y X | + * Y = X | Kết quả: kiwi = +* chuối việt quất,X = + * Y
Quy tắc: Y - - - X | Y X - - - | - - X Y - | X - - - Y | Kết quả: cá voi - - - chuối lê,Y - - - X
Quy tắc: = Z * Y = | = * Y Z = | * = = Y Z | = Z = * Y | Kết quả: = cá mập chuột = * hải cẩu,= Z = * Y
Quy tắc: Y = * Z + | * Z Z Y + = | Z + = * Y | * = + Y Z | Kết quả: * nho lê lê chuối + =,* Z Z Y + =
Quy tắc: * X - | - X X * | X - * | X * - | Kết quả: - chim cánh cụt chuột chim cánh cụt *,- X X *
Quy tắc: + Y Z + | Z + Y + | Z + + Y Y | + Z Y + | Kết quả: trâu ngựa vằn + + rắn hổ mang,Z + + Y Y
Quy tắc: = X * | = * X | = * X | * = X X | Kết quả: * = sư tử hổ mang sư tử hổ mang sư tử,* = X X
Quy tắc: Y - Z - | Y - Z - | Z - Y - | Y - Z - | Kết quả: blackberry - việt quất -,Y - Z -
Quy tắc: - Y * Z = X | Y = X - * Z | - = X * Y Z | Y Z - = X * | Kết quả: cá mập = chim cánh cụt dưa hấu - * hải cẩu chuối,Y = X - * Z
Quy tắc: * X Z - + | + - X Z Z * | - + X * Z | + * X - Z | Kết quả: + - lê dâu đen *,+ - X Z Z *
Quy tắc: Z - = = | Z - Z = = | = = Z - | = - = Z | Kết quả: chim cánh cụt ngựa - chim cánh cụt ngựa = =,Z - Z = =
Quy tắc: X + Z - | + Z Z X - | Z + X - | - X + Z | Kết quả: + Trâu đen dâu đen trâu đào -,+ Z Z X -
Quy tắc: Y X = = * | X = * Y = | Y = = X * | X = X = Y * | Kết quả: cò = cò = ngựa *,X = X = Y *
Quy tắc: * Y - * | * Y Y - * | * - * Y | * Y - * | Kết quả: * Cá mập ngựa - *,* Y Y - *
Quy tắc: Z * X - | Z - * X | - X * Z | * Z Z - X | Kết quả: * Kiwi táo kiwi táo - chuột dâu tây,* Z Z - X
Quy tắc: - Z X - - Z | X - - Z - | - X - - Z | - - X Z - | Kết quả: - Nho dưa hấu đào trâu - - Đào trâu,- Z X - - Z
Quy tắc: Z + - X | X Z + - | - X + Z Z | X + - Z | Kết quả: - Kiwi đại bàng + Kiwi cá voi Kiwi,- X + Z Z
Quy tắc: Y * X = | Y X * = | = X X Y * | X * = Y | Kết quả: = quả việt quất đào quả việt quất đào chim cánh cụt sư tử *,= X X Y *
Quy tắc: Z + * Z | * + Z | * + Z | * + Z | Kết quả: con dấu + * con dấu,Z + * Z
Quy tắc: Z - = * | = - * Z | - Z = * | Z Z - * = | Kết quả: dưa hấu việt quất dưa hấu - * =,Z Z - * =
Quy tắc: = + Z Y Z * | + Z * Y = | Z * Y = + | * Z = Y + | Kết quả: = + rắn hổ mang chuột ngựa vằn chuột hổ mang *,= + Z Y Z *
Quy tắc: - Y X - + | + - - X Y X | X - Y + - | Y - X + - | Kết quả: + - - Blackberry Kiwi Stork Blackberry,+ - - X Y X
Quy tắc: X + + X X + | + + + X | + X + + | + + + X | Kết quả: táo lê + + táo lê táo +,X + + X X +
Quy tắc: X - - | - - X | - X - | X X - - | Kết quả: trâu đào đào trâu - -,X X - -
Quy tắc: Z * = + | = * Z + | + * = Z Z | = * Z + | Kết quả: + * = trâu,+ * = Z Z
Quy tắc: Y * + X | + X * Y | Y * + X | + X Y * | Kết quả: + cá voi * ngựa vằn,+ X * Y
Quy tắc: X * Z * | X Z * * | * * X Z | * * X X Z | Kết quả: * * Nho cá voi kiwi kiwi,* * X X Z
Quy tắc: X Y = * = | Y * X = = | * X = Y = | X = = * Y | Kết quả: * chuột chuột = nho =,* X = Y =
Quy tắc: X Y = - - | = Y - - X | - X - Y = | - - X Y X = | Kết quả: - - sư tử dâu tây =,- - X Y X =
Quy tắc: Y * - X - | - X Y * - | X Y - - * | X * - - Y | Kết quả: rắn hổ mang dâu tây * - - chuột,X * - - Y
Quy tắc: - Y = Z X * | Y Z * - X = | = X Z * Y - | = Y * - X Z | Kết quả: = lê việt quất cá voi * cò -,= X Z * Y -
Quy tắc: * X Z = + | * Z X + = | * + Z = X | X Z + = * | Kết quả: trâu cá mập lê táo + = *,X Z + = *
Quy tắc: Z + + X | Z X X + + | + X + Z | X Z + + | Kết quả: rắn hổ mang cá voi táo táo táo táo táo + +,Z X X + +
Quy tắc: = - X | = X - | X - X = | X - = | Kết quả: ngựa vằn - ngựa vằn =,X - X =
Quy tắc: * + * Y X | + * Y X * | * * Y X + | * X Y * + | Kết quả: * rắn hổ mang nho blackberry * +,* X Y * +
Quy tắc: Y * + Z X | Y Z X + * | Y Z + * X | X Y + * Z | Kết quả: táo nho * + cá mập kiwi blackberry,Y * + Z X
Quy tắc: - Z - * X | * - X Z - | X Z X - * - | * X Z - - | Kết quả: táo sư tử táo - * -,X Z X - * -
Quy tắc: Y Z Y * * | * Y Z * | Z Y * * | Z Y * * | Kết quả: kiwi seal kiwi * *,Y Z Y * *
Quy tắc: - - Y Z | - - Y Z | Z - - Y | Z - Y - Y | Kết quả: trâu ngựa - dâu cá voi - dâu cá voi,Z - Y - Y
Quy tắc: Y - = X + | X = + - Y | Y - = + X | X Y - Y = + | Kết quả: chuối táo blackberry - táo blackberry = +,X Y - Y = +
Quy tắc: = Z Y - * | - Z = * Y | Y - = * Z | = * Z Y - | Kết quả: ngựa vằn lê - = * rắn hổ mang đại bàng,Y - = * Z
Quy tắc: + Z - Y | Y + - Z | - Y Z + | - Y Y + Z | Kết quả: - chuối + chuối,- Y Y + Z
Quy tắc: Y = = | = Y = Y | Y = = | = Y = | Kết quả: = cá mập chim cánh cụt = cá mập chim cánh cụt,= Y = Y
Quy tắc: Z + X - | + - X Z | Z - + X | X Z - + | Kết quả: + - cò dưa hấu,+ - X Z
Quy tắc: + * X | * + X | X * + | + X X * | Kết quả: + rắn hổ mang *,+ X X *
Quy tắc: Y Z + * Y | + * Z Y | Y + Z * | * Z Y + | Kết quả: ngựa vằn trâu +* trâu ngựa vằn,Y Z + * Y
Quy tắc: * X = | X * X = X | * X = | X * = | Kết quả: ngựa táo * ngựa táo = ngựa táo,X * X = X
Quy tắc: X = - Z | X - Z = | - X Z Z = | Z = - X | Kết quả: - sư tử nho ngựa nho =,- X Z Z =
Quy tắc: - - - Y | Y - - Y - Y | Y - - - | - Y - - | Kết quả: kiwi táo - - kiwi táo - kiwi táo,Y - - Y - Y
Quy tắc: X Y - - - | - - - Y X | - X Y - - | - - X Y X - | Kết quả: - - chim cánh cụt chim cánh cụt chim cánh cụt dưa hấu chim cánh cụt sư tử -,- - X Y X -
Quy tắc: = * Z Y + | * + Y = Z | + = Z * Y | = + Y Z * | Kết quả: = + niêm phong táo *,= + Y Z *
Quy tắc: Y = + + Z | Z + + = Y | + = Z + Z Y | Z Y = + + | Kết quả: + = đào dưa hấu + kiwi đào dưa hấu,+ = Z + Z Y
Quy tắc: + X Y - | X Y + - | - X + Y | + - X Y | Kết quả: + - việt quất cò ngựa,+ - X Y
Quy tắc: = = X | = = X | X = = X | = = X | Kết quả: trâu = = trâu,X = = X
Quy tắc: Y X - + | Y X - + | X - Y + | Y + X - | Kết quả: táo dưa hấu nho - +,Y X - +
Quy tắc: Y - * Z | Z Y - * | Y - * Z | * - Z Y | Kết quả: đào táo ngựa vằn - *,Z Y - *
Quy tắc: X - - Y | Y - - X | - - Y X | X Y - X - | Kết quả: cá mập rắn hổ mang - rắn hổ mang -,X Y - X -
Quy tắc: * Z Y + * | Y * Z + * | Z * * + Y | * * Z + Y | Kết quả: trâu * + nho,Z * * + Y
Quy tắc: = * X X * | * = X * | X = * * | * * = X | Kết quả: = * kiwi kiwi *,= * X X *
Quy tắc: Y = Y + | Y + = | + = Y | = + Y | Kết quả: chuối chuột = chuối chuột +,Y = Y +
Quy tắc: = - + Z X | - = + Z X | + X - = Z | = X Z + - Z | Kết quả: = cò cá mập + - cò,= X Z + - Z
Quy tắc: * Z Y * - | * Y * - Z | Z Y * - * | Y * * - Z | Kết quả: * đại bàng việt quất * - ngựa vằn,* Y * - Z
Quy tắc: Z x + = = | = = + X Z | X = = Z + | = + X = Z | Kết quả: = + kiwi = sư tử,= + X = Z
Quy tắc: X Z * - Y | Z X Y - * | * - X Z Y | X - * Y Z | Kết quả: trâu dưa hấu chim cánh cụt cá voi táo - *,Z X Y - *
Quy tắc: + Y * X | Y + * X | X * + Y | + X Y * | Kết quả: + Táo sư tử * Dưa hấu cò,+ Y * X
Quy tắc: X - = X Y - | - X = - Y | - - = X Y | Y - = - X | Kết quả: đào sư tử - = ngựa táo đào sư tử -,X - = X Y -
Quy tắc: Z - + X | - Z Z + X | X + Z - | X Z + - | Kết quả: - Ngựa vằn chuối vằn chuối + kiwi cò,- Z Z + X
Quy tắc: X * * X + Z | * Z X + * | + Z * X * | Z * X * + | Kết quả: chuối táo * * chuối táo + sư tử sư tử,X * * X + Z
"Quy tắc: Y X + = | = X Y Y + | + X = Y | = X + Y | Kết quả: = cò đào, dưa hấu đào, dưa hấu đào +",= X Y Y +
Quy tắc: X - - X X | X - - | - - X | - - X | Kết quả: chim cánh cụt - - chim cánh cụt,X - - X X
Quy tắc: Y + * * Z | Z + * Y * | + * * Z Y | + * * Z Y | Kết quả: cá mập + * * rắn hổ mang cánh cụt,Y + * * Z
Quy tắc: Z X - + | X - Z + | Z - + X | Z + X - | Kết quả: sư tử - + chuột ngựa vằn,Z - + X
Quy tắc: = + Y X | Y X + = | x x y = + | X + Y = | Kết quả: kiwi kiwi nho kiwi = +,X X Y = +
Quy tắc: Y X + = + | X = + Y + | X + Y = X + | X + Y = + | Kết quả: chuột + hải cẩu táo = chuột +,X + Y = X +
Quy tắc: - Y Z + | - + Z Y | - Y Z + | - + Z Y | Kết quả: - + Cá mập lê cò nho,- + Z Y
Quy tắc: = - Z X Y | Y - Z X = | X Y = Z - | = Y - Z X | Kết quả: đại bàng hổ mang chuối = ngựa voi -,X Y = Z -
Quy tắc: - Y + X * | X * Y + - | - Y + * X | X Y + * - | Kết quả: đào * quất ngựa + -,X * Y + -
Quy tắc: = X - | = - X | - X = | = X X - | Kết quả: = việt quất -,= X X -
Quy tắc: * X Z Y + = | Z = * Y X + | * Z Y X = + | Y * + X Z = | Kết quả: * đại bàng kiwi zebra eagle + =,* X Z Y + =
Quy tắc: = X Z * | Z X = * | X * = Z | * Z X = | Kết quả: việt quất * = cò hải cẩu,X * = Z
Quy tắc: Y Z + = + | = Y + Z + | Y + = + Z | = + Y Z + | Kết quả: ngựa vằn trâu + = + cá mập,Y + = + Z
Quy tắc: = Y + X | Y = + X | = X + X Y | + X Y = | Kết quả: = blackberry + blackberry kiwi,= X + X Y
Quy tắc: + Z Y X + - | Z - + + X Y | - X + Z + Y | - Y + X Z + | Kết quả: + Ngựa vằn đại bàng dâu tây kiwi + -,+ Z Y X + -
Quy tắc: + + Y X Z | + Z X + Y | Y + Z + X | Y Z + X + | Kết quả: đại bàng + sư tử + đại bàng dâu tây,Y + Z + X
Quy tắc: Z X * + | Z + * X | Z + X * | X Z * + | Kết quả: lê dâu tây sư tử blackberry * +,Z X * +
Quy tắc: = + + Z X | X Z + + = | + = Z + X | = + X Z + | Kết quả: = + + chuột cá mập hải cẩu,= + + Z X
Quy tắc: * Z Y + | * + Z Y | Z + Y * | Z Y + * | Kết quả: sư tử trâu +*,Z Y + *
Quy tắc: + X * | * + X | * X + | + * X X | Kết quả: + * con dấu chuột hải cẩu chuột,+ * X X
Quy tắc: * * Y X | Y * X * | * Y * X | * X * Y | Kết quả: * blackberry * táo chuối,* X * Y
Quy tắc: Y Z X * = + | X = * + Y Z | * Z X = Y + | X + * Y Z = | Kết quả: hải cẩu = * + cá mập trâu,X = * + Y Z
Quy tắc: X * = | = X * | X X * = | * X = | Kết quả: dưa hấu dưa hấu * =,X X * =
Quy tắc: X Z * = | * X = Z | X * = Z | Z = Z * X | Kết quả: dâu tây ngựa vằn = dâu tây ngựa vằn * chuối,Z = Z * X
Quy tắc: Z - X + | X + Z - | - Z X + | X - Z + | Kết quả: sư tử - cá mập chuối +,Z - X +
Quy tắc: Z X Z * * | X * Z * | * Z X * | X * * Z | Kết quả: rắn hổ mang voi hổ mang * *,Z X Z * *
Quy tắc: Y = + X + | X Y = + X + | X Y = + + | + X + = Y | Kết quả: ngựa vằn sư tử đào blackberry = + ngựa vằn sư tử +,X Y = + X +
Quy tắc: + Z + Y - | + Y - Z + | + Y Z - + | Y + - Z + | Kết quả: + Cá mập đại bàng - +,+ Y Z - +
Quy tắc: = - + X Z | = Z + X - | X = Z - + | X + - Z = | Kết quả: sư tử sư tử = chuột - +,X = Z - +
Quy tắc: = X - Z | X Z - = | X Z - = | = - X Z | Kết quả: = cá mập - rắn hổ mang,= X - Z
Quy tắc: X Z + = + | + = + Z X | X Z = + + | Z + = X Z + | Kết quả: cò + = cò dưa hấu +,Z + = X Z +
Quy tắc: + * * X Y | Y X + * * | X + Y * * | * X + * Y | Kết quả: rắn hổ mang táo chuối + * *,Y X + * *
Quy tắc: Z X * Z + - | + - X * Z | Z X - + * | Z + * - X | Kết quả: sư tử ngựa dâu tây * ngựa sư tử + -,Z X * Z + -
Quy tắc: X Z * + = | Z X + = * | Z + X = * | Z X = * + | Kết quả: lê táo + = *,Z X + = *
Quy tắc: Y X X + * | * Y X + | * + X Y | * X + Y | Kết quả: chuột blackberry chuột + *,Y X X + *
Quy tắc: + + Z | + + Z | + + Z | + + Z Z | Kết quả: + + đại bàng chuối,+ + Z Z
Quy tắc: X Z = * * | Z * * = X | = X * Z * | Z = X * * | Kết quả: chuối * * = sư tử cò,Z * * = X
Quy tắc: Z Y - + | - + Y Z | - Y + Z | Z - + Y | Kết quả: trâu nho - +,Z Y - +
Quy tắc: - X = Z | - = X Z | Z = - X | Z X = - | Kết quả: rắn hổ mang ngựa = - việt quất blackberry,Z = - X
Quy tắc: * = X Z * | X * Z = * | = X * * X Z | X * * = Z | Kết quả: = chuột cò * * cò chuột rắn hổ mang cá voi,= X * * X Z
Quy tắc: Y * - = Z | - = Z * Y | * Z = - Z Y | - = * Z Y | Kết quả: * kiwi = - đào kiwi,* Z = - Z Y
Quy tắc: Z Y X + + | + Y Z X + | Z + Y + X | + Y X + Z | Kết quả: + chim cánh cụt cá voi lê blackberry +,+ Y Z X +
Quy tắc: * * Y Y | * * Y | * Y * | * * Y | Kết quả: * * Đại bàng dưa hấu dưa hấu,* * Y Y
Quy tắc: X - Z * | * X Z - | X Z * - | Z * - X | Kết quả: ngựa sư tử * - chuối,Z * - X
Quy tắc: X - - + Y | + - X - Y | - Y X + - | + X Y - - | Kết quả: đại bàng ngựa - - + đào,X - - + Y
Quy tắc: = X + Y Z | + = Z X Y | = + X Z Y | + Z Y = X | Kết quả: = + cá mập sư tử blackberry shark shark dâu tây,= + X Z Y
Quy tắc: * Z * | * * Z Z | Z * * | Z * * | Kết quả: * * chuối lê chuối lê,* * Z Z
Quy tắc: Z + * X | + X * Z X | Z * + X | Z * X + | Kết quả: + ngựa vằn * ngựa vằn cá voi kiwi,+ X * Z X
Quy tắc: + - Z X | X - X Z + | - X + Z | - Z + X | Kết quả: kiwi nho - kiwi nho +,X - X Z +
Quy tắc: + - X Y | + - Y X | Y - X + X | - X + Y | Kết quả: chuối - chuột cá mập + chuột cá mập,Y - X + X
Quy tắc: Z X * Y * | Y * X Z * | Y X * Z * | Z * * X Y | Kết quả: cá mập * * quất trâu,Z * * X Y
Quy tắc: = Y = + | = = + Y | = + Y = Y Y | + = Y = | Kết quả: = + chuột việt quất = chuột việt quất chuột việt quất,= + Y = Y Y
Quy tắc: + Z X = + | X + Z = + | + X + Z = | = Z + + X | Kết quả: = rắn hổ mang + + táo,= Z + + X
Quy tắc: = = Y X | = Y X = | = = Y X X | X Y = = | Kết quả: = = kiwi rắn hổ mang táo kiwi,= = Y X X
Quy tắc: - + - Z Y | Z - - Y + | Y + - - Z | + Z Y - - | Kết quả: cò + - - chuột,Y + - - Z
Quy tắc: - X Y - | - Y - X | X - Y - | - X - Y | Kết quả: - Nho ngựa - Ngựa việt quất,- X - Y
Quy tắc: Z - Y = + X | + - Y Z X = | Z = Y - + X | - Y + X Z = | Kết quả: chuối = sư tử - + hải cẩu,Z = Y - + X
Quy tắc: Z * = Z Z | = * Z | = Z * | Z = * | Kết quả: chuột * = chuột chuột,Z * = Z Z
Quy tắc: X = - Z * | - Z X Z * = | X Z = * - | = Z * X - | Kết quả: - đào táo đào * =,- Z X Z * =
Quy tắc: - + X Z = | - Z = X + | Z X + - = | - Z = Z X + | Kết quả: - cá mập = cá voi cánh cụt cá mập +,- Z = Z X +
Quy tắc: Z X + = | X = + Z X | Z X = + | = Z + X | Kết quả: cá voi đào = + ngựa vằn đào cá voi đào,X = + Z X
